flight id:101
flight code:MiG-29A
origin:RU
date:2011-06-01
from:krasnodar pashkovsky
to:sochi-adler
motor(s):2
mass aircraft:10922.041768
mass fuel:10922.041768
lift coef:1.604765498192893
drag coef:0.011066253455886965

1306893631.32,2.011986,6.5731802,-1.0,-1.0,1.6,-1.0,-1.0,85.35873000765979,6535382.124524599,6535382.124524599,22.518751542312547,6.892347654282886,25711.892251194993,90.4,27.065707033594077
1306893632.16,2.0114221,6.572756,23.69,-1.0,4.0,-1.0,-1.0,85.35873000765979,5913005.59798551,5913005.59798551,22.238654726458183,6.968215634141517,25964.5055670222,89.3,27.054300646892415
1306893632.58,2.0111373,6.5725418,23.73,-1.0,6.0,-1.0,-1.0,80.94564893259495,5247405.787555491,5247405.787555491,23.098184083869604,7.235738704542587,26443.401810498737,87.5,27.051912195448846
1306893633.01,2.0108356,6.5723149,23.75,-1.0,7.3,-1.0,-1.0,83.64307780811362,4660946.491615031,4660946.491615031,22.94925389515842,7.23948030360152,26620.498163856188,87.80000000000001,27.051192597898538
1306893634.5,2.0097405,6.5714913,23.79,-1.0,9.2,-1.0,-1.0,87.473474325875,4419951.259026266,4419951.259026266,22.161789037343006,7.2672066773544675,25992.49908234798,90.2,27.05091700734736
1306893634.92,2.0094227,6.5712523,23.87,-1.0,9.6,-1.0,-1.0,89.98005171215121,4419951.259026266,4419951.259026266,22.161789037343006,7.2672066773544675,25992.499082347982,90.2,27.05091700734736
1306893635.36,2.0090796,6.5709942,24.15,-1.0,10.1,-1.0,-1.0,92.67678691669505,4660946.491615031,4660946.491615031,22.94925389515842,7.23948030360152,26620.49816385619,87.80000000000001,27.051192597898538
1306893635.79,2.008738,6.5707374,24.69,-1.0,10.4,-1.0,-1.0,94.34714108294148,5247405.787555491,5247405.787555491,23.098184083869608,7.235738704542587,26443.40181049874,87.5,27.051912195448843
1306893636.66,2.0080283,6.5702041,26.85,-1.0,10.7,-1.0,-1.0,96.76473436643244,5913005.59798551,5913005.59798551,22.238654726458186,6.968215634141518,25964.5055670222,89.3,27.054300646892415
1306893638.8,2.0061722,6.5688156,38.59,-0.1,10.7,-1.0,-1.0,102.60647870449135,6535382.124524599,6535382.124524599,22.518751542312547,6.892347654282886,25711.892251194993,90.4,27.065707033594073
1306893640.09,2.0049501,6.5679092,50.22,-0.2,10.7,-1.0,-1.0,111.5361724677021,7099773.705342441,7099773.705342441,22.184638813696814,6.914219117570417,25337.934293505885,89.60000000000001,27.104917444792676
1306893641.37,2.0036221,6.5669334,66.24,-0.4,10.7,-1.0,-1.0,121.53686940107076,7682659.328588276,7682659.328588276,24.503743943506606,7.044005190698966,24569.226763602364,91.10000000000001,27.13749071688366
1306893641.79,2.0031554,6.5665932,72.62,-0.5,10.7,-1.0,-1.0,129.65892004549875,8498396.775188213,8498396.775188213,25.515636063419088,6.979213093604718,24070.233076206685,91.8,27.174917444792673
1306893642.22,2.002672,6.5662431,79.57,-0.6,10.7,-1.0,-1.0,130.81383309582975,10186296.315805208,10186296.315805208,25.33692325991477,6.796464256681027,24005.311702559426,92.5,27.217649290811924
1306893642.64,2.0021831,6.5658932,86.89,-0.6,10.6,223.4,-1.0,134.6561553332774,12132258.868852977,12132258.868852977,24.14617523030368,6.840334543670361,24223.261662922432,91.69999999999999,27.2659541901995
1306893643.06,2.0016784,6.5655363,94.69,-0.9,10.5,223.4,-1.0,138.15642701472476,14436230.72019321,14436230.72019321,26.045728642034582,6.665036276525293,23935.127207080666,90.60000000000002,27.3201689758513
1306893643.48,2.0011641,6.5651754,102.84,-1.2,10.4,223.4,-1.0,140.28031224249833,16782934.40252836,16782934.40252836,23.43694240011722,6.668607479979182,23213.182371113184,94.10000000000002,27.380408477163627
1306893643.9,2.0006333,6.5648046,111.33,-1.4,10.2,223.3,-1.0,144.4052063702879,18414280.857907984,18414280.857907984,22.244838448491926,6.745529448213754,23801.343083996333,92.60000000000002,27.446733936481216
1306893644.33,2.0000829,6.5644219,120.05,-1.7,9.9,223.3,-1.0,145.87741975020705,19610828.95636802,19610828.95636802,23.437322913732594,6.815305786715951,23939.996437155314,92.4,27.518081268064766
1306893644.75,1.999524,6.564035,128.71,-2.1,9.7,223.3,-1.0,151.1656802785491,20478596.089954264,20478596.089954264,24.240391199325263,7.160690746729221,23983.605089650067,91.19999999999999,27.587070769377103
1306893645.18,1.9989348,6.5636287,137.54,-2.5,9.5,223.3,-1.0,155.1592644137035,21381807.35992957,21381807.35992957,25.354286267927517,7.354281299061192,24302.253245398348,91.7,27.6539167886247
