flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:anapa-vityazevo
to:vaziani
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

1306893631.74,9.0233577,3.6329568,466.74,-1.0,1.3,-1.0,-1.0,74.83708283736742,7830065.567222012,23.117225366093187,8.045125301133353,23680.698773991317,90.5,35.39809861135533
1306893632.16,9.0235654,3.632746,466.84,-1.0,4.0,-1.0,-1.0,74.83708283736742,7021181.356035621,23.975644530205997,8.023996517786529,24324.551847342675,89.80000000000001,35.385811865948504
1306893632.58,9.0237708,3.6325375,466.9,-1.0,5.8,-1.0,-1.0,74.12901876081644,6220400.186630446,23.61758420426068,8.241215461158436,24834.104545902734,93.30000000000001,35.38477840138158
1306893633.01,9.023989,3.6323161,466.95,-1.0,7.0,-1.0,-1.0,76.69134272031464,5584972.070905885,23.91827303769631,8.328465693375207,24346.735297407326,93.80000000000001,35.384288462623914
1306893634.5,9.024785,3.6315082,467.03,-1.0,8.7,-1.0,-1.0,80.52926948372041,5334767.885678555,24.10721364789036,8.597512758018972,23587.260642138288,93.60000000000001,35.38414301205524
1306893634.92,9.025017,3.6312727,467.06,-1.0,9.0,-1.0,-1.0,83.18128846266701,5334767.885678554,24.10721364789036,8.59751275801897,23587.260642138288,93.60000000000002,35.38414301205524
1306893635.36,9.0252679,3.631018,467.22,-1.0,9.3,-1.0,-1.0,85.61358120910553,5584972.070905883,23.91827303769631,8.328465693375207,24346.735297407326,93.80000000000001,35.38428846262392
1306893635.79,9.0255179,3.6307642,467.59,-1.0,9.7,-1.0,-1.0,87.23211390883581,6220400.186630446,23.617584204260677,8.241215461158436,24834.10454590273,93.30000000000001,35.384778401381574
1306893636.22,9.0257713,3.6305069,468.25,-1.0,9.9,-1.0,-1.0,88.34609305431447,7021181.35603562,23.975644530205997,8.02399651778653,24324.551847342675,89.80000000000001,35.385811865948504
1306893639.24,9.027675,3.6285677,482.89,-1.0,10.1,-1.0,-1.0,94.50535571099894,7830065.567222013,23.11722536609318,8.045125301133355,23680.698773991313,90.50000000000003,35.39809861135532
1306893640.95,9.0288588,3.6273524,499.08,-0.2,10.1,-1.0,-1.0,109.36406038359853,8594926.268445069,23.695753024513092,7.844967956594429,23787.0625623779,89.70000000000002,35.422855829203094
1306893641.79,9.0294742,3.626717,509.18,-0.2,9.9,-1.0,-1.0,115.77029804338785,9575914.077180738,24.777140140785416,7.850791503538182,23977.294359825813,89.80000000000001,35.455268340139234
1306893642.64,9.0301145,3.6260531,520.73,-0.4,9.9,143.5,-1.0,119.13337636684591,10958007.81268201,25.12539413406376,7.694748964784344,23742.90719285022,86.6,35.496476782833895
1306893643.9,9.0311045,3.6250211,540.3,-0.6,9.7,143.5,-1.0,124.43427406033392,12920126.102204109,25.21349015583968,7.713071326781469,24027.868082266694,86.69999999999999,35.55262835763704
1306893644.33,9.0314495,3.6246601,547.51,-0.7,9.7,143.5,-1.0,127.27155743210041,15498831.946689984,27.59289935054869,7.611093112460015,24127.117697822243,87.9,35.61423815641219
1306893644.75,9.0317965,3.6242964,554.83,-0.8,9.5,143.4,-1.0,130.9664259363879,18491174.38814254,26.842795404042374,7.494594968927879,24773.06141461824,87.9,35.68142866384877
