flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:novorossiysk
to:krasnodar pashkovsky
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

1306893631.74,9.0233577,3.6329568,466.74,-1.0,1.3,-1.0,902763.25,-318673.19,-1.0,74.83708283736742,7830065.567222012,23.873672546826782,7.786573223629959,24656.551686199367,88.00000000000001,30.6590687534081
1306893632.16,9.0235654,3.632746,466.84,-1.0,4.0,-1.0,902783.88,-318694.19,-1.0,74.83708283736742,7021181.356035621,25.423591825610654,8.07819752339149,25556.849031828126,86.00000000000001,30.646782008001274
1306893632.58,9.0237708,3.6325375,466.9,-1.0,5.8,-1.0,902804.31,-318714.97,-1.0,74.12901876081644,6220400.186630446,24.770724909189443,8.187961477800135,26051.5275306839,88.10000000000001,30.64574854343435
1306893633.01,9.023989,3.6323161,466.95,-1.0,7.0,-1.0,902826.0,-318737.03,-1.0,76.69134272031464,5584972.070905885,26.043898292054973,8.117649405857295,26291.546082601784,88.4,30.645258604676695
1306893634.5,9.024785,3.6315082,467.03,-1.0,8.7,-1.0,902905.19,-318817.53,-1.0,80.52926948372041,5334767.885678555,27.550146285539633,8.313459720314748,26734.411341759496,88.30000000000001,30.645113154108017
1306893634.92,9.025017,3.6312727,467.06,-1.0,9.0,-1.0,902928.31,-318841.0,-1.0,83.18128846266701,5334767.885678554,27.550146285539633,8.313459720314748,26734.411341759493,88.30000000000001,30.645113154108014
1306893635.36,9.0252679,3.631018,467.22,-1.0,9.3,-1.0,902953.25,-318866.38,-1.0,85.61358120910553,5584972.070905883,26.043898292054973,8.117649405857293,26291.54608260178,88.39999999999999,30.64525860467669
1306893635.79,9.0255179,3.6307642,467.59,-1.0,9.7,-1.0,902978.13,-318891.66,-1.0,87.23211390883581,6220400.186630446,24.770724909189443,8.187961477800135,26051.527530683896,88.10000000000001,30.645748543434344
1306893636.22,9.0257713,3.6305069,468.25,-1.0,9.9,-1.0,903003.31,-318917.31,-1.0,88.34609305431447,7021181.35603562,25.423591825610657,8.07819752339149,25556.84903182812,86.00000000000001,30.646782008001274
1306893639.24,9.027675,3.6285677,482.89,-1.0,10.1,-1.0,903192.81,-319110.63,-1.0,94.50535571099894,7830065.567222013,23.873672546826782,7.786573223629959,24656.551686199364,88.00000000000001,30.659068753408096
