flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:krasnodar pashkovsky
to:mozdok
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.74,9.0233577,3.6329568,466.74,-1.0,1.3,-1.0,902763.25,-318673.19,-1.0,74.83708283736742,7830065.567222012,7.683836250541831,25264.365067886385,88.50000000000001,34.85556453864197
1306893632.16,9.0235654,3.632746,466.84,-1.0,4.0,-1.0,902783.88,-318694.19,-1.0,74.83708283736742,7021181.356035621,7.871307295535463,24817.01876080974,90.5,34.84327779323515
1306893632.58,9.0237708,3.6325375,466.9,-1.0,5.8,-1.0,902804.31,-318714.97,-1.0,74.12901876081644,6220400.186630446,7.793421790347578,24877.420913168087,90.7,34.84224432866822
1306893633.01,9.023989,3.6323161,466.95,-1.0,7.0,-1.0,902826.0,-318737.03,-1.0,76.69134272031464,5584972.070905885,7.725079283944484,25278.356382789087,89.60000000000001,34.84175438991057
1306893634.5,9.024785,3.6315082,467.03,-1.0,8.7,-1.0,902905.19,-318817.53,-1.0,80.52926948372041,5334767.885678555,7.7064728040487696,25214.384236218,90.90000000000002,34.84160893934189
1306893634.92,9.025017,3.6312727,467.06,-1.0,9.0,-1.0,902928.31,-318841.0,-1.0,83.18128846266701,5334767.885678554,7.7064728040487696,25214.384236218,90.90000000000002,34.84160893934189
1306893635.36,9.0252679,3.631018,467.22,-1.0,9.3,-1.0,902953.25,-318866.38,-1.0,85.61358120910553,5584972.070905883,7.725079283944483,25278.356382789087,89.60000000000001,34.84175438991056
1306893635.79,9.0255179,3.6307642,467.59,-1.0,9.7,-1.0,902978.13,-318891.66,-1.0,87.23211390883581,6220400.186630446,7.793421790347578,24877.42091316809,90.7,34.842244328668215
1306893636.22,9.0257713,3.6305069,468.25,-1.0,9.9,-1.0,903003.31,-318917.31,-1.0,88.34609305431447,7021181.35603562,7.871307295535463,24817.018760809737,90.5,34.84327779323515
1306893639.24,9.027675,3.6285677,482.89,-1.0,10.1,-1.0,903192.81,-319110.63,-1.0,94.50535571099894,7830065.567222013,7.683836250541832,25264.36506788638,88.5,34.85556453864197
1306893640.95,9.0288588,3.6273524,499.08,-0.2,10.1,-1.0,903310.81,-319231.88,-1.0,109.36406038359853,8594926.268445069,7.645623448725456,25021.037083847557,87.2,34.88032175648974
1306893641.79,9.0294742,3.626717,509.18,-0.2,9.9,-1.0,903372.25,-319295.31,-1.0,115.77029804338785,9575914.077180738,7.576394891531302,25587.9650081974,85.50000000000001,34.912734267425876
1306893642.64,9.0301145,3.6260531,520.73,-0.4,9.9,143.5,903436.13,-319361.63,-1.0,119.13337636684591,10958007.81268201,7.6074483722565045,25169.261852445514,87.00000000000001,34.953942710120536
1306893643.9,9.0311045,3.6250211,540.3,-0.6,9.7,143.5,903535.06,-319464.78,-1.0,124.43427406033392,12920126.102204109,7.647488185208998,25181.615787015406,88.7,35.01009428492368
1306893644.33,9.0314495,3.6246601,547.51,-0.7,9.7,143.5,903569.56,-319500.88,-1.0,127.27155743210041,15498831.946689984,7.383843058650625,25298.20296366734,87.39999999999999,35.07170408369884
1306893644.75,9.0317965,3.6242964,554.83,-0.8,9.5,143.4,903604.31,-319537.25,-1.0,130.9664259363879,18491174.38814254,7.3171565163644345,25049.185045830825,89.19999999999999,35.13889459113541
1306893645.18,9.032159,3.6239157,562.39,-0.9,9.2,143.4,903640.56,-319575.31,-1.0,133.43607867993475,21490935.71945984,7.2367072204149165,24491.02127146984,90.5,35.21175001545737
1306893645.62,9.03253,3.6235255,569.92,-1.0,9.0,143.4,903677.69,-319614.38,-1.0,133.64076319498474,24289273.670463346,7.188049296592422,25128.29355322443,90.30000000000001,35.2900866296306
1306893646.04,9.0328917,3.6231447,576.93,-1.1,8.8,143.4,903713.88,-319652.47,-1.0,136.16646322590438,26604221.74173424,7.055797954388247,24680.902946074013,91.00000000000001,35.37328435491494
1306893646.47,9.0332681,3.6227478,583.83,-1.1,8.8,143.3,903751.56,-319692.19,-1.0,138.30132743467294,28456975.126458347,7.202300567000916,24236.178111842786,93.30000000000001,35.45055688334889
1306893646.89,9.0336485,3.6223465,590.36,-1.4,8.4,143.3,903789.63,-319732.34,-1.0,142.62951410776876,29974525.899245497,7.247430918250499,24466.59432476388,92.80000000000003,35.520434398659475
1306893647.31,9.0340264,3.6219477,596.39,-1.5,8.3,143.3,903827.5,-319772.25,-1.0,141.7651575858427,31508959.683108624,6.999496583092677,24193.270947506608,92.10000000000002,35.5871962096831
1306893648.15,9.0348089,3.6211221,607.49,-1.8,8.3,143.3,903905.88,-319854.91,-1.0,146.24970097388382,32747895.011912953,7.031475145327986,24035.921661657914,91.40000000000002,35.65361353251774
1306893648.58,9.0352237,3.6206848,612.75,-1.9,8.4,143.3,903947.38,-319898.66,-1.0,150.77261844037454,34159013.338413745,6.993913409536984,23778.45352598517,92.3,35.70907613094294
1306893649.0,9.0356265,3.6202607,617.67,-1.9,8.6,143.1,903987.69,-319941.09,-1.0,149.840366229154,35953880.586408764,7.0769117207795205,23846.6291649017,93.5,35.762785667250895
1306893649.44,9.0360637,3.6198018,623.0,-1.9,8.9,143.1,904031.44,-319987.0,-1.0,154.63438802694301,37440862.226023436,6.911668074125557,24181.82336450765,93.80000000000001,35.814971800234275
1306893649.86,9.0364889,3.6193572,628.31,-1.9,9.1,143.1,904074.0,-320031.44,-1.0,157.03393023785554,39352547.13583582,6.925728803272674,23963.71277208394,93.0,35.86543549227277
1306893650.29,9.0369415,3.6188857,634.18,-1.9,9.3,142.9,904119.19,-320078.56,-1.0,162.41879371289775,41449936.16889154,7.181703378654684,23436.165564056784,92.99999999999999,35.9146284056586
1306893650.71,9.0373823,3.6184282,640.17,-1.9,9.5,142.9,904163.25,-320124.25,-1.0,161.75944517234893,43724629.553091384,7.370799651583788,23658.462954023387,94.5,35.96304047914941
1306893651.15,9.0378512,3.6179435,646.84,-1.9,9.6,142.9,904210.0,-320172.66,-1.0,163.6539268924854,45787813.64204387,7.30097674998263,23953.770447912746,92.7,36.01127648089919
1306893651.58,9.0383142,3.6174667,653.69,-1.9,9.6,142.7,904256.19,-320220.25,-1.0,164.99189039985023,48149856.22372473,7.075150365424686,23817.59091476654,93.1,36.0597574520278
1306893652.0,9.0387772,3.6169917,660.76,-1.9,9.6,142.7,904302.38,-320267.63,-1.0,168.36841267291837,49881919.48636253,7.0282911483747865,24115.74882525883,94.4,36.10903457363761
1306893652.43,9.0392588,3.6164993,668.34,-3.8,11.0,142.7,904350.38,-320316.72,-1.0,170.55372715966675,51322552.26866075,7.143132096411675,24695.389601358973,92.49999999999999,36.15561703208029
1306893652.85,9.0397416,3.6160099,676.63,-21.8,11.5,142.2,904398.38,-320365.47,-1.0,173.97241839539976,52870746.75083262,7.447698865536219,25018.00244409457,92.5,36.20451904432877
1306893653.28,9.0402392,3.6155191,685.55,-38.4,10.4,141.3,904447.69,-320414.22,-1.0,172.41030497569497,54460108.424613886,7.638524870973823,24519.09985904199,93.5,36.256483173812576
1306893653.72,9.0407678,3.6150159,694.55,-41.7,9.1,140.4,904499.75,-320463.97,-1.0,174.68719968874,55599776.40521969,7.680930186999106,24708.94697308172,90.99999999999999,36.31125679585982
1306893654.14,9.0412772,3.6145454,702.36,-46.4,8.3,139.7,904549.69,-320510.31,-1.0,172.97562330474508,56151160.68717506,7.490914961839892,25441.84169505456,91.60000000000001,36.36794424117915
1306893654.56,9.0417976,3.6140785,709.38,-52.0,8.1,138.9,904600.56,-320556.09,-1.0,173.4458704487983,56033612.68793489,7.256909566274363,25754.162505342036,94.2,36.425512045203654
1306893654.99,9.0423332,3.6136152,715.64,-54.0,7.7,137.9,904652.56,-320601.31,-1.0,170.49826142067155,54770911.130202785,7.049674542297623,25508.272227261616,92.5,36.48328654214154
1306893655.41,9.0428772,3.6131633,721.08,-55.3,7.4,136.7,904705.13,-320645.19,-1.0,173.04065691701672,53061654.955508985,7.05399359594092,25335.88848126128,91.30000000000001,36.540119438029556
1306893655.84,9.043429,3.6127249,725.76,-57.1,7.4,135.4,904758.13,-320687.44,-1.0,167.38504320027113,51470660.670362666,7.327399608460932,25793.108765385266,89.40000000000002,36.5952911353174
1306893656.26,9.043994,3.6122987,729.81,-58.1,7.4,133.9,904812.06,-320728.19,-1.0,170.47718487589765,50199317.71778992,7.396704780052588,25986.882847513793,91.10000000000001,36.64815093409254
1306893656.68,9.0445743,3.6118851,733.31,-58.5,7.4,132.3,904867.06,-320767.34,-1.0,170.05246160124778,49031175.294123024,7.163845422984581,26017.693190326485,92.90000000000002,36.69788737328764
1306893656.89,9.0448714,3.6116829,734.88,-58.8,7.4,131.5,904895.06,-320786.34,-1.0,170.27560852896076,48120582.25429735,7.052901638456513,25893.38228071226,93.80000000000001,36.74247945552736
1306893657.32,9.0454812,3.611288,737.7,-59.3,7.4,129.7,904952.19,-320823.06,-1.0,166.89916026772514,46969923.71334404,6.840545282217171,25489.85341336562,92.60000000000002,36.78240180898318
1306893657.74,9.0461051,3.6109114,740.12,-59.5,7.4,127.7,905010.25,-320857.59,-1.0,169.5513286847154,46401281.41424698,6.760665388039557,25196.794621378554,92.0,36.81728697958686
1306893658.18,9.0467658,3.6105421,742.26,-59.7,7.4,125.6,905071.25,-320890.88,-1.0,166.3861370910062,46001786.82809651,7.005253997089021,25191.529716934936,92.50000000000001,36.847831599009425
1306893658.61,9.047416,3.6102073,744.03,-59.9,7.4,123.6,905130.88,-320920.44,-1.0,162.94321358761758,47028099.30729991,7.080733430201047,25425.477891039696,92.20000000000002,36.874357189560605
1306893659.05,9.0481097,3.6098802,745.62,-59.9,7.5,121.3,905193.94,-320948.63,-1.0,164.85353973186096,49861370.692326345,7.04549385780071,26155.27737920099,91.89999999999999,36.89730775823953
1306893659.48,9.0487954,3.6095865,746.95,-59.9,7.6,118.9,905255.88,-320973.19,-1.0,162.4975063310973,52333086.336336724,6.946888028463493,26609.726114789544,93.30000000000001,36.917112001459124
1306893659.9,9.0494832,3.6093202,748.08,-59.9,7.7,116.6,905317.5,-320994.69,-1.0,162.59801405693594,56210540.15950665,6.617255805884218,26882.50820702684,93.4,36.93419861563235
1306893660.33,9.0501892,3.6090757,749.09,-60.1,7.8,114.2,905380.31,-321013.53,-1.0,159.35221245802947,59787928.7305261,6.894947122235172,26071.76249514807,90.3,36.94895802070671
1306893660.75,9.0508787,3.6088643,749.95,-60.1,8.0,111.8,905441.25,-321028.91,-1.0,156.13020347477718,63155495.70683216,7.064702309374067,26095.35846167291,91.5,36.96169642840576
1306893661.17,9.0515785,3.6086769,750.72,-60.1,8.1,109.3,905502.69,-321041.47,-1.0,155.40209666282163,66586348.62600379,7.127455242712482,25892.316564306362,88.8,36.97382241265773
1306893661.6,9.0523006,3.6085116,751.42,-60.1,8.3,106.7,905565.56,-321051.31,-1.0,153.6682466522854,70546518.91966484,7.2850032702963965,25895.67087438659,89.20000000000002,36.98432547477496
1306893662.03,9.0530269,3.6083737,752.06,-60.1,8.5,104.1,905628.44,-321058.06,-1.0,152.3097167747527,73547324.19159411,7.397483143837616,26077.653157867877,92.90000000000002,36.99346589472247
1306893662.5,9.0538215,3.608255,752.7,-60.1,8.7,101.1,905696.69,-321061.84,-1.0,150.1886582221339,76340668.02611083,7.204013955785186,25791.824078606685,93.20000000000002,37.00145802070672
1306893662.94,9.0545627,3.6081747,753.24,-60.1,8.9,98.3,905759.88,-321062.03,-1.0,147.8648453747418,78363576.79849051,7.107881506423567,25181.268972221995,92.70000000000002,37.00850854564111
1306893663.36,9.0552657,3.6081255,753.73,-60.1,9.0,95.6,905819.38,-321059.16,-1.0,145.5793241891952,79317115.42312591,7.360828480565049,25119.754957423927,94.2,37.01471698833577
1306893663.79,9.0559825,3.6081028,754.2,-60.1,9.2,92.8,905879.56,-321053.19,-1.0,143.8793457141667,80324640.71881776,7.3757093819521975,24642.065134291744,94.70000000000002,37.020267075824826
1306893664.22,9.0566877,3.608108,754.65,-60.1,9.5,89.9,905938.38,-321044.25,-1.0,141.07290261234454,80602659.0419168,7.557656434831055,24281.380226186586,97.10000000000002,37.025296603383886
1306893664.65,9.057391,3.608141,755.08,-60.1,9.7,87.1,905996.63,-321032.25,-1.0,140.47529013469165,80939193.0574701,7.312708911673211,24475.973916431994,96.60000000000001,37.02988212394381
1306893665.07,9.058079,3.608201,755.5,-59.9,9.7,84.2,906053.13,-321017.44,-1.0,140.67032176600767,80640996.95656097,7.267446199692311,24309.290720952653,93.80000000000001,37.034130811607845
1306893665.49,9.0587424,3.6082858,755.89,-59.5,9.7,81.4,906107.19,-321000.13,-1.0,136.19417929579305,79122455.7871277,7.018615852388556,24428.727964836085,95.00000000000001,37.038088598134536
1306893665.91,9.0593873,3.6083942,756.27,-59.0,9.7,78.6,906159.38,-320980.44,-1.0,133.3150030860471,77669320.06708081,6.922794135012381,25386.26170609607,94.90000000000002,37.04180141528239
1306893666.35,9.0600577,3.6085348,756.65,-58.4,9.7,75.6,906213.13,-320956.84,-1.0,133.3459677605348,75738769.85586546,6.757390406323105,25802.598232592427,92.00000000000001,37.04531519480995
1306893666.77,9.060684,3.6086926,757.0,-57.9,9.7,72.9,906262.94,-320931.84,-1.0,132.07169157459765,73240765.13200514,6.962443887728134,25459.020104154337,88.9,37.048606970837945
1306893667.21,9.0613209,3.6088802,757.35,-57.4,9.7,70.1,906313.19,-320903.44,-1.0,130.03253126699397,70982688.64251783,7.173119352530563,25665.114024460276,89.5,37.051753296297264
1306893667.65,9.061952,3.609094,757.69,-57.0,9.7,67.3,906362.56,-320872.16,-1.0,131.13309512503898,68208141.67180946,7.073336451459104,24862.72874123568,88.20000000000002,37.05478479236025
1306893705.11,9.0342818,3.6372321,792.35,56.6,9.7,310.9,903607.94,-318068.25,-1.0,95.12280610339727,64059180.27223281,7.033699568897765,24646.738740189066,89.60000000000001,37.083989735492366
1306893705.32,9.0340075,3.6374138,792.6,56.7,9.7,312.2,903582.13,-318051.28,-1.0,138.46355051587582,56983740.70559762,7.163968227737801,25109.341246523898,87.8,37.11304157276271
1306893705.54,9.0337345,3.6376026,792.86,56.8,9.7,313.6,903556.38,-318033.5,-1.0,133.46456112792166,26057004.790095553,7.336959499584775,25320.076299149136,88.8,37.141963270050546
1306893705.75,9.033467,3.6377959,793.1,56.9,9.7,314.8,903531.0,-318015.16,-1.0,140.19309448002508,9525006.64292095,7.381928180392282,25466.96689255258,89.49999999999999,37.170747172062796
1306893705.97,9.0332052,3.6379936,793.35,56.9,9.7,316.1,903506.0,-317996.25,-1.0,133.4378604459371,45730745.25235304,7.429005405795806,25837.48122915657,91.00000000000001,37.199423899971805
1306893706.19,9.0329363,3.6382061,793.6,57.0,9.7,317.5,903480.25,-317975.78,-1.0,140.32789569747356,80179394.0981808,7.50456684884965,25534.081775886483,88.70000000000002,37.22800110907067
1306893706.4,9.0326981,3.6384028,793.82,57.0,9.7,318.9,903457.25,-317956.69,-1.0,133.02327298437294,92285521.11483055,7.883886365483129,25533.79317889281,90.4,37.25645583348012
1306893706.63,9.0324374,3.638628,794.07,57.1,9.7,320.2,903431.94,-317934.72,-1.0,136.2826196611946,78526885.37496832,7.876460046833422,25844.068394975504,90.5,37.28483400495868
1306893706.84,9.032197,3.6388457,794.3,57.1,9.7,321.6,903408.44,-317913.34,-1.0,141.7238624803677,60638652.14811044,8.016297462158791,25916.83361474778,90.10000000000001,37.313120312920184
1306893707.05,9.031978,3.639053,794.51,57.1,9.7,322.8,903386.88,-317892.84,-1.0,131.99823722926746,40433269.48047305,8.0836304514465,26368.010044384588,92.0,37.34130710207154
1306893707.26,9.0317515,3.6392772,794.73,57.2,9.7,324.2,903364.44,-317870.59,-1.0,140.70366210114736,16761347.526549576,8.244094948397013,26440.207320183454,90.3,37.34312906182658
1306893707.48,9.031534,3.639503,794.95,57.2,9.7,325.6,903342.69,-317848.03,-1.0,132.5642363868305,16417306.29821889,8.080875796894578,25989.72873716859,91.10000000000001,37.34492805570235
1306893707.7,9.0313223,3.6397333,795.17,57.2,9.7,326.9,903321.44,-317824.91,-1.0,132.75482360356807,13848979.46903423,8.145494718856959,25508.50080928306,93.8,37.34669642840575
1306893707.91,9.0311175,3.6399671,795.38,57.2,9.7,328.2,903300.63,-317801.28,-1.0,139.8645308089729,11512312.034232426,7.969376817905516,25002.726139630282,95.5,37.3484418352299
1306893708.12,9.0309281,3.6401944,795.58,57.2,9.7,329.6,903281.25,-317778.25,-1.0,133.17039945736929,9790168.400187567,8.20935083936303,24114.58394584747,94.80000000000001,37.3501489655886
1306893708.34,9.0307358,3.6404368,795.8,57.3,9.7,330.9,903261.38,-317753.53,-1.0,133.9207589162316,9348209.605828576,8.091584703097414,24220.590235622367,98.0,37.351833130068044
1306893708.56,9.0305426,3.6406937,796.02,57.3,9.7,332.3,903241.19,-317727.25,-1.0,140.31797089033964,8539005.504216319,7.7577844010364245,23424.248354303076,95.7,37.35351729454749
1306893708.77,9.0303752,3.6409286,796.21,57.3,9.7,333.6,903223.5,-317703.06,-1.0,132.31245466579426,7994125.498767435,7.8313961721578265,23831.95421837838,96.4,37.3551555272684
1306893708.99,9.0302055,3.64118,796.42,57.3,9.6,335.0,903205.38,-317677.09,-1.0,133.48108658488064,9050409.229792433,7.73646870612038,24109.991483755297,95.10000000000001,37.35677844940313
