flight id:301
flight code:Su-25T
origin:RU
date:2011-06-01
from:sochi-adler
to:beslan
motor(s):2
mass aircraft:11495.835648
mass fuel:11495.835648
lift coef:1.1776856990315037
drag coef:0.011020666513337473

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893600.43,2.9899856,7.0891938,1997.55,-0.8,0.6,-1.0,371849.78,12225.63,205.71302799072274,59593711.49293571,59593711.49293571,26.804381657535178,7.187716818399262,25830.24921406252,88.50000000000001,46.46985442136057
1306893600.86,2.9910887,7.0892646,1996.47,-1.0,1.0,-1.0,371936.0,12239.95,205.71302799072274,59037620.37396236,59037620.37396236,24.923252173319565,7.574490496550554,25905.611384758027,87.0,46.47650687105436
1306893601.28,2.9921831,7.0893351,1995.1,-0.2,1.3,-1.0,372021.53,12254.18,208.89969100756312,58275001.30830589,58275001.30830589,26.10944263377385,7.590899593043683,25997.22227741452,86.30000000000001,46.48193447385401
1306893601.71,2.9932848,7.0894061,1993.63,-0.2,1.6,-1.0,372107.66,12268.51,205.52068169676272,57659389.03573894,57659389.03573894,24.62836655039125,7.547472901515544,25482.94460451562,86.80000000000001,46.48544059808848
1306893602.13,2.9943813,7.0894768,1992.22,-0.3,1.8,-1.0,372193.34,12282.78,209.266826981519,57515065.71410795,57515065.71410795,24.951979146685872,7.4216176398234035,24957.436787439303,86.4,46.48721662608499
1306893602.55,2.9954573,7.0895463,1990.97,-0.2,2.1,-1.0,372277.44,12296.79,205.45366953056921,57515065.71410795,57515065.71410795,24.951979146685872,7.421617639823404,24957.436787439303,86.4,46.48721662608499
1306893602.97,2.9965543,7.0896171,1989.9,-0.0,2.3,-1.0,372363.19,12311.08,209.42640869458123,57659389.03573894,57659389.03573894,24.628366550391245,7.547472901515546,25482.944604515615,86.8,46.48544059808847
1306893603.4,2.9976542,7.0896882,1989.05,-0.1,2.5,-1.0,372449.16,12325.42,205.1347065948093,58275001.30830589,58275001.30830589,26.109442633773845,7.590899593043683,25997.22227741452,86.3,46.481934473854
1306893604.26,2.9998841,7.0898323,1988.01,-0.1,2.5,-1.0,372623.44,12354.49,207.88360998239784,59037620.37396235,59037620.37396235,24.92325217331956,7.574490496550555,25905.611384758035,87.0,46.47650687105435
1306893605.11,3.0020924,7.0899751,1987.78,-0.2,2.5,-1.0,372796.0,12383.29,208.2476475002271,59593711.4929357,59593711.4929357,26.804381657535174,7.187716818399261,25830.249214062525,88.5,46.46985442136056
1306893606.81,3.0064993,7.0902607,1988.98,-0.2,2.5,-1.0,373140.44,12440.85,207.84857414523646,60084212.85903717,60084212.85903717,27.231628463810562,7.325119131929701,25700.936469567736,88.6,46.46329383518384
1306893608.92,3.011992,7.0906178,1991.75,-0.2,2.9,-1.0,373569.69,12512.74,208.6946533905475,60579457.67459398,60579457.67459398,26.85859219785517,7.015864941283108,25517.46046250516,88.89999999999999,46.45968053684613
1306893612.8,3.022047,7.091276,1996.18,-0.2,2.7,-1.0,374355.44,12644.92,207.77622202833783,60554820.052398674,60554820.052398674,25.353101885627588,7.2577140384575625,25636.05369070232,89.39999999999999,46.46050730849967
1306893613.66,3.0242642,7.091422,1996.84,-0.2,2.7,84.3,374528.72,12674.17,206.7504210978116,60642263.97560407,60642263.97560407,26.733967052134734,7.106714356529402,25854.97918994514,87.3,46.46296465758103
1306893618.37,3.0364961,7.0922326,1998.97,-0.2,2.7,84.3,375484.47,12836.24,208.2170639228182,60394689.65309728,60394689.65309728,26.578335909596248,7.107742378903079,26163.01660699341,85.89999999999999,46.468131980415684
1306893619.68,3.0398995,7.0924595,1999.25,-0.2,2.7,84.3,375750.38,12881.51,208.2988852674,60724316.17828296,60724316.17828296,26.411857052177353,7.0397166587050135,26250.582424274475,83.7,46.47447056309285
