flight id:601
flight code:F-14A
origin:US
date:2011-06-01
from:sochi-adler
to:nalchik
motor(s):2
mass aircraft:41780
mass fuel:41780
lift coef:1.9650056483374456
drag coef:0.010121101720646569

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893623.5,2.3384866,5.9982214,-3.28084,-1.0,-0.2,-1.0,795383.7852948,-20338.550519599998,-1.0,111.986166127048,1079.8798956950698,1079.8798956950698,298.72818624449127,0.08117325646268095,3.748464139816341,88.8,0.32125735765082825
1306893626.03,2.3395372,5.9989783,-3.28084,-1.0,-0.3,-1.0,795640.6750668,-20048.097754399998,-1.0,111.986166127048,1161.7745186710292,1161.7745186710292,298.44464135160916,0.0789664445031654,3.691126209216998,91.00000000000003,0.32090444863945466
1306893628.97,2.3410226,6.0000484,-3.28084,-1.0,-0.4,-1.0,796003.798438,-19637.46782,-1.0,134.60557058881585,819.1379429914377,819.1379429914377,296.88269100429284,0.07780851793682494,3.654077778559435,90.69999999999999,0.32055161618101197
1306893631.07,2.3422664,6.0009445,147.3753328,-1.0,2.2,-1.0,796307.8994976,-19293.635788,-1.0,163.9755335157689,366.6171325457598,366.6171325457598,297.8780777191637,0.07708010842758245,3.692394595898061,88.9,0.3205504678870487
1306893631.49,2.3425296,6.0011341,147.57218319999998,-1.0,4.8,-1.0,796372.3023868,-19220.866756800002,-1.0,165.22782524710024,253.2827848690713,253.2827848690713,296.23828223378473,0.07379232651722895,3.6606298586363457,91.10000000000001,0.3205499320165325
1306893631.91,2.3428031,6.0013311,147.7034168,-1.0,6.5,-1.0,796439.1330976001,-19145.2762032,-1.0,171.2704033467283,253.28278486907132,253.28278486907132,296.23828223378473,0.07379232651722895,3.660629858636346,91.10000000000001,0.3205499320165326
1306893632.33,2.343082,6.001532,147.801842,-1.0,7.6,-1.0,796507.3089528,-19068.176463199998,-1.0,174.55164648520844,366.6171325457597,366.6171325457597,297.8780777191637,0.07708010842758245,3.6923945958980613,88.9,0.3205504678870488
1306893632.75,2.3433653,6.0017361,147.8674588,-1.0,8.4,-1.0,796576.5674852,-18989.8628124,-1.0,177.19151561714204,819.1379429914375,819.1379429914375,296.88269100429284,0.07780851793682494,3.654077778559435,90.70000000000002,0.32055161618101197
1306893633.17,2.3436532,6.0019435,147.93307560000002,-1.0,8.8,-1.0,796646.9415032,-18910.269634,-1.0,179.94712776760474,1161.7745186710292,1161.7745186710292,298.44464135160916,0.07896644450316542,3.6911262092169976,91.00000000000003,0.3209044486394547
1306893633.59,2.3439511,6.0021581,147.96588400000002,-1.0,9.2,-1.0,796719.8089596,-18827.92055,-1.0,185.9782479851768,1079.87989569507,1079.87989569507,298.72818624449127,0.08117325646268095,3.748464139816341,88.80000000000003,0.32125735765082825
1306893634.01,2.3442455,6.0023701,148.3595848,-1.0,9.7,-1.0,796791.7905892,-18746.555718,-1.0,183.83023359564527,704.2520724782175,704.2520724782175,299.064821101974,0.08137108421771322,3.7856760925524933,86.9,0.3216111852973724
1306893634.43,2.3445551,6.0025931,149.4094536,-1.0,10.2,-1.0,796867.4467596,-18660.9914108,-1.0,192.89500717055552,526.9316562901321,526.9316562901321,300.6425206530495,0.08356389015442302,3.8328181672003705,85.0,0.32196746263770487
1306893634.85,2.3448659,6.0028168,151.410766,-1.0,10.5,-1.0,796943.3982056,-18575.131827999998,-1.0,193.59074140158555,954.5929073418076,954.5929073418076,299.88399406477333,0.08436133209753754,3.80484703368187,86.30000000000001,0.32232840970682125
1306893635.69,2.3455094,6.0032798,158.9238896,-1.0,10.8,-1.0,797100.747292,-18397.4415336,-1.0,200.21328054872274,1476.5720996461932,1476.5720996461932,300.22749259570037,0.08474508722936744,3.846564442574003,87.5,0.3223553563384922
1306893636.11,2.3458368,6.003515,164.4685092,-1.0,10.9,-1.0,797180.7997880001,-18307.1856252,-1.0,203.51461408849218,1889.3831434473177,1889.3831434473177,300.37909467106647,0.08664777600723145,3.926316957209888,87.6,0.3223947810978974
1306893637.37,2.3468585,6.0042466,188.6483,-1.0,10.8,-1.0,797430.6029455999,-18026.3457212,-1.0,211.25729551759736,2062.1667575466645,2062.1667575466645,301.4848783286917,0.08583911165007599,3.879737442339175,88.60000000000001,0.3224903191556402
1306893637.79,2.3472057,6.0044942,198.8517124,-0.1,10.8,-1.0,797515.5438932,-17931.266978,-1.0,215.06700668798976,2367.477189521989,2367.477189521989,301.3601286051431,0.08619567417899981,3.8754819973781145,88.50000000000001,0.32260943551609506
1306893638.21,2.3475663,6.0047507,210.3674608,-0.1,10.7,-1.0,797603.7984892001,-17832.7761612,-1.0,222.92319904048946,2913.015469961448,2913.015469961448,301.5851882056121,0.08472584971490603,3.92284518860523,88.2,0.3227552688494284
1306893639.05,2.3483017,6.0052716,236.45013879999996,-0.2,10.7,-1.0,797783.7197548,-17632.710538,-1.0,226.83533120497913,3119.3356207480488,3119.3356207480488,301.40789189890086,0.08389086383492192,3.87148538653973,89.2,0.3229618086569525
1306893640.31,2.3494654,6.006089,283.628618,-0.4,10.7,-1.0,798068.595092,-17318.635724800002,-1.0,238.25396369885385,3328.091518002906,3328.091518002906,301.7175648144145,0.08290126333853573,3.8731989536134197,89.5,0.32327835502615637
1306893640.73,2.3498683,6.0063698,301.3779624,-0.5,10.4,-1.0,798167.2171424,-17210.6960888,-1.0,246.46341543937027,3810.23162551536,3810.23162551536,302.5029528816029,0.07982057406409386,3.879828312113164,89.2,0.3236353978957977
1306893641.15,2.3502809,6.006656,320.20998399999996,-0.6,10.4,-1.0,798268.2998228001,-17100.6239068,-1.0,251.87828366279447,3737.3293546424916,3737.3293546424916,299.9281762602014,0.07872870050679061,3.827853100798803,91.00000000000001,0.3240339324539779
1306893641.57,2.3506984,6.0069445,339.8622156,-0.7,10.4,-1.0,798370.5636056,-16989.6987064,-1.0,254.33617786798206,4036.4113180576996,4036.4113180576996,300.98109124850066,0.07724890684746409,3.8636495777639164,91.69999999999999,0.3244736524889735
1306893641.99,2.3511246,6.0072377,360.4986992,-0.7,10.4,-1.0,798474.9927428,-16876.8706188,-1.0,259.1496038508737,4633.036307158618,4633.036307158618,301.25199373428524,0.0742713161913352,3.7266369413784006,90.10000000000001,0.32494399369632254
1306893642.41,2.3515606,6.0075364,382.0866264,-1.0,10.2,-1.0,798581.88251,-16761.9427936,-1.0,264.51474028360684,5093.3026644438605,5093.3026644438605,300.5212733598227,0.07248977872015944,3.6647834250721907,89.0,0.32545176928687375
1306893642.83,2.3519993,6.0078358,403.9698292,-1.0,10.0,-1.0,798689.4284452,-16646.7525012,-1.0,265.60128750217757,5764.085277382312,5764.085277382312,298.98005005426194,0.07096738446001448,3.6494810859238105,87.9,0.32595418617226307
1306893643.25,2.3524493,6.0081416,426.14830759999995,-1.3,9.8,44.3,798799.7959028,-16529.035962,-1.0,271.72755475098546,6942.047407750682,6942.047407750682,297.1027773333994,0.06972982685166042,3.691365330257208,90.0,0.3264845448774249
1306893643.67,2.3529122,6.0084548,448.3595944,-1.5,9.6,44.3,798913.3457751999,-16408.4322836,-1.0,278.6209730215964,7665.2010708809585,7665.2010708809585,296.63068942038444,0.07058245154332718,3.6874028308876277,91.5,0.3270398598380549
1306893644.09,2.3533783,6.0087691,469.8819048,-1.7,9.4,44.3,799027.6830492,-16287.402095999998,-1.0,279.8429876607346,8212.41441672471,8212.41441672471,296.42755313348357,0.07035931502107229,3.6685037501617517,92.5,0.3275845339412919
1306893644.51,2.3538566,6.0090905,490.94489759999993,-2.0,9.2,44.3,799145.0058876,-16163.5831944,-1.0,286.31663355940395,9109.2663875532,9109.2663875532,295.22678480475287,0.06915973774633753,3.5762046536999446,95.10000000000001,0.3280682719115457
1306893644.93,2.3543381,6.0094132,511.0236384,-2.2,9.1,44.3,799263.1817444001,-16039.272166800001,-1.0,287.6476723584421,9443.461814943106,9443.461814943106,295.1286557924086,0.07091210030110909,3.5843154513112796,97.30000000000001,0.3285574451398921
1306893645.35,2.3548344,6.0097451,530.5446364000001,-2.5,9.0,44.3,799384.9665251999,-15911.417832000001,-1.0,295.7001719255525,9864.291519230612,9864.291519230612,297.7949086112374,0.06986474233813525,3.5822396895974316,95.6,0.32904822597978717
1306893645.77,2.3553362,6.0100801,549.1469992,-2.7,9.0,44.0,799508.0964504,-15782.3495864,-1.0,298.4591898058573,10464.686260320228,10464.686260320228,298.6645139204494,0.07076833340805047,3.543017031107353,92.1,0.32953655712589386
1306893646.19,2.3558519,6.0104239,567.1260024000001,-3.0,9.0,44.0,799634.7368744,-15649.836458799999,-1.0,306.2982648883166,11140.729089965449,11140.729089965449,297.2509984418257,0.07249656128654124,3.6727918798806147,95.6,0.33001868748459906
1306893646.61,2.3563741,6.010772,584.5472628,-3.3,9.0,44.0,799762.8864848,-15515.715719599999,-1.0,309.7780081427642,11446.805872614927,11446.805872614927,297.2723636921202,0.07602433112236238,3.612286063601921,97.2,0.3304910956210819
1306893647.03,2.3569024,6.0111242,601.870098,-3.6,9.3,44.0,799892.5124732,-15379.987368799999,-1.0,313.2921021539433,12058.033430643749,12058.033430643749,299.9024231046981,0.07663289919291529,3.621645586872414,94.89999999999999,0.3309528629001721
1306893647.46,2.3574492,6.0114889,619.9803348,-3.8,9.6,44.0,800026.7316376,-15239.436183199998,-1.0,316.80643822495034,12735.940204800949,12735.940204800949,300.087842075677,0.0760074488141479,3.5044781468402935,93.99999999999999,0.3314051376158326
1306893647.88,2.3579976,6.0118552,638.7467396,-4.0,9.8,43.5,800161.3116944,-15098.2944464,-1.0,325.369020727413,13537.490117906935,13537.490117906935,301.06984794721666,0.07579588475688634,3.4524785865690846,90.4,0.3318493742737504
1306893648.3,2.3585504,6.0122258,658.4645879999999,-4.2,10.0,43.4,800296.9416199999,-14955.5122896,-1.0,328.612654536462,14432.270702820497,14432.270702820497,300.4142456032755,0.07364291610135286,3.529976221232584,87.2,0.3322894005204695
1306893648.72,2.3591096,6.0126029,679.3307304,-4.4,10.1,43.4,800434.1135403999,-14810.302311200001,-1.0,333.36694745139613,15529.163811066557,15529.163811066557,302.54105553351593,0.07607216402839534,3.604576708331226,86.60000000000002,0.33272896744960334
