flight id:901
flight code:F-15C
origin:US
date:2011-06-01
from:novorossiysk
to:krasnodar pashkovsky
motor(s):2
mass aircraft:29498
mass fuel:29498
lift coef:1.408162940600709
drag coef:0.016385370250972982

timestamp,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.32,4.1768605,155.7414748,-1.0,4.0,-1.0,2242033.9956296,-935127.8842547999,-1.0,161.03081458591575,3064.291732113353,3064.291732113353,299.03173329178503,0.08104448846465924,3.62204984934428,89.2,0.2880538169396177
1306893631.74,4.1769052,155.8399,-1.0,5.8,-1.0,2242128.51663,-935100.8173248,-1.0,161.03081458591575,3111.3684292160838,3111.3684292160838,300.2230445214218,0.0784827432669921,3.7005075334069666,92.7,0.2879133423114462
1306893632.16,4.1769521,155.9383252,-1.0,6.9,-1.0,2242227.76204,-935072.3068252001,-1.0,169.02040226871742,3267.0748501443018,3267.0748501443018,300.1731388867862,0.07743727885465128,3.6889100294586163,95.60000000000001,0.2878818025039222
1306893632.58,4.1769985,155.9711336,-1.0,7.7,-1.0,2242325.7935392,-935044.2228347999,-1.0,166.9484099148005,3193.4259245284566,3193.4259245284566,300.7378667718193,0.07969640397245167,3.668635874342571,94.30000000000001,0.2878621284006851
1306893633.01,4.1770476,155.9711336,-1.0,8.2,-1.0,2242429.7305504,-935014.4984243999,-1.0,172.80861031403637,3443.355840735891,3443.355840735891,299.17404994718265,0.07886181405542256,3.5723694444267324,96.89999999999999,0.28785133443743055
1306893634.5,4.1772264,158.2021048,-1.0,9.7,-1.0,2242807.4536595996,-934906.1322792,-1.0,181.18971502558833,3443.3558407358923,3443.3558407358923,299.17404994718265,0.07886181405542256,3.5723694444267333,96.9,0.2878513344374305
1306893634.92,4.1772783,160.597118,-1.0,9.9,-1.0,2242917.1649492,-934874.6362152001,-1.0,186.69430186524684,3193.4259245284557,3193.4259245284557,300.7378667718193,0.07969640397245169,3.6686358743425713,94.30000000000001,0.28786212840068504
1306893635.36,4.1773343,164.40289239999998,-1.0,10.1,-1.0,2243035.2751892,-934840.7123296,-1.0,191.8589727311729,3267.074850144303,3267.074850144303,300.1731388867862,0.07743727885465129,3.688910029458617,95.60000000000001,0.28788180250392215
1306893635.79,4.1773901,169.455386,-1.0,10.3,-1.0,2243152.7620695997,-934806.8868692,-1.0,195.35475884990876,3111.3684292160833,3111.3684292160833,300.2230445214218,0.07848274326699212,3.7005075334069666,92.70000000000002,0.28791334231144616
1306893637.95,4.1776862,216.04331399999998,0.1,10.3,-1.0,2243768.93663,-934628.47479,-1.0,204.32060098468077,3064.291732113353,3064.291732113353,299.03173329178503,0.08104448846465927,3.6220498493442808,89.2,0.2880538169396177
1306893639.24,4.1778852,263.45145199999996,0.1,10.5,-1.0,2244173.9235195997,-934509.54434,-1.0,225.7161178437133,3422.140827142619,3422.140827142619,298.7988483681246,0.07872606573076753,3.5595400867386786,91.8,0.28830514021170867
1306893640.09,4.1780283,304.69161080000003,0.3,10.4,-1.0,2244458.9300904004,-934424.6690092001,-1.0,241.9767730098737,3945.730851043502,3945.730851043502,298.3740809585891,0.07853038796050758,3.521608432306889,91.0,0.28865246085912777
1306893640.51,4.1781027,328.0511916,0.3,10.4,-1.0,2244604.9274704,-934380.8697952001,-1.0,251.45547462613632,4419.532978900504,4419.532978900504,296.84371709618114,0.07836477254580329,3.4601196520086894,89.00000000000001,0.28905405753454333
1306893640.95,4.1781833,354.5275704,0.3,10.3,-1.0,2244761.1938795997,-934333.4944656001,-1.0,257.41887090741943,5141.89718286595,5141.89718286595,297.0639580681996,0.07822200154202746,3.483436341119705,89.7,0.28951735587225114
1306893641.37,4.1782624,381.4960752,0.3,10.2,-1.0,2244912.9327296,-934287.26743,-1.0,262.2633904636833,5812.161261140746,5812.161261140746,298.912488614926,0.07639580572542355,3.5302382378875277,89.60000000000001,0.29004358071914527
1306893641.79,4.1783456,410.13780840000004,0.3,10.0,-1.0,2245070.6099,-934238.87504,-1.0,272.7887335141105,6753.481716229675,6753.481716229675,297.2311293887669,0.07740563467646752,3.496868951770028,91.10000000000001,0.2906314306754007
1306893642.22,4.1784323,439.5341348,0.8,9.6,-1.0,2245232.8146296,-934188.6453796,-1.0,274.2487010212896,7611.893357042005,7611.893357042005,295.2428706971713,0.07636098976309592,3.455783170930378,91.20000000000002,0.29128228369377346
1306893642.64,4.1785203,468.33991,0.9,9.2,-1.0,2245395.8395692,-934137.8907847999,-1.0,282.0726459027381,9095.72821434238,9095.72821434238,296.9975940090689,0.07821522820819646,3.5311389748836306,92.19999999999999,0.2919914700454795
1306893643.06,4.1786115,496.4895172,1.1,8.8,-1.0,2245563.1624092,-934085.3973448,-1.0,289.2723946531708,10601.325887078707,10601.325887078707,297.58256244748867,0.07591629167027782,3.4964942971173993,93.80000000000001,0.2927545496605276
1306893643.48,4.1787051,523.29398,1.3,8.4,80.7,2245733.1427296,-934031.7884192,-1.0,293.5210470269512,11993.362542826837,11993.362542826837,298.6916043793002,0.07260114078182807,3.624966478221652,96.3,0.2934714678582529
1306893643.9,4.1788024,548.72049,1.5,8.1,80.7,2245908.6676696,-933976.1125644,-1.0,302.67342233599254,13615.72256103937,13615.72256103937,298.29513610657943,0.0743328452010536,3.6864095314634606,96.3,0.2941370955922861
1306893644.33,4.178904,572.6050052,1.7,7.9,80.7,2246090.7542895996,-933918.17293,-1.0,306.2342528660674,14868.476022668157,14868.476022668157,297.3960943362019,0.07719495456583784,3.720259191356398,93.60000000000001,0.2947622268258819
1306893644.75,4.1790077,594.2585492,2.0,7.7,80.7,2246275.6952404003,-933859.11781,-1.0,317.99110857529087,15983.07970692955,15983.07970692955,298.39690980757996,0.07680283805384809,3.8079214724572537,94.7,0.29538337730707176
1306893645.18,4.1791175,614.4029068,2.3,7.7,80.8,2246471.1348792,-933796.5849996,-1.0,327.7954061247394,17015.41265223309,17015.41265223309,298.74022175708376,0.07555932040300402,3.830217890985969,97.10000000000002,0.29598975307260106
1306893645.62,4.179231,632.9396528,2.6,7.9,80.8,2246672.9065392,-933731.98526,-1.0,330.40935273520176,17994.99744203231,17994.99744203231,297.32049326163116,0.07502817590439789,3.812243218644019,96.70000000000002,0.2965764547348933
1306893646.04,4.1793424,650.0000208,2.9,8.2,80.9,2246871.3973592,-933668.6322396,-1.0,340.23574215015924,19305.01048261259,19305.01048261259,298.3157937890941,0.07523560888879002,3.889406446331866,95.20000000000002,0.2971361332125836
1306893646.47,4.179458,667.7165568,3.1,8.6,81.0,2247079.5010404,-933602.4905052001,-1.0,348.2506538100005,20892.284276477185,20892.284276477185,298.77298326597423,0.07319334096673735,3.883363850906542,95.80000000000001,0.2976685588468793
1306893646.89,4.1795742,686.2861112,3.4,9.0,81.1,2247290.91837,-933535.8566447999,-1.0,362.00739478023513,22705.517475170425,22705.517475170425,297.10782098057723,0.07392606798805754,3.8217832953800923,94.60000000000001,0.2981770999667393
1306893647.31,4.1796888,705.9055344,3.5,9.3,81.2,2247502.1388492,-933469.8133356001,-1.0,361.5900576827767,24737.506260047932,24737.506260047932,295.839762143295,0.07367490061870799,3.8454586444768264,95.9,0.2986657373245696
1306893647.73,4.1798056,727.5918868,3.5,9.5,81.3,2247720.3147092,-933402.1624147999,-1.0,373.42597377231624,27674.256634485737,27674.256634485737,295.9155606683383,0.0757023521888571,3.7046945135037395,93.4,0.299142432425182
1306893648.15,4.1799223,751.0498928,3.5,9.7,81.4,2247941.3449,-933334.1834099999,-1.0,378.2932247321351,30011.470051145247,30011.470051145247,295.62965148278636,0.07381390131507366,3.6201461641660657,90.2,0.2996145343499414
1306893648.58,4.1800441,777.3294212000001,3.5,9.7,81.5,2248175.10475,-933263.0219904,-1.0,390.67548001563523,33301.7910422347,33301.7910422347,296.0487337987728,0.07238068926280017,3.5834029140085923,90.7,0.3000922246386553
1306893649.0,4.1801609,804.1666924,3.5,9.7,81.6,2248402.30292,-933194.3540092,-1.0,388.7758352821662,36474.23543248024,36474.23543248024,297.43199271559985,0.07419312637164872,3.4772037235087554,88.2,0.3005820102904489
1306893649.44,4.1802856,834.8425464000001,3.3,12.8,81.7,2248647.7425604,-933120.6335343999,-1.0,400.97926356189987,40274.1708146527,40274.1708146527,296.9349905763895,0.07425260838782027,3.405817781501002,85.70000000000002,0.30109636943305607
1306893649.86,4.1804032,868.2414976,2.1,9.8,81.7,2248881.7320692,-933051.0141096,-1.0,401.0581372633478,43769.26520899318,43769.26520899318,295.94638312535,0.07577128466781784,3.4294745965555,86.20000000000002,0.30164540705335346
1306893650.29,4.1805257,902.1981916,-3.6,8.7,81.7,2249126.54835,-932978.21227,-1.0,409.6055063074067,47966.38611877345,47966.38611877345,296.23437787620674,0.07439829110195896,3.37282855168334,87.4,0.302233869433056
