flight id:c01
flight code:F-16A
origin:US
date:2011-06-01
from:tbilissi-lochini
to:krasnodar pashkovsky
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893618.37,7.626053,5.5101195,-3.28084,-1.0,-0.3,-1.0,2492243.5508804,-411654.77039079997,-1.0,138011.93269614957,293.36338396053793,0.07585944632575979,3.6182866087695738,83.80000000000001,0.27457507510607404
1306893621.8,7.6270983,5.51051,-3.28084,-1.0,-0.4,-1.0,2492502.54039,-411476.555162,-1.0,103507.87169343393,293.2304683095894,0.07573336379898091,3.594979715023149,83.5,0.27126278289260075
1306893623.52,7.6278048,5.5107738,-3.28084,-1.0,-0.5,-1.0,2492677.6716292,-411356.1155256,-1.0,69005.22765600235,292.74732788772303,0.07443025805161362,3.712650000596952,80.60000000000001,0.2679509499967127
1306893624.6,7.6283082,5.5109619,-3.28084,-1.0,-0.6,-1.0,2492802.3435492,-411270.28875119996,-1.0,34503.479321040875,290.55374954309997,0.07272360378697627,3.7417507925834856,78.20000000000002,0.2646391171008247
1306893625.46,7.6287452,5.5111251,-3.28084,-1.0,-0.7,-1.0,2492910.8081195997,-411195.7808748,-1.0,289.49600030768914,292.2271498741136,0.0724894529019067,3.760302856934737,78.00000000000001,0.26132728420493667
1306893626.33,7.6292199,5.5113024,1416.0761608,-1.0,-0.8,-1.0,2493028.295,-411114.842552,-1.0,289.4960003076892,292.2271498741136,0.0724894529019067,3.7603028569347376,78.0,0.26132728420493667
1306893627.4,7.6298394,5.5115338,1416.0761608,-1.0,-0.9,-1.0,2493181.8711204003,-411009.199504,-1.0,34503.47932104086,290.55374954309997,0.07272360378697627,3.741750792583486,78.19999999999999,0.26463911710082466
1306893628.7,7.6306608,5.5118405,1416.0761608,-1.0,-1.0,-1.0,2493385.2832004,-410869.1732528,-1.0,69005.22765600235,292.74732788772303,0.07443025805161363,3.7126500005969514,80.60000000000001,0.26795094999671265
1306893630.01,7.6315608,5.5121767,1416.0761608,-1.0,-1.1,-1.0,2493608.3803204,-410715.7611744,-1.0,103507.87169343393,293.2304683095894,0.07573336379898092,3.594979715023149,83.50000000000001,0.2712627828926007
1306893630.65,7.6320233,5.5123494,1416.2730112,-1.0,0.8,-1.0,2493723.01287,-410636.9225892,-1.0,138011.93269614957,293.36338396053793,0.07585944632575979,3.6182866087695733,83.80000000000001,0.274575075106074
1306893630.87,7.6321843,5.5124095,1416.4042448,-1.0,2.5,-1.0,2493763.0063095996,-410609.42915,-1.0,138018.55886654145,293.3237999879718,0.07632870564853529,3.7045684224788737,86.9,0.27788767353127086
1306893631.1,7.6323579,5.5124744,1416.5354783999999,-1.0,3.9,-1.0,2493805.85408,-410579.8359732,-1.0,103535.66180495011,293.52329118511307,0.07651093712526053,3.6578400266722926,87.9,0.2812005781681913
1306893631.32,7.6325276,5.5125377,1416.6339036000002,-1.0,4.9,-1.0,2493847.8816404003,-410550.9317728,-1.0,69071.85966984382,295.00085396287363,0.0757750046410638,3.5380660124982595,89.4,0.2845137124639043
