flight id:a01
flight code:F-16A
origin:US
date:2011-06-01
from:krymsk
to:krasnodar pashkovsky
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.32,3.9486208,5.4467126,104.2979036,-1.0,5.0,-1.0,-1.0,22293.559196760398,297.5768358100812,0.07902824444801552,3.798727604015494,90.10000000000001,0.26810622494256775
1306893631.74,3.9482558,5.4465985,104.4291372,-1.0,6.5,-1.0,-1.0,20012.326231597333,295.50987565241905,0.08207997459117798,3.8808182016253356,91.4,0.2679738649250699
1306893632.16,3.9478735,5.446479,104.5275624,-1.0,7.4,-1.0,-1.0,18072.310684177995,295.09280713004483,0.08283432850799943,3.9798753869184043,91.5,0.2679322201306692
1306893632.58,3.9474962,5.4463611,104.5931792,-1.0,8.0,-1.0,-1.0,17017.03047254621,296.79260511600984,0.08500609372668023,3.890356796172575,93.0,0.26790489073434376
1306893633.01,3.9470966,5.4462362,104.658796,-1.0,8.4,-1.0,-1.0,16118.788780692,296.3986800382274,0.08710561906940946,3.900743517254929,93.6,0.26788873806592733
1306893634.5,3.9456465,5.445783,108.3661452,-1.0,9.9,-1.0,-1.0,16118.788780691995,296.3986800382274,0.08710561906940947,3.900743517254929,93.60000000000001,0.26788873806592733
1306893634.92,3.9452248,5.4456513,111.58136839999999,-1.0,10.1,-1.0,-1.0,17017.03047254621,296.79260511600984,0.08500609372668023,3.8903567961725747,93.0,0.2679048907343438
1306893635.36,3.944769,5.445509,116.305778,-1.0,10.3,-1.0,-1.0,18072.310684177995,295.09280713004483,0.08283432850799943,3.9798753869184043,91.5,0.26793222013066925
1306893635.79,3.9443148,5.4453675,122.37533199999999,-1.0,10.4,-1.0,-1.0,20012.32623159733,295.50987565241905,0.08207997459117798,3.880818201625336,91.4,0.26797386492506997
1306893637.52,3.9424082,5.4447765,161.1548608,-0.1,10.4,-1.0,-1.0,22293.559196760398,297.5768358100812,0.07902824444801551,3.7987276040154945,90.10000000000001,0.26810622494256775
1306893638.8,3.940859,5.4443015,206.8241536,-0.2,10.5,-1.0,-1.0,24519.551354929754,295.5874019732531,0.07704418596646101,3.8114002006715526,87.0,0.2683454528515791
1306893639.66,3.9397457,5.4439638,247.1456772,-0.2,10.5,-1.0,-1.0,27244.871160437167,297.6882028831612,0.07714677634470699,3.6842411521651095,85.6,0.2686784581009229
