flight id:601
flight code:F-14A
origin:US
date:2011-06-01
from:novorossiysk
to:krymsk
motor(s):2
mass aircraft:41780
mass fuel:41780
lift coef:1.9650056483374456
drag coef:0.010121101720646569

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.32,1.3424986,7.0011117,147.5065664,-1.0,4.0,-1.0,-1.0,156.09908533229742,538.9344955890773,538.9344955890773,0.07520666954751519,3.437868533063951,89.5,0.3271439116657154
1306893631.74,1.3427675,7.0013055,147.6706084,-1.0,6.0,-1.0,-1.0,156.09908533229742,769.8746416572463,769.8746416572463,0.07825970962914168,3.5047570794073435,89.0,0.32710065925976617
1306893632.16,1.3430496,7.0015086,147.7690336,-1.0,7.3,-1.0,-1.0,164.00681368256656,1090.3230496150063,1090.3230496150063,0.08132622578090681,3.5783478622604656,90.6,0.3270717222518921
1306893632.58,1.3433282,7.0017094,147.83465040000002,-1.0,8.1,-1.0,-1.0,161.9733419818894,1125.5707270416017,1125.5707270416017,0.08131326525755693,3.609424239479491,92.5,0.32705403852485804
1306893633.01,1.3436237,7.0019222,147.9002672,-1.0,8.7,-1.0,-1.0,167.8455987388324,1425.4185751856753,1425.4185751856753,0.08352134981379938,3.5772284913335213,92.7,0.32704477562022105
1306893634.5,1.3446978,7.0026959,149.7047292,-1.0,10.3,-1.0,-1.0,176.35844216958512,1425.4185751856758,1425.4185751856758,0.08352134981379938,3.5772284913335217,92.69999999999999,0.32704477562022105
1306893634.92,1.3450097,7.0029207,151.8700836,-1.0,10.5,-1.0,-1.0,181.93241130936437,1125.5707270416015,1125.5707270416015,0.08131326525755693,3.6094242394794906,92.5,0.32705403852485804
1306893635.36,1.3453462,7.0031634,155.4133908,-1.0,10.7,-1.0,-1.0,187.55733358530563,1090.3230496150068,1090.3230496150068,0.08132622578090681,3.5783478622604648,90.60000000000001,0.3270717222518921
1306893635.79,1.3456807,7.0034048,160.1706088,-1.0,10.8,-1.0,-1.0,191.06657145707283,769.8746416572463,769.8746416572463,0.07825970962914168,3.504757079407343,89.00000000000001,0.32710065925976617
1306893636.22,1.3460192,7.0036494,166.20735439999999,-1.0,10.9,-1.0,-1.0,193.54858906802554,538.9344955890774,538.9344955890774,0.07520666954751518,3.437868533063951,89.50000000000001,0.3271439116657154
1306893637.52,1.3470747,7.0044149,192.1587988,-1.0,10.8,-1.0,-1.0,200.37596618230137,606.0392487955259,606.0392487955259,0.07345466351730512,3.456051674692229,92.0,0.32724810020464795
1306893638.8,1.3481713,7.0052165,228.44488919999998,0.2,10.8,-1.0,-1.0,212.9008397183189,959.0169396785028,959.0169396785028,0.07385070343901026,3.3797671766282678,91.20000000000002,0.32743657352048344
1306893639.66,1.348939,7.0057824,258.4645752,0.3,10.8,-1.0,-1.0,223.34844390359135,1346.534110950257,1346.534110950257,0.07193807076709242,3.289708924698376,91.30000000000001,0.3276948631092849
1306893640.09,1.3493278,7.0060706,274.934392,0.4,10.8,-1.0,-1.0,227.1032967784113,2054.169131679619,2054.169131679619,0.07380959161508631,3.345679111059561,91.10000000000002,0.32799142916352814
1306893640.51,1.3497179,7.006361,292.1916104,0.4,10.8,-1.0,-1.0,234.14432760947733,2672.445958721462,2672.445958721462,0.0743668048507669,3.3701721597905974,93.5,0.32832810895355435
1306893640.95,1.3501318,7.0066708,311.351716,0.6,10.8,-1.0,-1.0,237.9582967365012,3088.1489885929464,3088.1489885929464,0.07346314534559414,3.4111720068059395,93.00000000000001,0.32870528524401804
1306893641.37,1.3505308,7.0069708,330.51182159999996,0.7,10.8,-1.0,-1.0,241.05200127913466,3415.612698770565,3415.612698770565,0.0727313432609699,3.3624727866970447,92.60000000000001,0.3291221159526795
1306893641.79,1.3509423,7.0072815,350.9514548,0.7,10.3,-1.0,-1.0,249.51004119703668,3794.373681186121,3794.373681186121,0.0721433449542762,3.381025019443583,91.3,0.329578371420746
1306893642.22,1.3513625,7.0076003,372.5065736,1.0,10.3,-1.0,-1.0,249.62686142451486,3931.547991290007,3931.547991290007,0.07378290927644146,3.451052423661794,92.39999999999999,0.33007382198942486
1306893642.64,1.3517805,7.007919,394.356968,1.2,10.1,-1.0,-1.0,254.96780066157436,4510.472734800762,4510.472734800762,0.07655313616803627,3.450038440681041,92.19999999999999,0.33060617107078977
1306893643.06,1.3522054,7.0082443,416.5682548,1.4,9.9,44.9,-1.0,259.83156158995274,5207.1253829226125,5207.1253829226125,0.07853297400027111,3.426792492075206,92.10000000000001,0.33112979311803387
1306893643.48,1.3526333,7.0085734,438.5826912,1.6,9.7,44.9,-1.0,262.2511400368231,5741.974617398787,5741.974617398787,0.07789019921589285,3.4813877554800885,90.5,0.3316201146403435
1306893643.9,1.3530706,7.008911,460.4330856,1.8,9.5,44.9,-1.0,268.6135228846606,6551.609209675088,6551.609209675088,0.07695065830378728,3.568391938471936,89.4,0.3320913744828632
1306893644.33,1.3535198,7.0092593,481.9882044,2.0,9.3,44.9,-1.0,269.7974471637372,7242.840947383656,7242.840947383656,0.07374559617657658,3.5995839877208615,89.3,0.33257450002966993
1306893644.75,1.3539718,7.0096108,502.6574964,2.3,9.3,45.1,-1.0,278.44890920006134,7776.988400257247,7776.988400257247,0.07116808680817567,3.6527700205544593,86.1,0.3330655870812883
1306893645.18,1.3544442,7.0099792,523.0643212,2.6,9.3,45.1,-1.0,284.52365556956596,8157.410964195225,8157.410964195225,0.06889475946785117,3.6582471421150613,87.39999999999999,0.3335595831442805
1306893645.62,1.3549279,7.0103572,542.7821696,2.9,9.3,45.1,-1.0,284.8008340856497,8441.48103230571,8441.48103230571,0.07005468669555112,3.6599216919280586,90.69999999999999,0.3340548806070977
1306893646.04,1.3553995,7.0107263,560.8924064,3.2,9.3,45.3,-1.0,291.1348610903845,8824.466234643949,8824.466234643949,0.06925633007316712,3.652993911236305,93.8,0.33454474281182206
1306893646.47,1.3558906,7.0111109,578.740176,3.5,9.1,45.4,-1.0,296.12215819352394,9308.673659006374,9308.673659006374,0.06842422938219878,3.5532661351570556,91.60000000000001,0.3350259545353566
1306893646.89,1.3563866,7.0114993,596.29267,3.8,9.3,45.5,-1.0,306.2339364285638,9841.882420004706,9841.882420004706,0.06800760792765981,3.5713935857174928,90.30000000000001,0.33549713782494545
1306893647.31,1.3568788,7.0118846,613.7467388,4.1,9.5,45.6,-1.0,303.8737653444564,10389.781418513436,10389.781418513436,0.06953679675114578,3.6066189292114856,91.60000000000001,0.33595722093955616
1306893647.73,1.3573849,7.0122803,632.1522512,4.3,9.7,45.7,-1.0,312.44991698549666,11501.730775160177,11501.730775160177,0.06802110794184911,3.6776860234777913,91.39999999999999,0.3364088832317696
1306893648.15,1.3578957,7.0126784,651.3779736,4.6,9.9,45.9,-1.0,314.95696006404097,12012.955521222353,12012.955521222353,0.06992378570392217,3.6810149538149366,89.6,0.3368544212895124
1306893648.58,1.3584342,7.0130957,672.4737748,4.7,10.1,46.0,-1.0,323.62140773402564,13199.050637027529,13199.050637027529,0.0712726028106168,3.64462832213297,89.10000000000001,0.33729888760622273
