flight id:501
flight code:Tu-142
origin:RU
date:2011-06-01
from:gudauta
to:beslan
motor(s):4
mass aircraft:96000.025248
mass fuel:96000.025248
lift coef:1.5098032749390164
drag coef:0.017311591591697872

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,engine_2,engine_3,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893651.15,5.8544104,3.9282649,-1.0,-1.0,1.1,-1.0,-1.0,50.03768929419622,21371702.26022393,21371702.26022393,21371702.26022393,21371702.26022393,25.47148608134258,6.944615823941434,24509.387879113256,85.2,32.2685676574574
1306893663.79,5.86171,3.9296268,-1.0,-1.0,1.0,-1.0,-1.0,50.03768929419622,25612757.17339503,25612757.17339503,25612757.17339503,25612757.17339503,24.454637967593662,6.9512521865216215,24535.789859260294,87.0,32.19565864608383
1306893705.11,5.9020464,3.9372573,99.6,1.1,6.6,-1.0,-1.0,84.31027827999617,24926402.751267295,24926402.751267295,24926402.751267295,24926402.751267295,23.534878746635833,6.833807579653984,24855.068803675626,85.0,32.1991647703183
1306893705.97,5.9030301,3.9374466,99.04,1.1,6.5,77.0,-1.0,98.82950318745638,14651657.609383143,14651657.609383143,14651657.609383143,14651657.609383143,21.378026064127265,6.90262134682632,25196.668324782255,88.6,32.201147491228184
1306893706.19,5.9032916,3.9374964,98.64,1.1,6.4,77.0,-1.0,102.60552679231037,12913524.271423776,12913524.271423776,12913524.271423776,12913524.271423776,21.4515911243745,6.99428058878799,25139.66729116696,89.8,32.20235702753615
1306893706.63,5.9037975,3.9375924,97.65,1.1,6.3,77.0,-1.0,99.22011548662987,12913524.271423774,12913524.271423774,12913524.271423774,12913524.271423774,21.4515911243745,6.994280588787991,25139.66729116696,89.80000000000001,32.20235702753615
1306893706.84,5.9040524,3.9376405,97.06,1.1,6.2,77.0,-1.0,104.59647900360753,14651657.609383142,14651657.609383142,14651657.609383142,14651657.609383142,21.378026064127265,6.9026213468263204,25196.66832478225,88.60000000000001,32.201147491228184
1306893707.05,5.9042916,3.9376854,96.45,1.1,6.1,77.1,-1.0,98.22176902852085,24926402.751267295,24926402.751267295,24926402.751267295,24926402.751267295,23.534878746635837,6.8338075796539846,24855.068803675626,85.0,32.1991647703183
1306893707.48,5.9048008,3.9377805,95.02,1.1,6.0,77.1,-1.0,102.19680808811309,25612757.173395038,25612757.173395038,25612757.173395038,25612757.173395038,24.454637967593662,6.9512521865216215,24535.78985926029,87.0,32.19565864608383
1306893707.7,5.9050568,3.937828,94.24,1.0,5.9,77.1,-1.0,100.32132719968853,21371702.260223925,21371702.260223925,21371702.260223925,21371702.260223925,25.47148608134258,6.944615823941433,24509.387879113252,85.2,32.2685676574574
1306893708.12,5.9055605,3.9379211,92.64,1.0,6.0,77.2,-1.0,103.46033258753401,13433897.00190994,13433897.00190994,13433897.00190994,13433897.00190994,24.05925488460833,6.999601468612224,24846.516286091366,86.80000000000001,32.340251821936846
1306893708.34,5.9058213,3.937969,91.83,0.9,6.1,77.2,-1.0,102.10009792450819,3552435.467431008,3552435.467431008,3552435.467431008,3552435.467431008,24.76867580185947,7.172953930176442,25466.994342467944,86.4,32.411315907676126
1306893708.56,5.906095,3.9380192,91.05,0.9,6.3,77.2,-1.0,107.16151099176727,7450487.564722869,7450487.564722869,7450487.564722869,7450487.564722869,24.021697843142782,7.405864163344987,25645.350259380048,88.8,32.40477063208558
1306893708.77,5.906343,3.9380645,90.43,0.9,6.5,77.2,-1.0,101.76230976474069,5406610.325064779,5406610.325064779,5406610.325064779,5406610.325064779,24.84590968886246,7.364875425591708,25253.356370806392,88.60000000000001,32.3981794247365
1306893708.99,5.9066061,3.9381124,89.89,0.8,6.9,77.2,-1.0,103.15059666991547,5191246.720046033,5191246.720046033,5191246.720046033,5191246.720046033,26.623340980073728,7.48906374860487,24976.58090074437,89.60000000000001,32.39148104328417
1306893709.21,5.9068687,3.9381601,89.5,0.7,7.3,77.3,-1.0,102.52747481703074,4931222.389338355,4931222.389338355,4931222.389338355,4931222.389338355,28.50631770539894,7.543235898052687,24427.748169207352,89.0,32.38524197941716
1306893709.42,5.9071305,3.9382076,89.29,0.7,7.8,77.3,-1.0,107.39863405679675,1400636.2206865763,1400636.2206865763,1400636.2206865763,1400636.2206865763,30.178878770502592,7.540723410460295,24355.37335830705,90.0,32.3792938166875
1306893709.63,5.9073892,3.9382543,89.3,0.6,8.3,77.3,-1.0,106.06145307475794,1193972.7373702915,1193972.7373702915,1193972.7373702915,1193972.7373702915,30.29783893432051,7.48342828971402,24874.289847066033,91.0,32.373820282129316
1306893709.84,5.9076359,3.9382989,89.52,0.6,8.8,77.3,-1.0,101.05431531376114,1417117.1185647105,1417117.1185647105,1417117.1185647105,1417117.1185647105,30.24406317636659,7.537203016572491,25307.843814724336,91.60000000000001,32.36960987093072
1306893710.06,5.907906,3.9383477,90.0,0.5,9.2,77.3,-1.0,105.78674602448923,1113528.8787754655,1113528.8787754655,1113528.8787754655,1113528.8787754655,30.240649078603436,7.419301664755734,25665.897859906552,92.30000000000001,32.36636402666125
1306893710.27,5.908164,3.9383942,90.7,0.4,9.4,77.3,-1.0,105.81291928869382,2760845.369233943,2760845.369233943,2760845.369233943,2760845.369233943,28.881578916861365,7.615978438947412,25460.011825235095,92.2,32.36487889980211
1306893710.48,5.9084208,3.9384406,91.61,0.3,9.6,77.4,-1.0,105.24323415432733,552746.2222801106,552746.2222801106,552746.2222801106,552746.2222801106,29.568406588598048,7.239204792530761,24932.33787370344,91.69999999999999,32.36471048335416
1306893710.69,5.9086776,3.938487,92.71,0.3,9.7,77.4,-1.0,105.53012721784435,1119798.7315859483,1119798.7315859483,1119798.7315859483,1119798.7315859483,28.71196644713339,7.103153698763772,24886.65854823298,90.9,32.365981262006834
1306893710.9,5.9089318,3.938533,93.98,0.2,9.8,77.4,-1.0,104.38059527129442,1472111.0645541977,1472111.0645541977,1472111.0645541977,1472111.0645541977,28.019205817555974,6.952888236033401,25359.94512991232,88.0,32.36869889105321
1306893711.32,5.9094375,3.9386247,96.95,0.1,9.7,77.4,-1.0,103.83739859333976,1429868.122640893,1429868.122640893,1429868.122640893,1429868.122640893,26.35121554655557,6.847874377887795,25680.445909960185,84.3,32.37410352797359
1306893711.54,5.9096998,3.9386725,98.68,0.0,9.6,77.4,-1.0,103.13010231243595,6838877.336923874,6838877.336923874,6838877.336923874,6838877.336923874,26.746676116581376,6.941883578003892,25861.02116859754,87.7,32.381131087028706
1306893711.76,5.9099741,3.9387226,100.6,0.0,9.5,77.4,-1.0,107.67801857578677,7281661.424363685,7281661.424363685,7281661.424363685,7281661.424363685,24.358039184083523,7.08582095287409,25593.999749810813,87.4,32.38978922351165
1306893711.97,5.9102324,3.9387699,102.5,-0.1,9.4,77.4,-1.0,106.27057015632236,4321943.601392761,4321943.601392761,4321943.601392761,4321943.601392761,21.746572370457216,7.188391338864994,25220.91941445402,89.60000000000001,32.39989421038829
1306893712.18,5.9104771,3.9388149,104.37,-0.1,9.3,77.4,-1.0,100.60490525647921,6724805.494075812,6724805.494075812,6724805.494075812,6724805.494075812,21.059411996591496,7.061206558164341,25192.124242673453,87.60000000000001,32.411262320624516
1306893712.39,5.9107375,3.9388629,106.4,-0.1,9.1,77.4,-1.0,107.32202865973278,8497562.820090542,8497562.820090542,8497562.820090542,8497562.820090542,20.321863548442753,7.295272026431755,25632.77251218717,87.4,32.42381700128943
1306893712.61,5.9110073,3.9389129,108.56,-0.2,9.0,77.4,-1.0,106.11775821976853,3301563.432185725,3301563.432185725,3301563.432185725,3301563.432185725,22.18265200729845,7.278527081031379,26227.411138453586,87.70000000000002,32.437489354745246
1306893712.82,5.9112613,3.9389601,110.61,-0.2,8.8,77.4,-1.0,104.84499285744884,3332760.007911558,3332760.007911558,3332760.007911558,3332760.007911558,21.95591204105445,7.428702459773049,26071.189952883487,89.90000000000002,32.452034411613134
1306893713.04,5.9115163,3.9390076,112.67,-0.2,8.6,77.4,-1.0,100.39554718753314,5703466.1407219805,5703466.1407219805,5703466.1407219805,5703466.1407219805,22.89119090054548,7.291964524468889,25392.694598640388,88.40000000000002,32.467314376617516
1306893713.26,5.9117882,3.9390585,114.84,-0.2,8.4,77.4,-1.0,106.85807985559315,7235424.350935158,7235424.350935158,7235424.350935158,7235424.350935158,22.668570738059014,7.250205946793775,24796.108893906705,90.10000000000001,32.48328331799984
1306893713.47,5.9120469,3.9391071,116.82,-0.3,8.1,77.4,-1.0,106.79938124739994,5043606.448458028,5043606.448458028,5043606.448458028,5043606.448458028,23.38956208450675,7.477297652108128,24320.64407302028,91.60000000000001,32.49849438536641
1306893713.68,5.9122922,3.9391535,118.61,-0.3,7.8,77.4,-1.0,101.06686162096754,7816532.798347052,7816532.798347052,7816532.798347052,7816532.798347052,21.441564289165655,7.32165692324378,24992.138723603242,91.20000000000002,32.51375138449153
1306893713.89,5.9125523,3.9392028,120.38,-0.3,7.6,77.4,-1.0,107.11534774805992,9721313.93096079,9721313.93096079,9721313.93096079,9721313.93096079,22.84941681017258,7.524396951587754,25464.225217938518,90.5,32.5288935542203
1306893714.11,5.912821,3.939254,122.05,-0.3,7.3,77.4,-1.0,105.59096727375388,4583002.0350230485,4583002.0350230485,4583002.0350230485,4583002.0350230485,23.534386825938743,7.46971578780448,25311.996325553013,88.80000000000001,32.543859652208056
1306893714.32,5.9130755,3.9393026,123.46,-0.3,7.0,77.3,-1.0,104.81408954726314,4967287.629462283,4967287.629462283,4967287.629462283,4967287.629462283,22.635160937957913,7.518615108545124,24900.4102786189,91.30000000000001,32.55847360671375
1306893714.53,5.9133279,3.9393509,124.68,-0.2,6.8,77.3,-1.0,103.8270133910237,5542710.282512412,5542710.282512412,5542710.282512412,5542710.282512412,23.009707388714848,7.588690820003357,24462.137177654404,91.30000000000001,32.572467482479276
1306893714.75,5.9135929,3.9394018,125.75,-0.2,6.6,77.3,-1.0,104.26541812660405,4768219.919441429,4768219.919441429,4768219.919441429,4768219.919441429,22.849289105624194,7.533324686861867,23783.443365063224,91.2,32.58562693129818
1306893714.97,5.9138548,3.9394522,126.6,-0.2,6.4,77.3,-1.0,102.74402346120162,4569630.497026005,4569630.497026005,4569630.497026005,4569630.497026005,23.10726958884051,7.751470996529726,23661.082427486148,87.80000000000001,32.59786774494647
1306893715.18,5.914116,3.9395025,127.26,-0.2,6.3,77.3,-1.0,107.5032713221326,10387014.778744416,10387014.778744416,10387014.778744416,10387014.778744416,23.010713082353643,7.993778284949284,24161.178063750067,87.4,32.60903681756239
1306893715.61,5.9146413,3.9396038,128.08,-0.1,6.4,77.3,-1.0,105.41278290377686,6724855.555979398,6724855.555979398,6724855.555979398,6724855.555979398,25.218996999250066,8.327020628584545,24020.830130935847,87.00000000000001,32.61917242561139
1306893715.82,5.9149018,3.9396539,128.3,-0.1,6.5,77.3,-1.0,107.19016780807283,3518488.767626687,3518488.767626687,3518488.767626687,3518488.767626687,25.444432550361824,8.286678048693153,24256.26555238597,86.2,32.62796070207683
1306893716.03,5.9151629,3.9397042,128.41,-0.1,6.6,77.3,-1.0,107.24429041168776,2891858.494714626,2891858.494714626,2891858.494714626,2891858.494714626,27.989114459847634,8.4175311997475,23687.713791566148,84.7,32.63546288930342
1306893716.24,5.915416,3.9397529,128.44,-0.0,6.8,77.3,-1.0,104.01098915620678,9335368.41205126,9335368.41205126,9335368.41205126,9335368.41205126,27.90904109800867,8.392738111757359,23435.195031245803,84.8,32.641633055532644
1306893716.46,5.9156932,3.9398062,128.41,-0.0,6.9,77.3,-1.0,108.69020486743281,9479032.455733372,9479032.455733372,9479032.455733372,9479032.455733372,29.74088992042695,8.611789074470334,23212.10034535989,84.7,32.646501821936845
1306893716.67,5.9159499,3.9398554,128.33,0.1,7.0,77.3,-1.0,105.60579051024803,9638575.104314044,9638575.104314044,9638575.104314044,9638575.104314044,30.061147069904255,8.597086676352934,23002.57683963006,83.1,32.65022994967088
1306893716.9,5.9162321,3.9399096,128.21,0.1,7.1,77.3,-1.0,106.01458124803405,4884328.582266878,4884328.582266878,4884328.582266878,4884328.582266878,30.273743415922407,8.577353178369663,22781.83694029805,85.7,32.65293226813107
1306893717.11,5.9164938,3.9399597,128.08,0.1,7.2,77.3,-1.0,107.47365067092414,1037310.7618908243,1037310.7618908243,1037310.7618908243,1037310.7618908243,30.97591982544246,8.677059375069955,23144.15886137331,85.69999999999999,32.654715951420656
1306893717.33,5.9167811,3.9400146,127.92,0.2,7.2,77.3,-1.0,112.63031948565727,3418326.035621794,3418326.035621794,3418326.035621794,3418326.035621794,30.835880702821893,8.492233207523034,23881.12063096538,87.1,32.65572645010832
1306893717.54,5.9170365,3.9400634,127.77,0.2,7.3,77.3,-1.0,104.88805119645824,3107228.583667308,3107228.583667308,3107228.583667308,3107228.583667308,31.577088603318657,8.348985196644058,23219.161148275874,88.8,32.656116870055826
1306893717.75,5.9173063,3.940115,127.61,0.2,7.4,77.3,-1.0,110.99732017892659,987249.8729538321,987249.8729538321,987249.8729538321,987249.8729538321,30.760291899253694,8.336169424380808,23404.69126035215,90.1,32.655757071280675
1306893717.96,5.9175654,3.9401644,127.46,0.3,7.5,77.4,-1.0,106.46775347097662,6332948.050410716,6332948.050410716,6332948.050410716,6332948.050410716,31.502008990553406,8.180510672543367,23738.216670977425,92.80000000000001,32.65511402666125
1306893718.59,5.9183634,3.9403164,127.1,0.3,7.7,77.4,-1.0,109.2464745618632,6943973.107679251,6943973.107679251,6943973.107679251,6943973.107679251,31.296643128734864,8.033944215735543,23682.07263771904,92.6,32.65411118326667
1306893719.02,5.9189079,3.9404199,126.96,0.4,7.7,77.4,-1.0,109.24710684371225,1655886.0725087572,1655886.0725087572,1655886.0725087572,1655886.0725087572,30.9965672829148,7.809337460214294,23595.725961807886,94.5,32.6529781998896
1306893719.44,5.9194405,3.9405209,126.96,0.4,8.0,77.4,-1.0,109.46233167873005,2927861.123903456,2927861.123903456,2927861.123903456,2927861.123903456,30.233146717744596,7.505188099915111,23663.38651514758,95.0,32.65186818239178
1306893719.65,5.9197127,3.9405725,126.96,0.4,8.1,77.4,-1.0,111.58253158856003,5964467.698095683,5964467.698095683,5964467.698095683,5964467.698095683,29.19864944065981,7.649430665954278,24216.066395829534,96.2,32.65081940723868
1306893719.88,5.9199995,3.9406268,127.04,0.4,8.2,77.4,-1.0,107.62646856664415,8234107.193630847,8234107.193630847,8234107.193630847,8234107.193630847,28.422455710763966,7.467081270592024,24387.340222299274,96.30000000000001,32.64992373794735
1306893720.09,5.9202739,3.9406787,127.15,0.4,8.3,77.4,-1.0,112.77615387830963,9015338.499096602,9015338.499096602,9015338.499096602,9015338.499096602,28.034902852702437,7.2542333330991005,24419.235560503203,97.20000000000002,32.64921179569012
1306893720.3,5.9205489,3.9407307,127.3,0.4,8.4,77.4,-1.0,112.73167748026337,477090.4589247517,477090.4589247517,477090.4589247517,477090.4589247517,28.507937769444332,7.285932941059505,24660.778439937156,98.9,32.64873716751865
1306893720.51,5.9208127,3.9407806,127.48,0.4,8.5,77.4,-1.0,108.36878573864765,1505973.9263868895,1505973.9263868895,1505973.9263868895,1505973.9263868895,27.52416603674685,7.39636190025733,25471.689312675597,97.80000000000001,32.64851516401908
1306893720.95,5.9213881,3.9408892,128.02,0.4,8.5,77.5,-1.0,112.79103657417355,2270952.3485565106,2270952.3485565106,2270952.3485565106,2270952.3485565106,26.141674234005734,7.286981348355689,26055.141586915277,96.0,32.6488290310357
1306893721.37,5.9219278,3.940991,128.65,0.4,8.4,77.5,-1.0,110.85152495405801,2153292.8175383313,2153292.8175383313,2153292.8175383313,2153292.8175383313,24.181231773783637,7.494062188691192,25921.10895261212,94.00000000000001,32.64974001091322
1306893722.01,5.9227501,3.9411461,129.81,0.4,8.3,77.5,-1.0,110.80572939515851,447056.3326394068,447056.3326394068,447056.3326394068,447056.3326394068,23.783748942653858,7.365497834192714,26276.100933922244,93.80000000000001,32.65181459534017
1306893722.66,5.9235995,3.9413063,131.14,0.4,8.2,77.5,-1.0,112.66933644393804,7748318.083209259,7748318.083209259,7748318.083209259,7748318.083209259,22.73218060131979,7.3250544126177,26079.689529977815,92.5,32.65501450785111
1306893723.51,5.9247183,3.9415172,133.02,0.4,8.2,77.6,-1.0,113.48555489143473,10006737.419492498,10006737.419492498,10006737.419492498,10006737.419492498,20.892407199911887,7.43922057522676,26462.674991760337,93.00000000000001,32.65965361546266
1306893723.72,5.9249947,3.9415694,133.5,0.4,8.1,77.6,-1.0,113.68682079400998,7502617.9588927245,7502617.9588927245,7502617.9588927245,7502617.9588927245,22.983457669897213,7.230294140584522,25857.146309280044,91.9,32.664660177142444
1306893724.98,5.9266557,3.9418832,136.44,0.4,8.1,77.6,-1.0,113.68668478418519,9775097.594814623,9775097.594814623,9775097.594814623,9775097.594814623,23.44275763553159,7.325682158568145,25783.693466319284,88.90000000000002,32.6718561526455
1306893726.47,5.9286492,3.9422599,140.2,0.4,8.1,77.7,-1.0,115.39065868345453,5352178.779950643,5352178.779950643,5352178.779950643,5352178.779950643,23.7017460576678,7.313989279166557,25237.91286935376,87.5,32.68184631012582
1306893728.18,5.93095,3.9426942,144.97,0.4,8.1,77.7,-1.0,116.03636020972351,1624104.370667962,1624104.370667962,1624104.370667962,1624104.370667962,21.39860383930728,7.292954260797809,25236.721281917373,84.0,32.69537321301296
1306893729.46,5.9326953,3.9430227,148.92,0.4,8.1,77.8,-1.0,117.57028552953714,2920657.8503275607,2920657.8503275607,2920657.8503275607,2920657.8503275607,21.078533628994734,7.275684031948741,24813.51905050661,86.3,32.711786161394414
1306893731.35,5.9352955,3.9435133,155.3,0.4,8.1,77.8,-1.0,118.64280361849478,2304634.419162549,2304634.419162549,2304634.419162549,2304634.419162549,21.960183921351003,7.319089432697971,24684.204977011475,88.20000000000002,32.73266980093947
1306893732.82,5.9373202,3.9438942,160.65,0.4,8.1,77.9,-1.0,118.81117667797223,2737065.146168811,2737065.146168811,2737065.146168811,2737065.146168811,21.7195734320432,7.0439162433209965,24364.75715515462,90.2,32.757166738822235
1306893733.45,5.9382029,3.9440604,163.07,0.3,8.1,77.9,-1.0,120.8140239777668,3416753.203642071,3416753.203642071,3416753.203642071,3416753.203642071,19.559871938395847,7.227952240407202,23873.88851207965,91.30000000000001,32.78262824363413
1306893734.93,5.9402798,3.9444519,168.98,0.3,8.1,77.9,-1.0,121.00573305562074,3121236.69526524,3121236.69526524,3121236.69526524,3121236.69526524,21.100556157972445,7.320961591419843,24172.18303697578,90.9,32.8115958726805
1306893735.99,5.941762,3.9447322,173.38,0.4,8.1,77.9,-1.0,120.64038850334565,2972648.839168332,2972648.839168332,2972648.839168332,2972648.839168332,21.11354131413479,7.292779308327239,23930.953585745632,91.10000000000002,32.84249263558514
1306893736.44,5.9423976,3.9448525,175.31,0.4,8.1,78.0,-1.0,121.91307746863218,3068523.2131687347,3068523.2131687347,3068523.2131687347,3068523.2131687347,20.915070010993627,7.54938548795718,24435.455167164102,90.80000000000001,32.874499415987586
1306893738.57,5.9454272,3.9454275,184.83,0.4,8.1,78.0,-1.0,122.7185922222865,2721092.46020222,2721092.46020222,2721092.46020222,2721092.46020222,20.63035738617046,7.45008937303707,24960.128940442577,91.9,32.911543379242175
1306893739.0,5.9460384,3.9455438,186.82,0.5,8.1,78.0,-1.0,122.68875349466781,2741260.9673244106,2741260.9673244106,2741260.9673244106,2741260.9673244106,18.755681281509645,7.6382913967673804,24898.455367330906,93.50000000000001,32.94723235562013
