flight id:301
flight code:Su-25T
origin:RU
date:2011-06-01
from:tbilissi-lochini
to:novorossiysk
motor(s):2
mass aircraft:11495.835648
mass fuel:11495.835648
lift coef:1.1776856990315037
drag coef:0.011020666513337473

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893600.43,2.9899856,7.0891938,1997.55,-0.8,0.6,-1.0,-1.0,205.71302799072274,59593711.49293571,59593711.49293571,23.367767986766893,7.667792562938459,24609.604107498995,93.50000000000001,48.90500952863011
1306893600.86,2.9910887,7.0892646,1996.47,-1.0,1.0,-1.0,-1.0,205.71302799072274,59037620.37396236,59037620.37396236,21.54541694702212,7.3480934272588305,24419.245794137718,95.60000000000001,48.91166197832389
1306893601.28,2.9921831,7.0893351,1995.1,-0.2,1.3,-1.0,-1.0,208.89969100756312,58275001.30830589,58275001.30830589,19.541455135422467,7.648328786,24858.268602846416,96.50000000000001,48.91708958112355
1306893601.71,2.9932848,7.0894061,1993.63,-0.2,1.6,-1.0,-1.0,205.52068169676272,57659389.03573894,57659389.03573894,18.850702058426478,7.425750442880141,24662.253611869837,96.70000000000002,48.92059570535801
1306893602.13,2.9943813,7.0894768,1992.22,-0.3,1.8,-1.0,-1.0,209.266826981519,57515065.71410795,57515065.71410795,17.23913955037034,7.282868862450262,25171.13151099857,94.10000000000001,48.92237173335452
1306893602.55,2.9954573,7.0895463,1990.97,-0.2,2.1,-1.0,-1.0,205.45366953056921,57515065.71410795,57515065.71410795,17.23913955037034,7.282868862450262,25171.13151099857,94.10000000000002,48.92237173335451
1306893602.97,2.9965543,7.0896171,1989.9,-0.0,2.3,-1.0,-1.0,209.42640869458123,57659389.03573894,57659389.03573894,18.850702058426474,7.425750442880142,24662.253611869837,96.7,48.92059570535801
1306893603.4,2.9976542,7.0896882,1989.05,-0.1,2.5,-1.0,-1.0,205.1347065948093,58275001.30830589,58275001.30830589,19.541455135422463,7.648328786000001,24858.26860284642,96.50000000000001,48.91708958112354
1306893604.26,2.9998841,7.0898323,1988.01,-0.1,2.5,-1.0,-1.0,207.88360998239784,59037620.37396235,59037620.37396235,21.54541694702212,7.3480934272588305,24419.245794137718,95.60000000000001,48.91166197832389
1306893605.11,3.0020924,7.0899751,1987.78,-0.2,2.5,-1.0,-1.0,208.2476475002271,59593711.4929357,59593711.4929357,23.367767986766893,7.667792562938459,24609.604107498995,93.50000000000001,48.9050095286301
1306893606.81,3.0064993,7.0902607,1988.98,-0.2,2.5,-1.0,-1.0,207.84857414523646,60084212.85903717,60084212.85903717,25.561368318619305,7.565443101136966,24415.762822432232,93.9,48.898448942453385
1306893608.92,3.011992,7.0906178,1991.75,-0.2,2.9,-1.0,-1.0,208.6946533905475,60579457.67459398,60579457.67459398,27.601760435273448,7.841386400624668,24451.261548354083,92.69999999999999,48.89483564411567
1306893612.8,3.022047,7.091276,1996.18,-0.2,2.7,-1.0,-1.0,207.77622202833783,60554820.052398674,60554820.052398674,29.1416677155296,7.681022638340483,23825.39842905967,93.2,48.89566241576922
