timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893678.0,2.0169883,6.5769419,-1.0,-1.0,-1.6,-1.0,298805.19,-49903.43,-1.0,44.77293848531802,155086928.48592553,155086928.48592553,30.364307685280078,7.782104535897324,26453.847471168683,87.2,26.924583296146764
1306893680.79,2.015972,6.5761777,-1.0,-1.0,-1.7,-1.0,298729.75,-49993.29,-1.0,44.77293848531802,116351680.37004057,116351680.37004057,30.30613731460298,7.894849826863017,26406.52218533178,85.10000000000001,26.90503167759908
1306893682.29,2.0153206,6.5756879,-1.0,-1.0,-1.8,-1.0,298681.38,-50050.89,-1.0,52.82824123713588,77602111.76537506,77602111.76537506,28.15347636937254,7.7789479579605345,26598.81798394867,87.0,26.885495369637578
1306893683.8,2.0145922,6.5751401,-1.0,-1.0,-1.9,-1.0,298627.28,-50115.3,-1.0,58.37142723971263,38881422.095592305,38881422.095592305,29.024443871374007,7.840286608730904,25852.597239045466,85.19999999999999,26.865982027555336
1306893685.94,2.0134344,6.5742694,-1.0,-1.0,-1.7,-1.0,298541.31,-50217.68,-1.0,65.11920283911851,1626948.714233633,1626948.714233633,31.212600202038324,7.748465266313448,25399.290613227502,86.0,26.846491651352363
1306893686.15,2.0133108,6.5741765,24.42,-1.0,0.4,-1.0,298532.13,-50228.61,-1.0,140.1343513545488,1626948.7142336327,1626948.7142336327,31.21260020203832,7.748465266313449,25399.290613227502,86.0,26.846491651352363
1306893686.36,2.0131893,6.5740851,24.46,-1.0,2.3,-1.0,298523.09,-50239.36,-1.0,69.52018664177447,38881422.09559228,38881422.09559228,29.024443871374,7.840286608730905,25852.597239045463,85.20000000000002,26.865982027555336
1306893686.57,2.0130615,6.573989,24.49,-1.0,3.6,-1.0,298513.63,-50250.65,-1.0,72.77652915536058,77602111.76537506,77602111.76537506,28.153476369372537,7.778947957960535,26598.817983948673,87.00000000000001,26.885495369637574
1306893686.78,2.0129365,6.573895,24.52,-1.0,4.8,-1.0,298504.34,-50261.71,-1.0,71.41459459756477,116351680.37004055,116351680.37004055,30.306137314602974,7.894849826863018,26406.52218533178,85.1,26.905031677599077
1306893686.99,2.0128107,6.5738004,24.54,-1.0,5.7,-1.0,298495.0,-50272.83,-1.0,71.785784112045,155086928.48592553,155086928.48592553,30.364307685280075,7.782104535897323,26453.84747116868,87.19999999999999,26.924583296146757
1306893687.2,2.0126773,6.5737001,24.55,-1.0,6.5,-1.0,298485.09,-50284.63,-1.0,76.00336563027315,155022928.00370246,155022928.00370246,27.84488135006758,7.972053255126852,26837.01981393363,86.19999999999999,26.944142569987527
1306893687.42,2.012543,6.5735991,24.57,-1.0,7.2,-1.0,298475.13,-50296.5,-1.0,73.0651378958788,116263468.80198212,116263468.80198212,28.089915730817257,8.036766145135532,26257.219388876027,88.3,26.963717154414475
1306893687.64,2.0124059,6.573496,24.58,-1.0,7.7,-1.0,298464.94,-50308.63,-1.0,74.63702158514431,77559648.98430923,77559648.98430923,30.506301061362223,8.0096374470153,26127.930621843054,89.2,26.98329939413451
1306893687.86,2.0122673,6.5733917,24.6,-1.0,8.1,-1.0,298454.63,-50320.89,-1.0,75.43675880832271,38923761.51029374,38923761.51029374,28.70140950880392,7.898941660167954,26113.794740637568,89.10000000000001,27.00289694444072
1306893688.08,2.0121271,6.5732863,24.61,-1.0,8.4,-1.0,298444.22,-50333.29,-1.0,76.21852490523544,4282346.371792939,4282346.371792939,27.348131599600244,7.83901365208565,26848.055000921446,87.2,27.022502150040022
1306893688.29,2.011986,6.5731802,24.61,-1.0,8.7,-1.0,298433.75,-50345.76,-1.0,80.15512541043802,4198197.345147272,4198197.345147272,26.933432682746304,7.644523035838559,26301.441875849378,87.4,27.0226476006087
1306893688.51,2.0118434,6.5730729,24.62,-1.0,8.9,-1.0,298423.16,-50358.37,-1.0,77.47276415508465,4363788.03656565,4363788.03656565,27.94579605944703,7.543391103409996,26646.205717579807,89.0,27.02277008529811
1306893688.73,2.0116987,6.5729641,24.64,-1.0,9.2,-1.0,298412.41,-50371.17,-1.0,78.5999034946375,4808014.970318282,4808014.970318282,29.560431414814055,7.569550111246197,26526.56259300263,86.39999999999999,27.022884914694437
1306893688.94,2.0115531,6.5728545,24.68,-1.0,9.4,-1.0,298401.59,-50384.05,-1.0,82.71721100127672,4890161.84563705,4890161.84563705,29.58486492928271,7.413165404452847,26441.420235243462,87.0,27.02300739938385
1306893689.16,2.0114059,6.5727439,24.78,-1.0,9.7,-1.0,298390.69,-50397.06,-1.0,79.77393457537424,5488549.423619219,5488549.423619219,27.938045817725815,7.421508213151931,26017.832819608826,87.2,27.023191126417974
1306893689.38,2.0112572,6.572632,24.93,-1.0,10.0,-1.0,298379.63,-50410.21,-1.0,80.72071787311465,5537968.91410211,5537968.91410211,28.33694638027567,7.387566839823778,25545.61287574751,87.0,27.023482027555332
1306893689.59,2.0111076,6.5725196,25.16,-1.0,10.3,-1.0,298368.53,-50423.44,-1.0,84.85756088748654,5071114.843717546,5071114.843717546,28.169923946935782,7.265940644629574,25742.364018298656,85.1,27.023933689847546
1306893689.81,2.010955,6.5724049,25.48,-1.0,10.4,-1.0,298357.19,-50436.92,-1.0,82.69434929623944,5771945.498788511,5771945.498788511,26.879255564023065,7.062266058088033,25404.794155452066,82.9,27.024622666225497
1306893690.03,2.0108016,6.5722895,25.9,-1.0,10.6,-1.0,298345.78,-50450.48,-1.0,83.18534195743528,5382819.328400225,5382819.328400225,27.993087979342114,7.004612776258044,26134.334603085612,85.30000000000001,27.02561785432698
1306893690.25,2.0106451,6.5721719,26.42,-1.0,10.7,-1.0,298334.16,-50464.31,-1.0,84.7509949411791,4936527.788232224,4936527.788232224,29.138680701370838,7.144099679661737,25637.18206010364,84.80000000000001,27.027003462375976
1306893690.47,2.0104862,6.5720526,27.05,-1.0,10.8,-1.0,298322.38,-50478.34,-1.0,85.92947524775536,5694350.596074042,5694350.596074042,27.199569176440026,7.358480332485676,25259.252219968497,86.00000000000001,27.02887135388954
1306893690.69,2.0103264,6.5719327,27.78,-1.0,10.9,-1.0,298310.5,-50492.45,-1.0,86.50952662630853,5399412.79070973,5399412.79070973,25.626954455593637,7.437657268802332,24905.055568021162,84.60000000000001,27.03129042650546
1306893690.91,2.010162,6.5718094,28.65,-1.0,11.0,-1.0,298298.28,-50506.95,-1.0,88.88019079901592,4992864.227336881,4992864.227336881,22.956132662219847,7.524224552784984,24615.9000928433,87.50000000000001,27.034360199033898
1306893691.33,2.0098478,6.5715738,30.6,-1.0,11.1,-1.0,298274.94,-50534.65,-1.0,88.96363536535753,5953964.558437425,5953964.558437425,21.342154116910905,7.381435930543176,25174.584669836324,88.60000000000001,27.03889213254221
1306893692.39,2.0090288,6.5709622,37.36,-1.0,11.0,-1.0,298214.09,-50606.6,-1.0,91.70717980136723,6157246.770358374,6157246.770358374,22.266196559136958,7.443523534446664,25542.58155296283,88.1,27.04852249124737
1306893692.83,2.0086788,6.5707019,40.87,-0.1,11.0,-1.0,298188.09,-50637.22,-1.0,94.20887980238818,6161431.644843609,6161431.644843609,24.030674432254248,7.505913835149103,25716.02867104461,90.3,27.060725028430227
1306893693.26,2.008318,6.5704345,44.84,-0.1,10.9,-1.0,298161.25,-50668.69,-1.0,99.18073785051908,6833560.334035544,6833560.334035544,21.934028688131047,7.665751179981312,25645.386873384687,92.69999999999999,27.07579064522812
1306893693.91,2.0077611,6.5700234,51.63,-0.2,10.9,-1.0,298119.84,-50717.07,-1.0,101.0654920870778,7184130.139634131,7184130.139634131,21.183741766377917,7.695384444058234,25989.50400845902,91.4,27.095809236654194
1306893694.13,2.0075723,6.5698845,54.11,-0.2,10.9,223.5,298105.81,-50733.42,-1.0,101.10592682154493,7368979.044076496,7368979.044076496,21.583732270761352,7.871880030403869,25543.77871081979,89.7,27.11740481845647
1306893694.56,2.0071895,6.569604,59.39,-0.3,10.9,223.5,298077.31,-50766.45,-1.0,104.70911161227471,7728781.811283254,7728781.811283254,19.829278110996547,7.854772816444994,25676.257541971405,91.8,27.142644319768806
1306893694.77,2.0069967,6.5694631,62.17,-0.3,10.8,223.5,298062.97,-50783.05,-1.0,107.79925711026797,8361077.997627979,8361077.997627979,19.538672388117103,7.834266875437697,26084.731459939,93.5,27.16952970909514
1306893695.19,2.0066064,6.5691788,68.03,-0.4,10.8,223.5,298033.94,-50816.53,-1.0,108.92097009597397,9058449.426615542,9058449.426615542,19.655017311860625,7.907357896091866,26044.401519229916,94.9,27.200342263775802
1306893695.62,2.0061918,6.5688784,74.57,-0.5,10.7,223.5,298003.06,-50851.92,-1.0,112.75848125057229,9677289.095294356,9677289.095294356,22.264310324200753,7.826850935903043,25759.87050083256,93.19999999999999,27.23549536963757
1306893695.83,2.0059883,6.5687316,77.88,-0.6,10.7,223.5,297987.91,-50869.22,-1.0,113.09913502057385,10606392.443946863,10606392.443946863,22.220958341393175,7.932470951043548,24848.1424271676,90.5,27.271689595359355
1306893696.26,2.005564,6.5684267,84.98,-0.7,10.6,223.5,297956.28,-50905.16,-1.0,115.01025977024885,11353956.18480213,11353956.18480213,23.386400053471277,8.0362542280953,24651.437958241266,89.7,27.308144101046143
1306893696.48,2.005345,6.56827,88.74,-0.8,10.6,223.4,297939.97,-50923.64,-1.0,115.77679176003754,11516568.552926766,11516568.552926766,21.927522395851298,8.092962619870503,24143.556489658713,88.9,27.34478998906014
1306893696.91,2.0049003,6.567953,96.54,-0.9,10.3,223.4,297906.81,-50961.03,-1.0,120.05923291930826,11540560.810386049,11540560.810386049,23.348256867822414,7.813895854591144,24622.061276985332,87.50000000000001,27.38436785432698
1306893697.13,2.0046715,6.5677906,100.34,-1.0,9.5,223.4,297889.75,-50980.18,-1.0,120.27137831359786,11653090.51206645,11653090.51206645,24.024263858353653,7.868392435377012,24650.891618573845,89.30000000000001,27.421656786960405
1306893697.34,2.0044378,6.5676253,103.85,-1.1,8.8,223.4,297872.31,-50999.69,-1.0,128.14150783979048,11360273.521570373,11360273.521570373,24.091511958858938,7.7871655055601625,25118.81351954628,88.00000000000001,27.45973421478193
1306893697.55,2.00422,6.5674715,106.81,-1.2,8.4,223.4,297856.09,-51017.84,-1.0,119.18956403517551,13217071.95434229,13217071.95434229,23.36485100520512,7.870865295873104,25477.240598852277,88.70000000000002,27.496035614606953
1306893697.76,2.0039869,6.5673072,109.67,-1.4,8.0,223.4,297838.69,-51037.23,-1.0,127.21667695325469,13351452.317930095,13351452.317930095,23.3315837454177,7.688708462162368,25047.458281387902,87.10000000000002,27.53239825677668
1306893697.97,2.0037481,6.5671391,112.33,-1.5,7.9,223.4,297820.88,-51057.06,-1.0,129.96397739081814,15002871.685100129,15002871.685100129,23.195964822837585,7.751705112209099,24827.865616278737,86.60000000000002,27.56631120515813
1306893698.18,2.0035149,6.5669753,114.69,-1.6,7.8,223.4,297803.47,-51076.4,-1.0,126.83224554711714,17266715.212779664,17266715.212779664,20.94541918641695,7.709734622761761,25548.69996129415,87.00000000000003,27.59702424102865
