flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:maykop-khanskaya
to:anapa-vityazevo
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

timestamp,longitude,latitude,altitude,pitch,yaw,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.74,9.0233577,3.6329568,466.74,1.3,-1.0,-1.0,74.83708283736742,7830065.567222012,22.343067588972243,7.723126868214441,23922.49747513498,89.30000000000001,37.19477887912893
1306893632.16,9.0235654,3.632746,466.84,4.0,-1.0,-1.0,74.83708283736742,7021181.356035621,21.6850784300731,7.855357139839348,24099.128710424793,87.90000000000002,37.18249213372211
1306893632.58,9.0237708,3.6325375,466.9,5.8,-1.0,-1.0,74.12901876081644,6220400.186630446,21.113525006128523,8.17385978268157,24538.836069342895,87.60000000000001,37.18145866915518
1306893633.01,9.023989,3.6323161,466.95,7.0,-1.0,-1.0,76.69134272031464,5584972.070905885,19.276633738672672,8.074176601071073,25081.901928636296,89.80000000000001,37.180968730397524
1306893634.5,9.024785,3.6315082,467.03,8.7,-1.0,-1.0,80.52926948372041,5334767.885678555,19.730930507743498,7.908259029557447,24772.206496966173,90.8,37.18082327982884
1306893634.92,9.025017,3.6312727,467.06,9.0,-1.0,-1.0,83.18128846266701,5334767.885678554,19.730930507743498,7.908259029557447,24772.206496966173,90.8,37.18082327982884
1306893635.36,9.0252679,3.631018,467.22,9.3,-1.0,-1.0,85.61358120910553,5584972.070905883,19.276633738672672,8.074176601071075,25081.901928636296,89.79999999999998,37.180968730397524
1306893635.79,9.0255179,3.6307642,467.59,9.7,-1.0,-1.0,87.23211390883581,6220400.186630446,21.11352500612852,8.173859782681571,24538.8360693429,87.6,37.18145866915518
1306893636.22,9.0257713,3.6305069,468.25,9.9,-1.0,-1.0,88.34609305431447,7021181.35603562,21.685078430073098,7.855357139839347,24099.128710424793,87.9,37.18249213372211
1306893639.24,9.027675,3.6285677,482.89,10.1,-1.0,-1.0,94.50535571099894,7830065.567222013,22.34306758897224,7.723126868214441,23922.49747513498,89.3,37.194778879128926
1306893640.95,9.0288588,3.6273524,499.08,10.1,-1.0,-1.0,109.36406038359853,8594926.268445069,23.57429499704109,7.8970638295216125,24401.79487443533,89.00000000000001,37.2195360969767
1306893641.79,9.0294742,3.626717,509.18,9.9,-1.0,-1.0,115.77029804338785,9575914.077180738,24.55210844842262,7.51581682819816,24733.548352155518,90.4,37.25194860791284
1306893642.64,9.0301145,3.6260531,520.73,9.9,143.5,-1.0,119.13337636684591,10958007.81268201,26.362928400905066,7.506183927960217,24640.38705827391,87.7,37.2931570506075
1306893643.9,9.0311045,3.6250211,540.3,9.7,143.5,-1.0,124.43427406033392,12920126.102204109,27.07606079054731,7.6047825770837445,24548.498017560665,85.6,37.34930862541064
1306893644.33,9.0314495,3.6246601,547.51,9.7,143.5,-1.0,127.27155743210041,15498831.946689984,27.711154507809475,7.706122324612983,24679.238415575244,84.8,37.410918424185795
1306893644.75,9.0317965,3.6242964,554.83,9.5,143.4,-1.0,130.9664259363879,18491174.38814254,28.096831815073877,7.948830643324168,24283.628068815953,86.7,37.47810893162237
1306893645.18,9.032159,3.6239157,562.39,9.2,143.4,-1.0,133.43607867993475,21490935.71945984,28.786088185600374,7.961514433307445,23966.370459766047,89.6,37.55096435594433
1306893645.62,9.03253,3.6235255,569.92,9.0,143.4,-1.0,133.64076319498474,24289273.670463346,27.607139347262482,7.887599970466452,23975.38997639361,91.30000000000001,37.62930097011757
1306893646.04,9.0328917,3.6231447,576.93,8.8,143.4,-1.0,136.16646322590438,26604221.74173424,28.200086558602962,7.866269898746142,24394.194809555014,91.00000000000001,37.7124986954019
1306893646.47,9.0332681,3.6227478,583.83,8.8,143.3,-1.0,138.30132743467294,28456975.126458347,26.436417956545327,7.919337845225305,24868.977436806555,92.00000000000001,37.78977122383584
1306893646.89,9.0336485,3.6223465,590.36,8.4,143.3,-1.0,142.62951410776876,29974525.899245497,26.460625405405754,7.903535304391726,25221.508091472733,92.7,37.85964873914643
1306893647.31,9.0340264,3.6219477,596.39,8.3,143.3,-1.0,141.7651575858427,31508959.683108624,25.765151116199593,7.9093298972512045,25479.46518351999,92.0,37.926410550170054
1306893648.15,9.0348089,3.6211221,607.49,8.3,143.3,-1.0,146.24970097388382,32747895.011912953,26.073369068634467,7.739414596428838,25948.15660962923,94.4,37.9928278730047
1306893648.58,9.0352237,3.6206848,612.75,8.4,143.3,-1.0,150.77261844037454,34159013.338413745,26.19524898501406,7.768657412563717,26133.09488697499,95.50000000000001,38.0482904714299
1306893649.0,9.0356265,3.6202607,617.67,8.6,143.1,-1.0,149.840366229154,35953880.586408764,26.392886935773504,7.645924838408484,25627.7770304328,97.30000000000001,38.10200000773786
1306893649.44,9.0360637,3.6198018,623.0,8.9,143.1,-1.0,154.63438802694301,37440862.226023436,25.580233164674794,7.410976787588989,26033.67538264906,96.9,38.15418614072124
1306893649.86,9.0364889,3.6193572,628.31,9.1,143.1,-1.0,157.03393023785554,39352547.13583582,26.233602797474568,7.375073282578513,25615.99415889429,94.19999999999999,38.204649832759735
1306893650.29,9.0369415,3.6188857,634.18,9.3,142.9,-1.0,162.41879371289775,41449936.16889154,27.96940990695192,7.544887490266544,26121.56043323161,91.39999999999999,38.25384274614556
1306893650.71,9.0373823,3.6184282,640.17,9.5,142.9,-1.0,161.75944517234893,43724629.553091384,27.58399648572607,7.586283851864605,26378.721493042038,90.69999999999999,38.30225481963637
1306893651.15,9.0378512,3.6179435,646.84,9.6,142.9,-1.0,163.6539268924854,45787813.64204387,29.749034379966556,7.498307704166705,26216.76759276932,89.1,38.350490821386146
1306893651.58,9.0383142,3.6174667,653.69,9.6,142.7,-1.0,164.99189039985023,48149856.22372473,28.32172801673501,7.428652378776069,25736.772665668545,86.99999999999999,38.398971792514764
1306893652.0,9.0387772,3.6169917,660.76,9.6,142.7,-1.0,168.36841267291837,49881919.48636253,28.609354788799582,7.42419298167521,25554.300131817403,87.89999999999999,38.44824891412456
1306893652.43,9.0392588,3.6164993,668.34,11.0,142.7,-1.0,170.55372715966675,51322552.26866075,29.232816980027454,7.228727911442527,24822.056880437776,86.6,38.494831372567255
1306893652.85,9.0397416,3.6160099,676.63,11.5,142.2,-1.0,173.97241839539976,52870746.75083262,28.268382608654832,7.3507252174124815,24724.453350830423,87.89999999999999,38.543733384815724
1306893653.28,9.0402392,3.6155191,685.55,10.4,141.3,-1.0,172.41030497569497,54460108.424613886,26.73772165877454,7.449803942205553,24898.360249921214,86.4,38.59569751429954
1306893653.72,9.0407678,3.6150159,694.55,9.1,140.4,-1.0,174.68719968874,55599776.40521969,28.538332683209937,7.6166119632684985,24936.388860012143,87.6,38.65047113634678
1306893654.14,9.0412772,3.6145454,702.36,8.3,139.7,-1.0,172.97562330474508,56151160.68717506,27.19810343720612,7.321877545900139,25604.68798365436,87.60000000000001,38.707158581666114
1306893654.56,9.0417976,3.6140785,709.38,8.1,138.9,-1.0,173.4458704487983,56033612.68793489,26.89193962600819,7.29075096503994,25953.387543544257,87.60000000000001,38.764726385690615
1306893654.99,9.0423332,3.6136152,715.64,7.7,137.9,-1.0,170.49826142067155,54770911.130202785,27.441607227120166,7.225805392698822,25271.981035506964,87.69999999999999,38.8225008826285
1306893655.41,9.0428772,3.6131633,721.08,7.4,136.7,-1.0,173.04065691701672,53061654.955508985,24.89761787082179,7.253257614802456,25105.051127443374,88.1,38.87933377851651
1306893655.84,9.043429,3.6127249,725.76,7.4,135.4,-1.0,167.38504320027113,51470660.670362666,25.701336421345733,7.110501892355053,25299.295242222594,88.1,38.93450547580435
1306893656.26,9.043994,3.6122987,729.81,7.4,133.9,-1.0,170.47718487589765,50199317.71778992,26.174558451356358,7.171520614585189,25353.005429804027,85.39999999999999,38.9873652745795
1306893656.68,9.0445743,3.6118851,733.31,7.4,132.3,-1.0,170.05246160124778,49031175.294123024,25.603471963579047,7.366185498741008,25273.12460979752,87.8,39.0371017137746
1306893656.89,9.0448714,3.6116829,734.88,7.4,131.5,-1.0,170.27560852896076,48120582.25429735,25.974620811106277,7.287807816266807,24871.871998420174,86.4,39.08169379601432
1306893657.32,9.0454812,3.611288,737.7,7.4,129.7,-1.0,166.89916026772514,46969923.71334404,25.613981421635827,7.313933807400343,25543.235225339522,89.2,39.12161614947014
1306893657.74,9.0461051,3.6109114,740.12,7.4,127.7,-1.0,169.5513286847154,46401281.41424698,24.177316116913104,7.13173444441904,25567.986260775455,87.3,39.15650132007382
1306893658.18,9.0467658,3.6105421,742.26,7.4,125.6,-1.0,166.3861370910062,46001786.82809651,23.688830544790648,7.178123318212674,25623.086397871935,87.0,39.187045939496386
1306893658.61,9.047416,3.6102073,744.03,7.4,123.6,-1.0,162.94321358761758,47028099.30729991,21.43449316419782,6.99277625539227,24745.407337574183,90.10000000000001,39.21357153004757
1306893659.05,9.0481097,3.6098802,745.62,7.5,121.3,-1.0,164.85353973186096,49861370.692326345,20.86203177058155,7.3276161996484275,24822.84586814916,91.9,39.23652209872648
1306893659.48,9.0487954,3.6095865,746.95,7.6,118.9,-1.0,162.4975063310973,52333086.336336724,23.173772056622898,7.247809375079517,24668.35241877517,90.20000000000002,39.256326341946085
1306893659.9,9.0494832,3.6093202,748.08,7.7,116.6,-1.0,162.59801405693594,56210540.15950665,22.46328136180325,7.292111891615934,24092.25008091682,89.30000000000001,39.27341295611931
1306893660.33,9.0501892,3.6090757,749.09,7.8,114.2,-1.0,159.35221245802947,59787928.7305261,20.49394893952906,7.549903105728546,24132.08284281835,89.10000000000001,39.28817236119367
1306893660.75,9.0508787,3.6088643,749.95,8.0,111.8,-1.0,156.13020347477718,63155495.70683216,21.02200041290488,7.431705332453407,24850.12201333881,86.0,39.30091076889271
1306893661.17,9.0515785,3.6086769,750.72,8.1,109.3,-1.0,155.40209666282163,66586348.62600379,22.505656970247863,7.159931901400959,24664.676756314515,85.60000000000001,39.31303675314469
1306893661.6,9.0523006,3.6085116,751.42,8.3,106.7,-1.0,153.6682466522854,70546518.91966484,24.852700534270383,6.856955472951151,24252.919931025182,85.80000000000001,39.32353981526192
1306893662.03,9.0530269,3.6083737,752.06,8.5,104.1,-1.0,152.3097167747527,73547324.19159411,26.30882945111079,6.937193128925314,23585.44563978721,87.90000000000002,39.33268023520943
1306893662.5,9.0538215,3.608255,752.7,8.7,101.1,-1.0,150.1886582221339,76340668.02611083,27.610859727749425,6.902097632191133,23504.5554499914,87.9,39.34067236119368
1306893662.94,9.0545627,3.6081747,753.24,8.9,98.3,-1.0,147.8648453747418,78363576.79849051,30.108311584241708,6.8603177049876205,24173.265649743887,86.0,39.347722886128054
1306893663.36,9.0552657,3.6081255,753.73,9.0,95.6,-1.0,145.5793241891952,79317115.42312591,31.814784549716965,6.735197308702501,24394.40681518662,85.9,39.353931328822725
1306893663.79,9.0559825,3.6081028,754.2,9.2,92.8,-1.0,143.8793457141667,80324640.71881776,31.992572321833862,6.637969124190008,24468.910521288806,86.6,39.35948141631179
1306893664.22,9.0566877,3.608108,754.65,9.5,89.9,-1.0,141.07290261234454,80602659.0419168,33.737939692739545,6.644762247045959,24666.038875395927,89.5,39.36451094387084
1306893664.65,9.057391,3.608141,755.08,9.7,87.1,-1.0,140.47529013469165,80939193.0574701,34.46260123462006,6.541923094372847,23986.85837190302,92.2,39.36909646443077
1306893665.07,9.058079,3.608201,755.5,9.7,84.2,-1.0,140.67032176600767,80640996.95656097,33.135989511487445,6.761951258890891,23548.074599469957,91.89999999999999,39.37334515209481
1306893665.49,9.0587424,3.6082858,755.89,9.7,81.4,-1.0,136.19417929579305,79122455.7871277,31.387941351837473,6.8816486802555685,24112.01890138584,91.4,39.3773029386215
1306893665.91,9.0593873,3.6083942,756.27,9.7,78.6,-1.0,133.3150030860471,77669320.06708081,28.836025022390302,7.038841349905358,24401.94373278509,89.60000000000001,39.381015755769354
1306893666.35,9.0600577,3.6085348,756.65,9.7,75.6,-1.0,133.3459677605348,75738769.85586546,28.493367179960753,6.869043039110256,24887.75432862107,89.10000000000001,39.38452953529691
1306893666.77,9.060684,3.6086926,757.0,9.7,72.9,-1.0,132.07169157459765,73240765.13200514,28.857801357693454,6.862433401422312,25054.712936464395,92.60000000000001,39.387821311324906
1306893667.21,9.0613209,3.6088802,757.35,9.7,70.1,-1.0,130.03253126699397,70982688.64251783,28.553114473342767,6.883968416458183,24900.08240854691,91.89999999999999,39.390967636784225
1306893667.65,9.061952,3.609094,757.69,9.7,67.3,-1.0,131.13309512503898,68208141.67180946,26.383478020671227,6.738423398266621,24977.832106587994,88.5,39.39399913284721
1306893705.11,9.0342818,3.6372321,792.35,9.7,310.9,-1.0,95.12280610339727,64059180.27223281,26.15118898661847,6.844992198535224,25078.289388545876,88.7,39.42320407597932
1306893705.32,9.0340075,3.6374138,792.6,9.7,312.2,-1.0,138.46355051587582,56983740.70559762,23.612078658703652,7.055291999660012,25487.27965775113,85.7,39.452255913249665
1306893705.54,9.0337345,3.6376026,792.86,9.7,313.6,-1.0,133.46456112792166,26057004.790095553,22.649612267656103,6.951523750368915,25590.588125224163,85.3,39.48117761053751
1306893705.75,9.033467,3.6377959,793.1,9.7,314.8,-1.0,140.19309448002508,9525006.64292095,23.21311102134709,6.885556543883622,26056.832832214084,87.2,39.50996151254975
1306893705.97,9.0332052,3.6379936,793.35,9.7,316.1,-1.0,133.4378604459371,45730745.25235304,23.502706244083633,6.814879556393672,26023.074242212693,88.6,39.538638240458766
1306893706.19,9.0329363,3.6382061,793.6,9.7,317.5,-1.0,140.32789569747356,80179394.0981808,25.187616607212743,6.7854568258858645,25175.678374226267,86.8,39.56721544955763
1306893706.4,9.0326981,3.6384028,793.82,9.7,318.9,-1.0,133.02327298437294,92285521.11483055,25.59837010305074,6.988154753521515,25378.14261622135,85.39999999999999,39.59567017396707
1306893706.63,9.0324374,3.638628,794.07,9.7,320.2,-1.0,136.2826196611946,78526885.37496832,24.43770016386377,7.203691897864795,25120.05480548076,83.7,39.62404834544564
1306893706.84,9.032197,3.6388457,794.3,9.7,321.6,-1.0,141.7238624803677,60638652.14811044,22.598792712311912,7.351541180602483,24632.45296018116,85.8,39.652334653407145
1306893707.05,9.031978,3.639053,794.51,9.7,322.8,-1.0,131.99823722926746,40433269.48047305,23.66450680840059,7.5224810432760965,24218.432397127523,85.4,39.6805214425585
1306893707.26,9.0317515,3.6392772,794.73,9.7,324.2,-1.0,140.70366210114736,16761347.526549576,23.981531247556156,7.705299616018257,24381.65117155399,85.6,39.682343402313535
1306893707.48,9.031534,3.639503,794.95,9.7,325.6,-1.0,132.5642363868305,16417306.29821889,26.605211420302968,7.80689574089795,24592.35817405704,88.4,39.6841423961893
1306893707.7,9.0313223,3.6397333,795.17,9.7,326.9,-1.0,132.75482360356807,13848979.46903423,28.774226620523134,7.738770258506821,24534.6084667815,87.20000000000002,39.68591076889271
1306893707.91,9.0311175,3.6399671,795.38,9.7,328.2,-1.0,139.8645308089729,11512312.034232426,27.261091439212457,7.874613751362685,24607.674696334063,86.30000000000001,39.68765617571686
1306893708.12,9.0309281,3.6401944,795.58,9.7,329.6,-1.0,133.17039945736929,9790168.400187567,29.144824764844095,7.833693204474469,24222.88789947645,86.9,39.68936330607556
1306893708.34,9.0307358,3.6404368,795.8,9.7,330.9,-1.0,133.9207589162316,9348209.605828576,29.405745333108566,7.759597734033709,24487.23257985131,88.9,39.691047470555006
1306893708.56,9.0305426,3.6406937,796.02,9.7,332.3,-1.0,140.31797089033964,8539005.504216319,28.354293872122128,7.78913815492861,24255.63578923903,89.2,39.69273163503444
1306893708.77,9.0303752,3.6409286,796.21,9.7,333.6,-1.0,132.31245466579426,7994125.498767435,28.731745310221005,7.824543877654672,24299.152147709694,89.60000000000001,39.69436986775536
1306893708.99,9.0302055,3.64118,796.42,9.6,335.0,-1.0,133.48108658488064,9050409.229792433,29.534215763282877,7.986191488214137,24385.506475295835,88.5,39.69599278989009
1306893709.21,9.0300444,3.6414329,796.62,9.6,336.3,-1.0,132.7323332042991,11545852.634441247,30.27873028420493,7.794034220813638,24980.932407135595,92.4,39.69760805673173
1306893709.42,9.0298917,3.6416873,796.83,9.6,337.7,-1.0,138.71061460858587,12043654.523676349,27.437000364492935,7.685039850650349,25298.8199084738,91.2,39.69921566828029
1306893709.63,9.0297489,3.6419404,797.03,9.6,339.1,-1.0,136.4763194280249,14169557.339143667,26.633567006755726,7.650835160163307,24936.954766254676,89.00000000000001,39.70080796924267
1306893709.84,9.0296198,3.6421836,797.21,9.6,340.4,-1.0,129.32780273975882,16778544.993302282,25.596924977276448,7.769198808631116,24940.314171094837,90.4,39.7023696490327
1306893710.06,9.0294867,3.6424518,797.42,9.6,341.7,-1.0,135.626523345995,17755863.092462126,26.838877426219145,7.543770269365092,24942.014605987297,92.30000000000001,39.70393132882272
1306893710.27,9.0293675,3.6427099,797.62,9.6,343.0,-1.0,135.4066695827556,18693004.304351076,25.333618636429083,7.741117197203781,24786.560152773636,90.5,39.70549300861275
1306893710.48,9.0292566,3.6429685,797.81,9.6,344.4,-1.0,134.5971763333564,21306074.248005632,25.367639150903038,7.91105058811647,25183.794597720957,89.4,39.70703172252352
1306893710.69,9.0291535,3.6432287,798.0,9.6,345.6,-1.0,134.647077577801,23539241.883930657,27.27225023915197,7.798373425133346,25394.691247480565,90.10000000000001,39.708547470555004
1306893710.9,9.0290591,3.6434879,798.19,9.6,347.0,-1.0,132.93366536139737,25085128.922963914,25.897497365922828,7.57311603000735,25176.187385576297,88.60000000000001,39.7100632185865
1306893711.11,9.0289723,3.6437485,798.38,9.6,348.3,-1.0,132.9767780093474,26661106.503252044,25.961130440047434,7.478473330210377,25415.455423069827,89.30000000000001,39.71156365603182
1306893711.32,9.0288941,3.6440077,798.57,9.6,349.7,-1.0,131.5068210065494,30406817.402449746,24.204415866026856,7.5766177922105165,25485.18952086654,86.0,39.713056438184054
1306893711.54,9.0288206,3.6442793,798.77,9.6,351.0,-1.0,130.6954597571252,32177857.874358222,25.162570591406073,7.666179795731149,25297.98756069025,88.2,39.7145415650432
