flight id:401
flight code:Su-27
origin:RU
date:2011-06-01
from:kobuleti
to:kutaisi
motor(s):2
mass aircraft:17500.032952
mass fuel:17500.032952
lift coef:1.3276531002791723
drag coef:0.012475794761808172

timestamp,longitude,latitude,altitude,roll,yaw,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893678.0,2.0169883,6.5769419,-1.0,-1.0,-1.0,-1.0,44.77293848531802,155086928.48592553,155086928.48592553,27.999567344972142,7.715344858442976,23459.81335753554,90.20000000000002,26.732080572914285
1306893680.79,2.015972,6.5761777,-1.0,-1.0,-1.0,-1.0,44.77293848531802,116351680.37004057,116351680.37004057,27.68531376301625,7.918870694235057,24061.74834424544,87.9,26.7125289543666
1306893682.29,2.0153206,6.5756879,-1.0,-1.0,-1.0,-1.0,52.82824123713588,77602111.76537506,77602111.76537506,28.28371275360405,7.875163515860402,24099.662180860803,87.90000000000002,26.6929926464051
1306893683.8,2.0145922,6.5751401,-1.0,-1.0,-1.0,-1.0,58.37142723971263,38881422.095592305,38881422.095592305,28.685955894364096,7.605538529794887,23983.541578783297,86.1,26.673479304322857
1306893685.94,2.0134344,6.5742694,-1.0,-1.0,-1.0,-1.0,65.11920283911851,1626948.714233633,1626948.714233633,26.748360134386935,7.744354371417735,24145.76335284334,86.59999999999998,26.653988928119883
1306893686.15,2.0133108,6.5741765,24.42,-1.0,-1.0,-1.0,140.1343513545488,1626948.7142336327,1626948.7142336327,26.748360134386935,7.744354371417735,24145.763352843336,86.6,26.65398892811988
1306893686.36,2.0131893,6.5740851,24.46,-1.0,-1.0,-1.0,69.52018664177447,38881422.09559228,38881422.09559228,28.685955894364096,7.605538529794889,23983.541578783294,86.10000000000001,26.673479304322854
1306893686.57,2.0130615,6.573989,24.49,-1.0,-1.0,-1.0,72.77652915536058,77602111.76537506,77602111.76537506,28.283712753604046,7.875163515860404,24099.662180860803,87.89999999999999,26.69299264640509
1306893686.78,2.0129365,6.573895,24.52,-1.0,-1.0,-1.0,71.41459459756477,116351680.37004055,116351680.37004055,27.685313763016246,7.918870694235058,24061.74834424544,87.90000000000002,26.712528954366594
1306893686.99,2.0128107,6.5738004,24.54,-1.0,-1.0,-1.0,71.785784112045,155086928.48592553,155086928.48592553,27.999567344972142,7.715344858442976,23459.81335753553,90.20000000000002,26.732080572914278
1306893687.2,2.0126773,6.5737001,24.55,-1.0,-1.0,-1.0,76.00336563027315,155022928.00370246,155022928.00370246,28.089309862920278,7.4765205286824195,22958.809367920127,89.2,26.751639846755047
1306893687.42,2.012543,6.5735991,24.57,-1.0,-1.0,-1.0,73.0651378958788,116263468.80198212,116263468.80198212,27.086430175172563,7.585991597257351,22617.612590106713,90.1,26.771214431181996
1306893687.64,2.0124059,6.573496,24.58,-1.0,-1.0,-1.0,74.63702158514431,77559648.98430923,77559648.98430923,27.640519335971938,7.552279613299012,23295.541125604315,89.6,26.79079667090203
1306893687.86,2.0122673,6.5733917,24.6,-1.0,-1.0,-1.0,75.43675880832271,38923761.51029374,38923761.51029374,27.103934008593182,7.710800772518095,23922.194258105512,90.8,26.81039422120824
1306893688.08,2.0121271,6.5732863,24.61,-1.0,-1.0,-1.0,76.21852490523544,4282346.371792939,4282346.371792939,27.71514156334778,7.526636162688646,23862.924729866878,90.6,26.829999426807543
1306893688.29,2.011986,6.5731802,24.61,-1.0,-1.0,-1.0,80.15512541043802,4198197.345147272,4198197.345147272,27.326458120443842,7.575605984903014,23822.285388329976,90.3,26.83014487737622
1306893688.51,2.0118434,6.5730729,24.62,-1.0,-1.0,-1.0,77.47276415508465,4363788.03656565,4363788.03656565,26.00890023428894,7.617321316425357,23718.62919144936,89.59999999999998,26.83026736206563
1306893688.73,2.0116987,6.5729641,24.64,-1.0,-1.0,-1.0,78.5999034946375,4808014.970318282,4808014.970318282,26.248620603609957,7.4741188317644225,23585.900559649643,86.7,26.830382191461958
1306893688.94,2.0115531,6.5728545,24.68,-1.0,-1.0,-1.0,82.71721100127672,4890161.84563705,4890161.84563705,28.121270069262675,7.4893816651054435,23999.009784188973,86.3,26.83050467615137
1306893689.16,2.0114059,6.5727439,24.78,-1.0,-1.0,-1.0,79.77393457537424,5488549.423619219,5488549.423619219,28.130918597336006,7.690972634038353,23768.239856001208,84.1,26.830688403185494
1306893689.38,2.0112572,6.572632,24.93,-1.0,-1.0,-1.0,80.72071787311465,5537968.91410211,5537968.91410211,28.039407141519476,7.658377226342906,24090.18644048383,83.9,26.830979304322852
1306893689.59,2.0111076,6.5725196,25.16,-1.0,-1.0,-1.0,84.85756088748654,5071114.843717546,5071114.843717546,27.826243153776527,7.648979048324796,23958.840015891023,84.60000000000001,26.831430966615066
1306893689.81,2.010955,6.5724049,25.48,-1.0,-1.0,-1.0,82.69434929623944,5771945.498788511,5771945.498788511,28.51711616158537,7.755354716802155,23274.924833230416,86.5,26.832119942993018
1306893690.03,2.0108016,6.5722895,25.9,-1.0,-1.0,-1.0,83.18534195743528,5382819.328400225,5382819.328400225,28.255792111916257,7.658214096194362,22983.333090381922,83.80000000000001,26.8331151310945
1306893690.25,2.0106451,6.5721719,26.42,-1.0,-1.0,-1.0,84.7509949411791,4936527.788232224,4936527.788232224,29.350926644820703,7.786212203477242,23151.645930961815,86.2,26.834500739143497
1306893690.47,2.0104862,6.5720526,27.05,-1.0,-1.0,-1.0,85.92947524775536,5694350.596074042,5694350.596074042,28.249843639281483,8.08259084752281,23120.232085389078,87.0,26.83636863065706
1306893690.69,2.0103264,6.5719327,27.78,-1.0,-1.0,-1.0,86.50952662630853,5399412.79070973,5399412.79070973,29.139917824342668,8.204837709779957,23703.284710165906,88.60000000000001,26.83878770327298
1306893690.91,2.010162,6.5718094,28.65,-1.0,-1.0,-1.0,88.88019079901592,4992864.227336881,4992864.227336881,29.78134564465939,8.00476365903065,24087.414420494388,88.30000000000001,26.84185747580142
1306893691.33,2.0098478,6.5715738,30.6,-1.0,-1.0,-1.0,88.96363536535753,5953964.558437425,5953964.558437425,29.563732321648203,7.7404554560907775,23979.651989257338,89.60000000000001,26.84638940930973
1306893692.39,2.0090288,6.5709622,37.36,-1.0,-1.0,-1.0,91.70717980136723,6157246.770358374,6157246.770358374,27.588110839531865,7.544814444882364,24125.467865175266,90.50000000000001,26.85601976801489
1306893692.83,2.0086788,6.5707019,40.87,-0.1,-1.0,-1.0,94.20887980238818,6161431.644843609,6161431.644843609,28.323018928943384,7.6217728432296825,23772.090002271238,92.60000000000001,26.868222305197747
1306893693.26,2.008318,6.5704345,44.84,-0.1,-1.0,-1.0,99.18073785051908,6833560.334035544,6833560.334035544,28.632279526689175,7.639041150124294,23542.000710590226,93.60000000000001,26.88328792199564
1306893693.91,2.0077611,6.5700234,51.63,-0.2,-1.0,-1.0,101.0654920870778,7184130.139634131,7184130.139634131,26.526635075369413,7.366585556599516,24209.81188334397,90.3,26.903306513421715
1306893694.13,2.0075723,6.5698845,54.11,-0.2,223.5,-1.0,101.10592682154493,7368979.044076496,7368979.044076496,27.277676153688848,7.515308136701859,24482.886082334135,92.9,26.92490209522399
1306893694.56,2.0071895,6.569604,59.39,-0.3,223.5,-1.0,104.70911161227471,7728781.811283254,7728781.811283254,25.270825322153815,7.430471320559536,24553.490280472706,90.9,26.950141596536326
1306893694.77,2.0069967,6.5694631,62.17,-0.3,223.5,-1.0,107.79925711026797,8361077.997627979,8361077.997627979,26.074271433640803,7.321525947393235,24178.063893155162,91.2,26.97702698586266
1306893695.19,2.0066064,6.5691788,68.03,-0.4,223.5,-1.0,108.92097009597397,9058449.426615542,9058449.426615542,24.4209891069019,7.112020039748668,23819.423032836996,92.7,27.007839540543323
1306893695.62,2.0061918,6.5688784,74.57,-0.5,223.5,-1.0,112.75848125057229,9677289.095294356,9677289.095294356,23.613698219010846,7.442164852230703,23453.662628994633,94.00000000000001,27.04299264640509
1306893695.83,2.0059883,6.5687316,77.88,-0.6,223.5,-1.0,113.09913502057385,10606392.443946863,10606392.443946863,23.38414775067247,7.745909377081444,23926.892391163485,93.2,27.079186872126876
1306893696.26,2.005564,6.5684267,84.98,-0.7,223.5,-1.0,115.01025977024885,11353956.18480213,11353956.18480213,25.176140572235603,7.714920212467131,24467.051719119452,92.8,27.115641377813663
1306893696.48,2.005345,6.56827,88.74,-0.8,223.4,-1.0,115.77679176003754,11516568.552926766,11516568.552926766,23.321132963652428,7.795694212768868,24809.606177963415,92.8,27.15228726582766
1306893696.91,2.0049003,6.567953,96.54,-0.9,223.4,-1.0,120.05923291930826,11540560.810386049,11540560.810386049,23.95712162257087,7.494548303286376,25195.396229975846,91.0,27.191865131094502
1306893697.13,2.0046715,6.5677906,100.34,-1.0,223.4,-1.0,120.27137831359786,11653090.51206645,11653090.51206645,24.563378129029374,7.610705254469926,25444.269119999608,93.5,27.229154063727925
