flight id:501
flight code:Tu-142
origin:RU
date:2011-06-01
from:batumi
to:gelendzhik
motor(s):4
mass aircraft:96000.025248
mass fuel:96000.025248
lift coef:1.5098032749390164
drag coef:0.017311591591697872

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_2,engine_3,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893651.15,5.8544104,3.9282649,-1.0,-1.0,1.1,-1.0,-1.0,50.03768929419622,21371702.26022393,21371702.26022393,21371702.26022393,25.883693930900534,7.588094823616547,23871.169613750164,90.2,28.56602695220812
1306893663.79,5.86171,3.9296268,-1.0,-1.0,1.0,-1.0,-1.0,50.03768929419622,25612757.17339503,25612757.17339503,25612757.17339503,27.307878879144504,7.322278166261439,23412.801762553565,90.9,28.49311794083454
1306893705.11,5.9020464,3.9372573,99.6,1.1,6.6,-1.0,-1.0,84.31027827999617,24926402.751267295,24926402.751267295,24926402.751267295,27.97180572354449,7.197105559645516,22896.080028612036,92.69999999999999,28.496624065069014
1306893705.97,5.9030301,3.9374466,99.04,1.1,6.5,77.0,-1.0,98.82950318745638,14651657.609383143,14651657.609383143,14651657.609383143,28.69041026672186,7.193566001422532,22357.685298430817,93.8,28.498606785978897
1306893706.19,5.9032916,3.9374964,98.64,1.1,6.4,77.0,-1.0,102.60552679231037,12913524.271423776,12913524.271423776,12913524.271423776,28.099501665026832,7.395757297376609,22750.372056432225,92.49999999999999,28.49981632228686
1306893706.63,5.9037975,3.9375924,97.65,1.1,6.3,77.0,-1.0,99.22011548662987,12913524.271423774,12913524.271423774,12913524.271423774,28.099501665026835,7.395757297376609,22750.37205643223,92.49999999999999,28.49981632228686
1306893706.84,5.9040524,3.9376405,97.06,1.1,6.2,77.0,-1.0,104.59647900360753,14651657.609383142,14651657.609383142,14651657.609383142,28.69041026672186,7.193566001422532,22357.685298430813,93.8,28.498606785978893
1306893707.05,5.9042916,3.9376854,96.45,1.1,6.1,77.1,-1.0,98.22176902852085,24926402.751267295,24926402.751267295,24926402.751267295,27.971805723544488,7.197105559645516,22896.080028612036,92.70000000000002,28.49662406506901
1306893707.48,5.9048008,3.9377805,95.02,1.1,6.0,77.1,-1.0,102.19680808811309,25612757.173395038,25612757.173395038,25612757.173395038,27.3078788791445,7.322278166261437,23412.801762553565,90.90000000000002,28.493117940834537
1306893707.7,5.9050568,3.937828,94.24,1.0,5.9,77.1,-1.0,100.32132719968853,21371702.260223925,21371702.260223925,21371702.260223925,25.88369393090053,7.588094823616547,23871.169613750164,90.20000000000002,28.566026952208116
1306893708.12,5.9055605,3.9379211,92.64,1.0,6.0,77.2,-1.0,103.46033258753401,13433897.00190994,13433897.00190994,13433897.00190994,24.550993320123283,7.301781696299833,23564.85758949898,92.2,28.637711116687555
1306893708.34,5.9058213,3.937969,91.83,0.9,6.1,77.2,-1.0,102.10009792450819,3552435.467431008,3552435.467431008,3552435.467431008,24.998237065871482,7.426484116567973,23550.01897869897,89.0,28.70877520242684
1306893708.56,5.906095,3.9380192,91.05,0.9,6.3,77.2,-1.0,107.16151099176727,7450487.564722869,7450487.564722869,7450487.564722869,24.19871076746061,7.306900973739108,23908.351273368404,87.1,28.702229926836292
1306893708.77,5.906343,3.9380645,90.43,0.9,6.5,77.2,-1.0,101.76230976474069,5406610.325064779,5406610.325064779,5406610.325064779,23.130125629916854,7.215789107469226,24003.556190596162,85.3,28.695638719487206
1306893708.99,5.9066061,3.9381124,89.89,0.8,6.9,77.2,-1.0,103.15059666991547,5191246.720046033,5191246.720046033,5191246.720046033,23.475397808743416,7.082659020825277,24120.754759975534,86.80000000000001,28.68894033803489
1306893709.21,5.9068687,3.9381601,89.5,0.7,7.3,77.3,-1.0,102.52747481703074,4931222.389338355,4931222.389338355,4931222.389338355,21.965535831871147,7.238232216902299,24169.48563973662,84.3,28.682701274167876
1306893709.42,5.9071305,3.9382076,89.29,0.7,7.8,77.3,-1.0,107.39863405679675,1400636.2206865763,1400636.2206865763,1400636.2206865763,20.678892299139413,7.543892797066197,24253.90017387189,86.4,28.67675311143821
1306893709.63,5.9073892,3.9382543,89.3,0.6,8.3,77.3,-1.0,106.06145307475794,1193972.7373702915,1193972.7373702915,1193972.7373702915,20.524951636104092,7.594737919945437,24381.648327664312,85.7,28.671279576880032
1306893709.84,5.9076359,3.9382989,89.52,0.6,8.8,77.3,-1.0,101.05431531376114,1417117.1185647105,1417117.1185647105,1417117.1185647105,20.81320688561682,7.469413979526104,24248.31197276112,88.7,28.667069165681436
1306893710.06,5.907906,3.9383477,90.0,0.5,9.2,77.3,-1.0,105.78674602448923,1113528.8787754655,1113528.8787754655,1113528.8787754655,23.391295883813683,7.177775125799024,23623.163876575687,87.10000000000001,28.663823321411968
1306893710.27,5.908164,3.9383942,90.7,0.4,9.4,77.3,-1.0,105.81291928869382,2760845.369233943,2760845.369233943,2760845.369233943,21.80509652994926,7.2494984014406505,24069.663197364716,88.00000000000001,28.662338194552827
1306893710.48,5.9084208,3.9384406,91.61,0.3,9.6,77.4,-1.0,105.24323415432733,552746.2222801106,552746.2222801106,552746.2222801106,20.038749585555216,7.148217667618484,24526.514808464417,89.80000000000001,28.662169778104882
1306893710.69,5.9086776,3.938487,92.71,0.3,9.7,77.4,-1.0,105.53012721784435,1119798.7315859483,1119798.7315859483,1119798.7315859483,21.668347479391542,7.170368733691523,24858.899085362245,90.00000000000001,28.66344055675755
1306893710.9,5.9089318,3.938533,93.98,0.2,9.8,77.4,-1.0,104.38059527129442,1472111.0645541977,1472111.0645541977,1472111.0645541977,22.91627837009924,7.1829771940053035,25049.99217210994,91.8,28.666158185803916
1306893711.32,5.9094375,3.9386247,96.95,0.1,9.7,77.4,-1.0,103.83739859333976,1429868.122640893,1429868.122640893,1429868.122640893,22.449109185163614,7.036098427141409,25391.648258959864,93.2,28.6715628227243
1306893711.54,5.9096998,3.9386725,98.68,0.0,9.6,77.4,-1.0,103.13010231243595,6838877.336923874,6838877.336923874,6838877.336923874,24.70834814122468,6.798490692801221,25670.246413091903,93.2,28.678590381779422
1306893711.76,5.9099741,3.9387226,100.6,0.0,9.5,77.4,-1.0,107.67801857578677,7281661.424363685,7281661.424363685,7281661.424363685,26.256908316770424,6.5026471686427865,25670.54939087963,91.7,28.687248518262365
1306893711.97,5.9102324,3.9387699,102.5,-0.1,9.4,77.4,-1.0,106.27057015632236,4321943.601392761,4321943.601392761,4321943.601392761,26.73690003795277,6.502851924527624,25403.92719066497,91.5,28.697353505139006
1306893712.18,5.9104771,3.9388149,104.37,-0.1,9.3,77.4,-1.0,100.60490525647921,6724805.494075812,6724805.494075812,6724805.494075812,25.833602495599838,6.37280102650991,25417.70934670375,90.7,28.70872161537522
1306893712.39,5.9107375,3.9388629,106.4,-0.1,9.1,77.4,-1.0,107.32202865973278,8497562.820090542,8497562.820090542,8497562.820090542,23.279915309032948,6.644821815895011,25732.36328253236,93.60000000000001,28.721276296040138
1306893712.61,5.9110073,3.9389129,108.56,-0.2,9.0,77.4,-1.0,106.11775821976853,3301563.432185725,3301563.432185725,3301563.432185725,23.687148740572166,6.847857869842471,25308.71983016076,93.30000000000001,28.73494864949596
1306893712.82,5.9112613,3.9389601,110.61,-0.2,8.8,77.4,-1.0,104.84499285744884,3332760.007911558,3332760.007911558,3332760.007911558,26.1566970576403,7.116206899717243,25395.47132167042,95.2,28.749493706363847
1306893713.04,5.9115163,3.9390076,112.67,-0.2,8.6,77.4,-1.0,100.39554718753314,5703466.1407219805,5703466.1407219805,5703466.1407219805,23.51416785725936,7.368542960477667,24945.366037072556,95.10000000000001,28.764773671368225
1306893713.26,5.9117882,3.9390585,114.84,-0.2,8.4,77.4,-1.0,106.85807985559315,7235424.350935158,7235424.350935158,7235424.350935158,22.691569361216764,7.321960002768354,24715.57721335515,91.6,28.78074261275055
1306893713.47,5.9120469,3.9391071,116.82,-0.3,8.1,77.4,-1.0,106.79938124739994,5043606.448458028,5043606.448458028,5043606.448458028,24.458324274435277,7.443814162712912,24340.807640577743,92.1,28.795953680117126
1306893713.68,5.9122922,3.9391535,118.61,-0.3,7.8,77.4,-1.0,101.06686162096754,7816532.798347052,7816532.798347052,7816532.798347052,24.868047700540778,7.5393211362923696,24184.332163766638,92.5,28.811210679242233
1306893713.89,5.9125523,3.9392028,120.38,-0.3,7.6,77.4,-1.0,107.11534774805992,9721313.93096079,9721313.93096079,9721313.93096079,23.631628391087983,7.5181688628844014,24801.84039370875,91.1,28.826352848971023
1306893714.11,5.912821,3.939254,122.05,-0.3,7.3,77.4,-1.0,105.59096727375388,4583002.0350230485,4583002.0350230485,4583002.0350230485,23.62508522228672,7.631149333614938,24571.625031802807,90.89999999999999,28.841318946958776
1306893714.32,5.9130755,3.9393026,123.46,-0.3,7.0,77.3,-1.0,104.81408954726314,4967287.629462283,4967287.629462283,4967287.629462283,24.269881304935467,7.664351489848854,24733.11504322129,89.3,28.855932901464463
1306893714.53,5.9133279,3.9393509,124.68,-0.2,6.8,77.3,-1.0,103.8270133910237,5542710.282512412,5542710.282512412,5542710.282512412,26.928326274234763,7.735219922791831,25013.7032201853,88.9,28.869926777229992
1306893714.75,5.9135929,3.9394018,125.75,-0.2,6.6,77.3,-1.0,104.26541812660405,4768219.919441429,4768219.919441429,4768219.919441429,27.27556252537038,7.5366786866610305,25382.323502294195,88.9,28.88308622604889
1306893714.97,5.9138548,3.9394522,126.6,-0.2,6.4,77.3,-1.0,102.74402346120162,4569630.497026005,4569630.497026005,4569630.497026005,24.7317699688751,7.28489394119125,24847.838855769533,85.30000000000001,28.895327039697182
1306893715.18,5.914116,3.9395025,127.26,-0.2,6.3,77.3,-1.0,107.5032713221326,10387014.778744416,10387014.778744416,10387014.778744416,26.26610672525461,7.229043766549218,25356.718861956673,85.60000000000001,28.906496112313107
1306893715.61,5.9146413,3.9396038,128.08,-0.1,6.4,77.3,-1.0,105.41278290377686,6724855.555979398,6724855.555979398,6724855.555979398,25.0682351461659,7.4850423961948565,26146.02154768927,87.0,28.916631720362098
1306893715.82,5.9149018,3.9396539,128.3,-0.1,6.5,77.3,-1.0,107.19016780807283,3518488.767626687,3518488.767626687,3518488.767626687,23.42928714444262,7.4586284969581635,26028.371936338015,85.90000000000002,28.925419996827543
1306893716.03,5.9151629,3.9397042,128.41,-0.1,6.6,77.3,-1.0,107.24429041168776,2891858.494714626,2891858.494714626,2891858.494714626,22.359818628397907,7.687834244716049,26071.43600502598,85.60000000000001,28.932922184054142
1306893716.24,5.915416,3.9397529,128.44,-0.0,6.8,77.3,-1.0,104.01098915620678,9335368.41205126,9335368.41205126,9335368.41205126,23.138851517747348,7.761506759187568,25515.00429856904,87.20000000000002,28.939092350283364
1306893716.46,5.9156932,3.9398062,128.41,-0.0,6.9,77.3,-1.0,108.69020486743281,9479032.455733372,9479032.455733372,9479032.455733372,21.836164894569585,7.4529399509306,26013.78193447177,86.30000000000001,28.94396111668756
1306893716.67,5.9159499,3.9398554,128.33,0.1,7.0,77.3,-1.0,105.60579051024803,9638575.104314044,9638575.104314044,9638575.104314044,22.630799405734578,7.578310468125183,25644.182481304288,87.4,28.947689244421596
1306893716.9,5.9162321,3.9399096,128.21,0.1,7.1,77.3,-1.0,106.01458124803405,4884328.582266878,4884328.582266878,4884328.582266878,22.636057192512958,7.505925301555671,25163.653303926774,86.10000000000001,28.950391562881784
1306893717.11,5.9164938,3.9399597,128.08,0.1,7.2,77.3,-1.0,107.47365067092414,1037310.7618908243,1037310.7618908243,1037310.7618908243,22.50148986717142,7.413238351888127,24973.77193092483,86.9,28.95217524617138
1306893717.33,5.9167811,3.9400146,127.92,0.2,7.2,77.3,-1.0,112.63031948565727,3418326.035621794,3418326.035621794,3418326.035621794,24.701071547018252,7.546733741563079,25296.58186522863,88.7,28.953185744859038
1306893717.54,5.9170365,3.9400634,127.77,0.2,7.3,77.3,-1.0,104.88805119645824,3107228.583667308,3107228.583667308,3107228.583667308,23.12735061913538,7.269056060112727,24834.10287864621,91.60000000000001,28.95357616480654
1306893717.75,5.9173063,3.940115,127.61,0.2,7.4,77.3,-1.0,110.99732017892659,987249.8729538321,987249.8729538321,987249.8729538321,24.660979627223185,7.1725629423605675,24339.920651572596,90.0,28.953216366031388
1306893717.96,5.9175654,3.9401644,127.46,0.3,7.5,77.4,-1.0,106.46775347097662,6332948.050410716,6332948.050410716,6332948.050410716,24.0901633498743,7.146589040510187,24129.79605351603,90.00000000000001,28.952573321411972
