flight id:b01
flight code:F-15E
origin:US
date:2011-06-01
from:mozdok
to:nalchik
motor(s):2
mass aircraft:37637
mass fuel:37637
lift coef:1.6723900635573576
drag coef:0.01254232652701665

1306893631.32,3.1802899,7.0335739,-3.28084,-1.0,-0.7,-1.0,-1.0,172.28322021438876,958.0203922935096,958.0203922935096,296.83985926030886,0.07037686696450443,3.6248833849050106,99.4,0.3200611499477719
1306893632.58,3.1811981,7.0340873,119.3569592,-1.0,2.4,-1.0,-1.0,172.28322021438876,1198.7944340003612,1198.7944340003612,297.3039576886858,0.06978072321482974,3.6951403220055083,100.30000000000001,0.31994019631697573
1306893633.01,3.1815218,7.0342703,119.5538096,-1.0,4.8,-1.0,-1.0,166.14464509704828,1856.7119504962118,1856.7119504962118,296.5101634161242,0.06787273466534603,3.7033790294671016,101.10000000000001,0.319925574707177
1306893634.5,3.1826997,7.0349361,119.8490852,-1.0,8.2,-1.0,-1.0,174.66899983781914,2676.101745996617,2676.101745996617,295.37196475459007,0.07068570372592048,3.6387951369223988,102.4,0.3199186083904666
1306893634.92,3.1830425,7.0351298,119.8490852,-1.0,8.6,-1.0,-1.0,180.45234225927172,3289.9308052119886,3289.9308052119886,295.06846067217214,0.07006515176392297,3.535252792609106,101.30000000000001,0.31991577593202386
1306893635.36,3.1834127,7.0353391,120.17716920000001,-1.0,9.0,-1.0,-1.0,186.089553859882,3289.9308052119886,3289.9308052119886,295.06846067217214,0.07006515176392296,3.535252792609106,101.30000000000003,0.31991577593202386
1306893635.79,3.1837813,7.0355475,121.062996,-1.0,9.5,-1.0,-1.0,189.84801849286617,2676.101745996617,2676.101745996617,295.37196475459007,0.07068570372592048,3.6387951369223988,102.4,0.31991860839046654
1306893636.22,3.1841549,7.0357587,122.83464959999999,-1.0,9.8,-1.0,-1.0,192.39424881005493,1856.711950496212,1856.711950496212,296.51016341612427,0.06787273466534603,3.703379029467101,101.10000000000001,0.319925574707177
1306893636.66,3.1845465,7.0359802,125.820214,-1.0,10.0,-1.0,-1.0,197.27367084356288,1198.7944340003617,1198.7944340003617,297.3039576886858,0.06978072321482974,3.695140322005508,100.30000000000001,0.3199401963169758
1306893639.24,3.1869576,7.0373501,171.1942312,0.1,10.0,-1.0,-1.0,207.90375089869286,958.0203922935099,958.0203922935099,296.83985926030886,0.07037686696450443,3.6248833849050106,99.40000000000002,0.3200611499477719
1306893640.09,3.1877994,7.0378328,197.014442,0.1,10.2,-1.0,-1.0,221.90957268256835,692.6521830135549,692.6521830135549,296.30944417905937,0.0697601348474966,3.676837632048842,98.50000000000001,0.32052850559081647
1306893640.51,3.1882238,7.0380774,211.6797968,0.2,10.2,-1.0,-1.0,227.22017045138404,831.991528063,831.991528063,297.51645482847323,0.06876510453346206,3.637071460390925,99.10000000000002,0.32074392553832304
1306893640.95,3.188673,7.0383372,228.2480388,0.2,10.1,-1.0,-1.0,230.03228510028038,1115.9122081617259,1115.9122081617259,297.1661168205261,0.07221575727827101,3.5259768163533134,98.50000000000003,0.3209975453983406
1306893642.22,3.1900013,7.0391127,282.8740248,0.5,9.9,51.6,-1.0,236.99929828318682,1606.3842364706795,1606.3842364706795,296.5138118364324,0.07058742894286658,3.5785595556197833,97.0,0.3213779369119014
1306893642.64,3.19045,7.0393772,303.0183824,0.5,9.9,51.6,-1.0,243.46833435063957,2140.0916509099447,2140.0916509099447,297.1299165443485,0.07066137353653267,3.6124485789297767,94.9,0.32180533192502475
1306893643.06,3.1909045,7.0396464,324.146992,0.8,9.8,51.6,-1.0,247.22793534805703,2571.0244044029782,2571.0244044029782,296.45280701916084,0.07046309854268779,3.7320869770761953,95.10000000000001,0.32228126149632835
1306893643.48,3.1913605,7.0399178,345.89896120000003,0.9,9.7,51.6,-1.0,248.63843525976523,3202.990738455793,3202.990738455793,297.6753654601794,0.07010302409480515,3.6798304039118177,92.4,0.32280587873167393
1306893643.9,3.1918247,7.0401956,368.1430564,1.1,9.4,51.6,-1.0,253.86657285452398,4006.173887470278,4006.173887470278,297.65833865686494,0.0714364253293513,3.6172075555806735,93.70000000000002,0.3233782649958909
1306893644.33,3.1922999,7.0404812,390.4527684,1.3,9.1,51.6,-1.0,254.0302404514797,4471.324312113456,4471.324312113456,295.9422201134303,0.07115844331327542,3.588633892177122,95.1,0.3239957409363983
1306893644.75,3.1927765,7.0407691,411.90946199999996,1.5,8.8,51.6,-1.0,261.31007923215753,5256.743658225254,5256.743658225254,295.9056415154265,0.07012076249025614,3.5847179338228172,95.7,0.3245574097902916
1306893645.18,3.1932732,7.0410703,432.90683799999994,1.7,8.5,51.6,-1.0,266.16587681419134,5740.856654716626,5740.856654716626,296.36931495926603,0.06976942221796704,3.627502174113779,94.3,0.325107825363345
1306893645.62,3.1937805,7.0413791,452.5590696,2.0,8.2,51.6,-1.0,265.893585997998,5896.983354327808,5896.983354327808,295.1920511056274,0.07099060103387371,3.676099728538512,91.69999999999999,0.32566987698189265
1306893646.04,3.1942742,7.0416804,469.816288,2.3,8.0,51.6,-1.0,271.0200453748558,6288.02054793144,6288.02054793144,294.5718917859304,0.06960678294200165,3.7370783632099958,89.6,0.32623353621198886
1306893646.47,3.1947874,7.0419944,485.6627452,2.6,8.0,51.6,-1.0,275.1058639423719,6518.85709151441,6518.85709151441,296.2684558857113,0.06928397603546352,3.774170037128839,91.3,0.3267067098777806
1306893646.89,3.1953054,7.0423115,499.4750816,2.9,8.0,51.6,-1.0,284.32518069015555,6581.499220378201,6581.499220378201,296.09475992313014,0.06868943895580132,3.771804552726664,91.50000000000001,0.3271651088279119
1306893647.31,3.1958196,7.0426264,511.0892552,3.2,7.8,51.6,-1.0,282.00181168881085,6564.9866758982425,6564.9866758982425,296.107441387199,0.07143792361904124,3.650126979351297,89.60000000000001,0.32760130742808685
1306893647.73,3.1963485,7.0429501,521.325476,3.5,7.9,51.6,-1.0,289.94128453358064,6943.829040662198,6943.829040662198,294.7990997370994,0.07050387357242718,3.603049986048879,91.80000000000001,0.3280106359495217
1306893648.15,3.1968824,7.0432762,530.67587,3.8,8.2,51.6,-1.0,292.27565988482985,6771.0057796452775,6771.0057796452775,295.2365583133976,0.06931626358540953,3.6392484568836685,88.9,0.32838987916911916
1306893648.58,3.1974445,7.0436186,540.026264,4.1,8.5,51.6,-1.0,300.4095613621559,7123.487295832073,7123.487295832073,295.26350889015066,0.06785562852685005,3.595899037723282,88.4,0.3287388839810177
