flight id:3201
flight code:F-16A
origin:US
date:2011-06-01
from:krymsk
to:soganlug
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893600.46,6.4773455,3.9049664,33986.1231348,0.2,2.1,-1.0,2253678.9107004004,-1034242.2575052001,-1.0,569.6903592668051,201980.33211557678,299.10563993920977,0.06607923899932885,3.566930299069387,90.06208494763659,0.9988603839984154
1306893600.68,6.477435,3.9054623,33978.9380952,0.3,2.2,-1.0,2253683.0117504,-1034058.6288903999,-1.0,569.6903592668051,198653.02933859825,298.8843780874605,0.06571176939458642,3.55347168302736,87.71372739190682,0.9988603839984154
1306893601.12,6.4776154,3.9064491,33969.620509600005,-0.1,3.1,-1.0,2253692.0340604,-1033693.2417396,-1.0,566.5720404927716,200036.7439045956,299.04365299975706,0.06715271040732594,3.5084153008929246,85.42035574759822,0.9988603839984154
1306893601.76,6.47787,3.9078753,33960.959092,-0.8,5.0,-1.0,2253703.32015,-1033165.22335,-1.0,562.7396494422293,200596.00036059608,298.9590513154437,0.06725675297800768,3.5436010587139113,83.817654741942,0.9988603839984154
1306893602.39,6.4781085,3.909271,33954.0037112,-1.3,6.3,-1.0,2253711.7191004003,-1032648.9175592,-1.0,558.9129213194543,200436.1547484292,298.78465551878,0.06829604812600067,3.5979239856377943,86.54803929752424,0.9988603839984154
1306893602.6,6.478186,3.9097346,33952.1992492,-1.5,6.6,-1.0,2253713.98288,-1032477.3624356,-1.0,557.0928328095681,200436.1547484292,298.78465551878,0.06829604812600067,3.5979239856377943,86.54803929752424,0.9988603839984154
1306893603.26,6.478425,3.9111883,33947.5404564,-2.1,6.6,-1.0,2253719.9212004,-1031939.9280352001,-1.0,555.2712998800979,200596.00036059608,298.9590513154437,0.06725675297800766,3.5436010587139104,83.81765474194201,0.9988603839984154
1306893603.93,6.4786616,3.9126622,33944.2924248,-2.6,6.8,2.5,2253724.4487595996,-1031395.0133196,-1.0,554.5712123465307,200036.7439045956,299.04365299975706,0.06715271040732593,3.5084153008929246,85.42035574759822,0.9988603839984154
1306893604.14,6.4787325,3.9131113,33943.3409812,-2.8,6.8,2.5,2253725.46582,-1031229.0028156001,-1.0,539.0293459153835,198653.02933859825,298.8843780874605,0.06571176939458641,3.5534716830273596,87.71372739190682,0.9988603839984154
1306893604.58,6.4788837,3.914078,33934.2530544,-3.1,6.5,2.5,2253727.3030904,-1030871.8177647999,-1.0,553.6916535982974,201980.33211557678,299.10563993920977,0.06607923899932887,3.566930299069387,90.06208494763659,0.9988603839984154
1306893605.05,6.4790446,3.9151203,33920.539143199996,-3.4,6.3,2.5,2253728.74666,-1030486.7127656001,-1.0,559.036866562659,201450.67921982126,300.0780041051962,0.06466633231438192,3.6809306014436802,89.87522801550674,0.9988603839984154
1306893605.3,6.4791285,3.9156695,33913.616570800004,-3.5,6.2,2.5,2253729.1731692,-1030283.82562,-1.0,553.6675487841884,199730.53964855731,298.2548834794352,0.06622345587703796,3.691948191390074,92.59152453074111,0.9988603839984154
1306893606.02,6.4793693,3.9172645,33896.8514784,-3.8,6.2,2.5,2253729.9933792,-1029694.7179896,-1.0,558.1093271730301,200667.09687526463,296.6177813340458,0.06836167763323296,3.6381438268670987,92.74746847412531,0.9988603839984154
1306893606.25,6.4794467,3.9177822,33892.5207696,-3.9,5.9,2.2,2253729.9933792,-1029503.5106344,-1.0,566.9816728142343,196410.32071280037,298.5601554695226,0.07090774563713513,3.655240635863241,93.60339798907154,0.9988603839984154
1306893606.7,6.4795931,3.91877,33885.4669636,-4.1,5.8,2.1,2253729.56687,-1029138.7140348,-1.0,552.8414858796843,187331.8608334517,299.18065922607695,0.07219152599430907,3.71982651817692,93.80724342143165,0.9988603839984154
1306893607.17,6.4797456,3.9198079,33879.2333676,-4.1,5.8,2.1,2253728.9435104,-1028755.4791143999,-1.0,556.0401373366818,185568.47332346634,299.61818376736665,0.07142204023078386,3.6696234522980085,95.396601160384,0.9988603839984154
1306893607.47,6.479842,3.9204696,33875.7556772,-4.3,5.8,2.0,2253728.3529592,-1028511.2533847999,-1.0,555.1322502354219,182488.222207098,300.46970047883826,0.07217317600290675,3.6544846434193685,98.22091578761228,0.9988603839984154
1306893608.58,6.4801986,3.9229572,33864.174311999996,-4.5,5.8,1.8,2253724.2519092,-1027592.9134604,-1.0,564.1574442897181,178349.45664038134,301.4611972349426,0.07261228553458655,3.6536476415909513,95.39498034915084,0.9988603839984154
1306893609.41,6.4804565,3.9248025,33856.3659128,-4.5,5.8,1.8,2253719.3306492,-1026911.94231,-1.0,559.4629837144918,182896.51094497845,301.46324394404246,0.07479469048501855,3.658782567620441,95.74141524488927,0.9988603839984154
1306893609.7,6.4805457,3.9254507,33853.8068576,-4.5,5.8,1.6,2253717.26372,-1026672.8674992,-1.0,562.1573838532994,185445.64422262146,299.0647158263181,0.07550054576864305,3.617645427560515,94.21436794515972,0.9988603839984154
1306893610.57,6.4808079,3.927394,33846.9827104,-4.5,5.8,1.6,2253709.6849796,-1025956.0039592,-1.0,561.8781885869241,184615.1561608265,299.4842987815663,0.07492704664510556,3.548825016296436,95.04119503361346,0.9988603839984154
1306893610.93,6.4809162,3.9282126,33844.4564636,-4.4,5.8,1.4,2253705.78078,-1025654.0354456,-1.0,571.9939339008704,186260.39568813905,299.5753122910252,0.07580188776329985,3.486959964354414,92.70685887314573,0.9988603839984154
1306893611.36,6.4810402,3.9291647,33841.6349412,-4.4,5.8,1.3,2253700.85952,-1025302.9855656001,-1.0,556.7217316903574,185790.3166136446,300.2752643921866,0.07378226295800287,3.60113626195556,93.89672294234389,0.9988603839984154
1306893611.79,6.481166,3.9301449,33838.7806104,-4.4,5.8,1.2,2253695.11805,-1024941.6010396,-1.0,573.126260825857,185179.03156281286,300.0261745934253,0.07225755113066043,3.6424069456367625,91.71409923548507,0.9988603839984154
1306893612.23,6.4812897,3.9311242,33836.024704799995,-4.2,5.6,1.2,2253688.9828792,-1024580.7086396,-1.0,559.3470365188716,184404.38479988495,299.21065814026343,0.07317241659631905,3.6454226395889413,89.29352782596439,0.9988603839984154
1306893612.72,6.4814265,3.9322265,33833.1047572,-4.1,5.6,1.2,2253681.3713304,-1024174.3766056001,-1.0,565.5269417073047,186186.01299500273,300.38369989817625,0.07394086813764555,3.590212622301115,87.6819269381245,0.9988603839984154
1306893613.26,6.4815766,3.9334592,33829.8567256,-4.0,5.6,1.2,2253672.15217,-1023720.2099243999,-1.0,573.5919302787096,188948.90168116355,300.10414946962237,0.07644483326151949,3.654005214906754,86.02541724912041,0.9988603839984154
1306893613.99,6.4817714,3.9350991,33825.5916336,-3.9,5.8,1.2,2253658.4054504,-1023116.1088552001,-1.0,564.4050593482938,189469.21344510568,300.9692088209378,0.07622711451481358,3.6940318113257793,87.3011740017634,0.9988603839984154
1306893614.89,6.4820074,3.9371486,33818.8331032,-3.7,5.8,0.7,2253639.1469195997,-1022361.3188047999,-1.0,572.0358713284072,191646.2794658274,298.272161035672,0.07579273569878275,3.6595555434119076,86.0524956041962,0.9988603839984154
1306893615.88,6.4822561,3.9393877,33810.860662,-3.4,5.8,0.6,2253615.7545304,-1021536.9093296,-1.0,568.0463308304605,192989.24616708912,298.5724015398472,0.078560628621853,3.752223849810182,86.58393441241533,0.9988603839984154
1306893616.92,6.4825094,3.9417609,33803.774047599996,-3.1,5.8,0.6,2253588.0970492,-1020663.58253,-1.0,572.8703632619817,193322.86734577786,296.49131657418263,0.07908845289167889,3.840454660901444,85.66748140799223,0.9988603839984154
1306893618.13,6.4827918,3.9445232,33796.4577744,-2.9,5.5,0.3,2253552.4015099998,-1019647.34234,-1.0,573.0214787544242,193470.24467531673,297.46247416522624,0.07993103193017222,3.8860182392048404,85.78403185956071,0.9988603839984154
