flight id:901
flight code:F-15C
origin:US
date:2011-06-01
from:krasnodar center
to:vaziani
motor(s):2
mass aircraft:29498
mass fuel:29498
lift coef:1.408162940600709
drag coef:0.016385370250972982

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306894803.26,8.6033458,5.2037256,1729.5604227999997,-0.0,-0.8,283.4,2767386.2762204004,-488315.36995679996,-1.0,22.36049227770609,11.248441456693556,11.248441456693556,295.9714774165904,0.06948546664819975,3.7313648044087886,88.2,0.3483525334648307
1306894802.63,8.6033602,5.2037226,1729.5604227999997,-0.0,-0.6,283.9,2767390.3772704,-488315.9276996,-1.0,22.40277648150674,12.761379201761196,12.761379201761196,294.842951280417,0.07010566074256601,3.661451507668694,86.70000000000002,0.3483524569118998
1306894802.42,8.6033647,5.2037215,1729.5604227999997,-0.0,-0.4,283.9,2767391.6239895998,-488316.12455,-1.0,22.29729376797708,4.941599123158898,4.941599123158898,296.4960027763592,0.07048159935478045,3.620559369899822,88.9,0.3483523803589689
1306894801.79,8.6033785,5.2037183,1729.5604227999997,-0.0,-0.3,283.9,2767395.5281892,-488316.780718,-1.0,22.465901663456105,7.472196305123726,7.472196305123726,297.60491556542837,0.07013563066168581,3.610955887703733,89.10000000000001,0.34835230380603804
1306894801.37,8.6033879,5.2037163,1729.5604227999997,-0.0,-0.3,283.7,2767397.9888192,-488317.1416104,-1.0,22.826553171668206,16.387936501154403,16.387936501154403,298.38141140370305,0.06999765569372174,3.645243415360229,89.2,0.34835222725310716
1306894800.74,8.6034019,5.2037145,1729.494806,-0.0,-0.3,283.5,2767401.8602104,-488317.30565239995,-1.0,22.784685296685776,19.807978598027347,19.807978598027347,296.9047173747385,0.07118426125789835,3.6090664353464574,90.2,0.3483521507001763
1306894800.11,8.6034161,5.2037125,1729.494806,-0.0,-0.3,283.5,2767405.76441,-488317.5025028,-1.0,22.40277482488729,21.11137040384435,21.11137040384435,297.42184957311787,0.06871287256477016,3.607884373541538,89.2,0.34835222725310716
1306894799.9,8.6034208,5.2037119,1729.494806,-0.0,-0.5,283.5,2767407.0111292,-488317.69935320003,-1.0,23.00057036481345,12.362591538961262,12.362591538961262,296.9389935603732,0.07005590887856777,3.620147560708543,92.5,0.34835230380603804
1306894799.27,8.6034349,5.20371,1729.494806,-0.0,-0.9,283.5,2767410.8825204,-488317.69935320003,-1.0,22.819542272221163,7.131765931713855,7.131765931713855,296.884572684511,0.0713786100897745,3.636814638849368,92.0,0.3483523803589689
1306894798.64,8.6034493,5.2037081,1729.5276144,-0.0,-0.4,283.5,2767414.78672,-488317.8633952,-1.0,22.699344956310554,3.765602212133284,3.765602212133284,297.68289614765746,0.07222095134353526,3.6819764663270003,91.3,0.3483524569118998
1306894798.43,8.6034541,5.2037074,1729.5276144,-0.0,-0.3,283.6,2767416.2302896,-488317.929012,-1.0,22.570113350363574,3.5011985641243815,3.5011985641243815,298.289739690944,0.07123845750787172,3.7204793203085433,92.2,0.3483524569118998
1306894798.01,8.6034635,5.2037056,1729.5276144,-0.0,-0.2,283.8,2767418.6909196,-488318.2242876,-1.0,22.244981225445514,5.198765379930936,5.198765379930936,298.380001409271,0.06851742277173542,3.747993788276983,94.30000000000001,0.3483524569118998
1306894797.59,8.6034725,5.2037034,1729.5276144,-0.0,-0.2,283.7,2767421.3484,-488318.68360519997,-1.0,22.715594088646462,7.21480310588377,7.21480310588377,298.78531989789064,0.06862638684754595,3.759350118934314,95.2,0.3483524569118998
1306894797.38,8.6034773,5.2037026,1729.5276144,-0.0,-0.1,283.6,2767422.5951192,-488318.7820304,-1.0,22.652368768000866,10.177409613359632,10.177409613359632,299.9441342486044,0.06661808273730183,3.856765286441349,93.1,0.3483525334648307
1306894796.75,8.6034915,5.2037007,1729.5276144,-0.0,0.1,283.2,2767426.4665104,-488319.1101144,-1.0,22.993694774223993,9.364898359142105,9.364898359142105,301.65272814622375,0.06696168091913128,3.715561851700094,93.0,0.34835261001776163
1306894796.12,8.6035054,5.2036989,1729.5276144,-0.0,-0.5,283.2,2767430.37071,-488319.1101144,-1.0,22.715594088646462,10.748573249221723,10.748573249221723,302.09237252057875,0.06820406707309544,3.643255147645161,90.49999999999999,0.3483526865706925
1306894795.91,8.6035102,5.2036982,1729.5276144,-0.0,-0.7,283.1,2767431.6174292,-488319.2085396,-1.0,22.861264336632463,12.74985834578736,12.74985834578736,301.3140230073007,0.06953084631926772,3.5756601883123023,92.2,0.34835276312362334
1306894795.28,8.6035241,5.2036964,1729.5276144,-0.0,-0.7,282.7,2767435.4888204,-488319.33977320004,-1.0,22.819514646452,14.594600670895296,14.594600670895296,301.5514553721972,0.06770324841881303,3.5927122035479178,92.00000000000001,0.3483528396765542
1306894794.65,8.6035384,5.2036944,1729.5276144,-0.0,-0.5,282.7,2767439.39302,-488319.5038152,-1.0,22.819909926152118,19.664257455319966,19.664257455319966,299.26661855706357,0.0681718668770625,3.4880378111630934,94.00000000000001,0.3483529162294851
1306894794.44,8.6035434,5.2036937,1729.5276144,-0.0,-0.4,282.6,2767440.6397392,-488319.56943199993,-1.0,22.81985626981772,26.553704525462738,26.553704525462738,300.5039874001555,0.0699611900094396,3.54714644731119,92.00000000000001,0.348352992782416
1306894794.02,8.6035528,5.2036925,1729.5276144,-0.0,-0.4,282.6,2767443.2972195996,-488319.66785719997,-1.0,22.94591688818265,31.207431436599705,31.207431436599705,300.3680373316059,0.07102119425061856,3.5457175958315004,92.00000000000003,0.3483530693353469
