flight id:501
flight code:Tu-142
origin:RU
date:2011-06-01
from:mozdok
to:krymsk
motor(s):4
mass aircraft:96000.025248
mass fuel:96000.025248
lift coef:1.5098032749390164
drag coef:0.017311591591697872

1306893651.15,5.8544104,3.9282649,-1.0,-1.0,1.1,-1.0,634916.31,-318222.81,-1.0,50.03768929419622,21371702.26022393,21371702.26022393,21371702.26022393,21371702.26022393,22.473059935608305,7.057617551112468,25893.587717122973,86.9,28.851324382207057
1306893663.79,5.86171,3.9296268,-1.0,-1.0,1.0,-1.0,635506.5,-318008.31,-1.0,50.03768929419622,25612757.17339503,25612757.17339503,25612757.17339503,25612757.17339503,22.791491871269706,7.18326813434929,26129.189674585865,87.2,28.77841537083348
1306893705.11,5.9020464,3.9372573,99.6,1.1,6.6,-1.0,638766.06,-316810.41,-1.0,84.31027827999617,24926402.751267295,24926402.751267295,24926402.751267295,24926402.751267295,24.47909157690159,7.395251236957334,26749.138060221874,88.9,28.781921495067948
1306893705.97,5.9030301,3.9374466,99.04,1.1,6.5,77.0,638845.56,-316780.81,-1.0,98.82950318745638,14651657.609383143,14651657.609383143,14651657.609383143,14651657.609383143,22.476291446198914,7.538974341900461,26202.0349716364,86.80000000000001,28.783904215977834
1306893706.19,5.9032916,3.9374964,98.64,1.1,6.4,77.0,638866.69,-316773.0,-1.0,102.60552679231037,12913524.271423776,12913524.271423776,12913524.271423776,12913524.271423776,21.06682875901987,7.31939416542976,26398.68423581083,88.20000000000002,28.7851137522858
1306893706.63,5.9037975,3.9375924,97.65,1.1,6.3,77.0,638907.56,-316757.94,-1.0,99.22011548662987,12913524.271423774,12913524.271423774,12913524.271423774,12913524.271423774,21.06682875901987,7.31939416542976,26398.684235810822,88.20000000000002,28.785113752285795
1306893706.84,5.9040524,3.9376405,97.06,1.1,6.2,77.0,638928.13,-316750.38,-1.0,104.59647900360753,14651657.609383142,14651657.609383142,14651657.609383142,14651657.609383142,22.47629144619891,7.5389743419004605,26202.0349716364,86.80000000000003,28.783904215977834
1306893707.05,5.9042916,3.9376854,96.45,1.1,6.1,77.1,638947.44,-316743.28,-1.0,98.22176902852085,24926402.751267295,24926402.751267295,24926402.751267295,24926402.751267295,24.479091576901595,7.395251236957334,26749.13806022187,88.9,28.78192149506795
1306893707.48,5.9048008,3.9377805,95.02,1.1,6.0,77.1,638988.63,-316728.31,-1.0,102.19680808811309,25612757.173395038,25612757.173395038,25612757.173395038,25612757.173395038,22.79149187126971,7.18326813434929,26129.18967458587,87.19999999999999,28.77841537083348
1306893707.7,5.9050568,3.937828,94.24,1.0,5.9,77.1,639009.31,-316720.78,-1.0,100.32132719968853,21371702.260223925,21371702.260223925,21371702.260223925,21371702.260223925,22.4730599356083,7.057617551112468,25893.587717122973,86.9,28.851324382207054
1306893708.12,5.9055605,3.9379211,92.64,1.0,6.0,77.2,639050.06,-316706.06,-1.0,103.46033258753401,13433897.00190994,13433897.00190994,13433897.00190994,13433897.00190994,19.923507474297004,7.3236537092148755,25253.781052728616,87.50000000000001,28.923008546686496
1306893708.34,5.9058213,3.937969,91.83,0.9,6.1,77.2,639071.13,-316698.47,-1.0,102.10009792450819,3552435.467431008,3552435.467431008,3552435.467431008,3552435.467431008,21.73006225826357,7.1611073426295215,24638.631162108886,86.5,28.994072632425777
1306893708.56,5.906095,3.9380192,91.05,0.9,6.3,77.2,639093.25,-316690.5,-1.0,107.16151099176727,7450487.564722869,7450487.564722869,7450487.564722869,7450487.564722869,21.403461990689493,6.897718206861277,24075.730762145082,86.6,28.98752735683523
1306893708.77,5.906343,3.9380645,90.43,0.9,6.5,77.2,639113.31,-316683.31,-1.0,101.76230976474069,5406610.325064779,5406610.325064779,5406610.325064779,5406610.325064779,23.22312903320674,7.093681332305405,24395.932799225986,89.69999999999999,28.980936149486144
1306893708.99,5.9066061,3.9381124,89.89,0.8,6.9,77.2,639134.63,-316675.72,-1.0,103.15059666991547,5191246.720046033,5191246.720046033,5191246.720046033,5191246.720046033,24.568218566663383,7.337743309882718,24117.897708243367,87.9,28.974237768033827
1306893709.21,5.9068687,3.9381601,89.5,0.7,7.3,77.3,639155.81,-316668.13,-1.0,102.52747481703074,4931222.389338355,4931222.389338355,4931222.389338355,4931222.389338355,24.48099414641042,7.253569910003608,23593.261031760016,87.6,28.96799870416681
1306893709.42,5.9071305,3.9382076,89.29,0.7,7.8,77.3,639177.0,-316660.56,-1.0,107.39863405679675,1400636.2206865763,1400636.2206865763,1400636.2206865763,1400636.2206865763,25.11735934414747,7.190531491644156,23787.18225617495,89.5,28.96205054143715
1306893709.63,5.9073892,3.9382543,89.3,0.6,8.3,77.3,639197.94,-316653.13,-1.0,106.06145307475794,1193972.7373702915,1193972.7373702915,1193972.7373702915,1193972.7373702915,23.696534719633394,7.218209374663687,23854.529079346095,88.60000000000001,28.956577006878973
1306893709.84,5.9076359,3.9382989,89.52,0.6,8.8,77.3,639217.88,-316646.03,-1.0,101.05431531376114,1417117.1185647105,1417117.1185647105,1417117.1185647105,1417117.1185647105,24.228431226636783,7.127402486968774,24745.017390219644,86.9,28.95236659568037
1306893710.06,5.907906,3.9383477,90.0,0.5,9.2,77.3,639239.75,-316638.25,-1.0,105.78674602448923,1113528.8787754655,1113528.8787754655,1113528.8787754655,1113528.8787754655,24.1597578659137,7.447815535606438,25127.554418702737,86.4,28.949120751410902
1306893710.27,5.908164,3.9383942,90.7,0.4,9.4,77.3,639260.63,-316630.84,-1.0,105.81291928869382,2760845.369233943,2760845.369233943,2760845.369233943,2760845.369233943,26.3871841101978,7.264271415152605,25564.175101564615,88.30000000000001,28.94763562455176
1306893710.48,5.9084208,3.9384406,91.61,0.3,9.6,77.4,639281.38,-316623.44,-1.0,105.24323415432733,552746.2222801106,552746.2222801106,552746.2222801106,552746.2222801106,25.553417857434855,7.330114641169468,26347.537562619033,91.00000000000001,28.947467208103816
1306893710.69,5.9086776,3.938487,92.71,0.3,9.7,77.4,639302.19,-316616.06,-1.0,105.53012721784435,1119798.7315859483,1119798.7315859483,1119798.7315859483,1119798.7315859483,23.957607247337812,7.3270860813632135,27084.86411770537,88.5,28.948737986756488
1306893710.9,5.9089318,3.938533,93.98,0.2,9.8,77.4,639322.75,-316608.72,-1.0,104.38059527129442,1472111.0645541977,1472111.0645541977,1472111.0645541977,1472111.0645541977,21.338768319935724,7.284516857246106,27277.97051318338,87.7,28.951455615802857
1306893711.32,5.9094375,3.9386247,96.95,0.1,9.7,77.4,639363.63,-316594.13,-1.0,103.83739859333976,1429868.122640893,1429868.122640893,1429868.122640893,1429868.122640893,22.0939054057622,7.072195424778087,27427.958507589447,88.0,28.956860252723242
1306893711.54,5.9096998,3.9386725,98.68,0.0,9.6,77.4,639384.88,-316586.53,-1.0,103.13010231243595,6838877.336923874,6838877.336923874,6838877.336923874,6838877.336923874,24.214859619562183,7.384715794244887,28376.207194255607,89.2,28.96388781177836
1306893711.76,5.9099741,3.9387226,100.6,0.0,9.5,77.4,639407.06,-316578.59,-1.0,107.67801857578677,7281661.424363685,7281661.424363685,7281661.424363685,7281661.424363685,23.2140536918021,7.330674305257093,28042.38012221667,87.89999999999999,28.972545948261303
1306893711.97,5.9102324,3.9387699,102.5,-0.1,9.4,77.4,639427.94,-316571.09,-1.0,106.27057015632236,4321943.601392761,4321943.601392761,4321943.601392761,4321943.601392761,22.455973224071833,7.320153955440054,27421.86764542046,87.3,28.98265093513794
1306893712.18,5.9104771,3.9388149,104.37,-0.1,9.3,77.4,639447.69,-316563.97,-1.0,100.60490525647921,6724805.494075812,6724805.494075812,6724805.494075812,6724805.494075812,22.290163372519956,7.236939457253741,26988.717207055248,87.59999999999998,28.99401904537416
1306893712.39,5.9107375,3.9388629,106.4,-0.1,9.1,77.4,639468.75,-316556.34,-1.0,107.32202865973278,8497562.820090542,8497562.820090542,8497562.820090542,8497562.820090542,23.799714370855245,7.053085479807256,26744.208797961684,88.6,29.00657372603908
1306893712.61,5.9110073,3.9389129,108.56,-0.2,9.0,77.4,639490.56,-316548.44,-1.0,106.11775821976853,3301563.432185725,3301563.432185725,3301563.432185725,3301563.432185725,24.20491758580658,7.184844362613431,26456.67732584297,86.60000000000001,29.020246079494893
1306893712.82,5.9112613,3.9389601,110.61,-0.2,8.8,77.4,639511.13,-316541.0,-1.0,104.84499285744884,3332760.007911558,3332760.007911558,3332760.007911558,3332760.007911558,23.543473788264453,7.270209392234102,25979.38856475284,86.60000000000001,29.034791136362784
