flight id:a01
flight code:F-16A
origin:US
date:2011-06-01
from:batumi
to:tbilissi-lochini
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.32,3.9486208,5.4467126,104.2979036,-1.0,5.0,-1.0,-1.0,173.7162389499265,22293.559196760398,301.1140437354421,0.07344500874006361,3.529237474219131,91.0,0.2955826670593908
1306893631.74,3.9482558,5.4465985,104.4291372,-1.0,6.5,-1.0,-1.0,173.7162389499265,20012.326231597333,303.2935817328953,0.07325454339757488,3.4661303916030577,91.7,0.295450307041893
1306893632.16,3.9478735,5.446479,104.5275624,-1.0,7.4,-1.0,-1.0,181.63961978702787,18072.310684177995,304.2214003534506,0.07363930496909522,3.4076719093822803,90.1,0.2954086622474923
1306893632.58,3.9474962,5.4463611,104.5931792,-1.0,8.0,-1.0,-1.0,179.37518111975177,17017.03047254621,304.3762462578313,0.07494248857328588,3.473223379071015,86.89999999999999,0.2953813328511668
1306893633.01,3.9470966,5.4462362,104.658796,-1.0,8.4,-1.0,-1.0,185.54211955966952,16118.788780692,303.19728368434704,0.07340274769284444,3.493153379735922,88.0,0.2953651801827504
1306893634.5,3.9456465,5.445783,108.3661452,-1.0,9.9,-1.0,-1.0,194.17764092080319,16118.788780691995,303.19728368434704,0.07340274769284444,3.493153379735922,88.0,0.2953651801827504
1306893634.92,3.9452248,5.4456513,111.58136839999999,-1.0,10.1,-1.0,-1.0,200.35871326395906,17017.03047254621,304.3762462578313,0.07494248857328588,3.4732233790710145,86.9,0.29538133285116686
1306893635.36,3.944769,5.445509,116.305778,-1.0,10.3,-1.0,-1.0,206.62966173210089,18072.310684177995,304.2214003534506,0.07363930496909522,3.4076719093822803,90.10000000000001,0.2954086622474923
1306893635.79,3.9443148,5.4453675,122.37533199999999,-1.0,10.4,-1.0,-1.0,210.60964806224223,20012.32623159733,303.2935817328953,0.07325454339757488,3.466130391603057,91.7,0.29545030704189296
1306893637.52,3.9424082,5.4447765,161.1548608,-0.1,10.4,-1.0,-1.0,219.84500525183086,22293.559196760398,301.1140437354421,0.0734450087400636,3.529237474219131,91.0,0.29558266705939085
1306893638.8,3.940859,5.4443015,206.8241536,-0.2,10.5,-1.0,-1.0,241.4641103999274,24519.551354929754,302.06887112746955,0.07550917136325574,3.5591816336352116,89.9,0.29582189496840217
1306893639.66,3.9397457,5.4439638,247.1456772,-0.2,10.5,-1.0,-1.0,258.27957916223863,27244.871160437167,302.5509893111063,0.07521324701289038,3.578312548287949,88.3,0.296154900217746
1306893640.09,3.939174,5.443792,270.0459404,-0.4,10.5,-1.0,-1.0,265.3478349686431,31101.638492275375,299.90220037263566,0.07580321239918264,3.650448589802728,89.40000000000002,0.29654110975405396
1306893640.51,3.9385951,5.443619,294.5538152,-0.5,10.3,246.7,-1.0,275.0485522087121,35570.082671376316,300.1496759842397,0.07522174091060571,3.5800361734514277,92.90000000000002,0.29698435122387024
1306893640.95,3.9379756,5.443435,322.0800628,-0.6,10.3,246.7,-1.0,280.99108744807046,41707.76504802639,299.15404728915047,0.07382259829825384,3.624783222407113,90.00000000000001,0.29749166749683614
1306893641.79,3.9367474,5.4430738,379.46195439999997,-0.9,10.1,246.7,-1.0,291.62842716816635,48419.68457880652,300.81089010167426,0.07238837250026611,3.5811521676581224,91.10000000000001,0.29812422436472763
1306893642.22,3.936102,5.442886,409.8097244,-1.1,9.9,246.7,-1.0,298.96362101972505,55033.827665466975,298.7604917973094,0.06928761054372354,3.622797705570896,92.10000000000001,0.2988200905064599
1306893642.64,3.9354538,5.4426986,439.5341348,-1.3,9.5,246.7,-1.0,306.9117462228929,61491.95498664837,297.87730028253014,0.07134738697582649,3.717174833963244,90.7,0.2995742899815255
