flight id:601
flight code:F-14A
origin:US
date:2011-06-01
from:mozdok
to:kobuleti
motor(s):2
mass aircraft:41780
mass fuel:41780
lift coef:1.9650056483374456
drag coef:0.010121101720646569

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893631.32,1.3424986,7.0011117,147.5065664,-1.0,4.0,-1.0,-1.0,156.09908533229742,538.9344955890773,538.9344955890773,294.90380477399003,0.07950092306416622,3.649312957124549,90.4,0.3218240039118653
1306893631.74,1.3427675,7.0013055,147.6706084,-1.0,6.0,-1.0,-1.0,156.09908533229742,769.8746416572463,769.8746416572463,294.9186615101858,0.07792502942048761,3.73992637790061,88.7,0.32178075150591595
1306893632.16,1.3430496,7.0015086,147.7690336,-1.0,7.3,-1.0,-1.0,164.00681368256656,1090.3230496150063,1090.3230496150063,296.1719439677443,0.07809187212418868,3.71393678672556,92.00000000000001,0.321751814498042
1306893632.58,1.3433282,7.0017094,147.83465040000002,-1.0,8.1,-1.0,-1.0,161.9733419818894,1125.5707270416017,1125.5707270416017,297.95738501843056,0.07798710241988815,3.726740360542309,92.0,0.3217341307710079
1306893633.01,1.3436237,7.0019222,147.9002672,-1.0,8.7,-1.0,-1.0,167.8455987388324,1425.4185751856753,1425.4185751856753,298.69670290309045,0.08029768512636253,3.769028364329641,92.4,0.32172486786637094
1306893634.5,1.3446978,7.0026959,149.7047292,-1.0,10.3,-1.0,-1.0,176.35844216958512,1425.4185751856758,1425.4185751856758,298.69670290309045,0.08029768512636253,3.769028364329641,92.4,0.32172486786637094
1306893634.92,1.3450097,7.0029207,151.8700836,-1.0,10.5,-1.0,-1.0,181.93241130936437,1125.5707270416015,1125.5707270416015,297.95738501843056,0.07798710241988817,3.7267403605423084,92.0,0.3217341307710079
1306893635.36,1.3453462,7.0031634,155.4133908,-1.0,10.7,-1.0,-1.0,187.55733358530563,1090.3230496150068,1090.3230496150068,296.1719439677443,0.0780918721241887,3.713936786725561,92.0,0.3217518144980419
1306893635.79,1.3456807,7.0034048,160.1706088,-1.0,10.8,-1.0,-1.0,191.06657145707283,769.8746416572463,769.8746416572463,294.9186615101858,0.07792502942048761,3.7399263779006096,88.69999999999999,0.321780751505916
1306893636.22,1.3460192,7.0036494,166.20735439999999,-1.0,10.9,-1.0,-1.0,193.54858906802554,538.9344955890774,538.9344955890774,294.90380477399003,0.07950092306416622,3.6493129571245495,90.39999999999999,0.32182400391186516
1306893637.52,1.3470747,7.0044149,192.1587988,-1.0,10.8,-1.0,-1.0,200.37596618230137,606.0392487955259,606.0392487955259,292.2846660809512,0.07830421365002456,3.69454585718004,89.39999999999999,0.32192819245079785
1306893638.8,1.3481713,7.0052165,228.44488919999998,0.2,10.8,-1.0,-1.0,212.9008397183189,959.0169396785028,959.0169396785028,293.9453867486794,0.07786211490954997,3.642282617997596,89.5,0.32211666576663334
1306893639.66,1.348939,7.0057824,258.4645752,0.3,10.8,-1.0,-1.0,223.34844390359135,1346.534110950257,1346.534110950257,293.07673034669796,0.07827380329865155,3.767206579645185,88.8,0.32237495535543476
1306893640.09,1.3493278,7.0060706,274.934392,0.4,10.8,-1.0,-1.0,227.1032967784113,2054.169131679619,2054.169131679619,292.5194679065369,0.07909542370699656,3.717123750617775,91.4,0.32267152140967803
1306893640.51,1.3497179,7.006361,292.1916104,0.4,10.8,-1.0,-1.0,234.14432760947733,2672.445958721462,2672.445958721462,292.5574964778429,0.07621470943952705,3.7326035761979894,88.9,0.32300820119970425
1306893640.95,1.3501318,7.0066708,311.351716,0.6,10.8,-1.0,-1.0,237.9582967365012,3088.1489885929464,3088.1489885929464,292.7620747901792,0.07582704263383096,3.71744555561344,91.20000000000002,0.3233853774901679
1306893641.37,1.3505308,7.0069708,330.51182159999996,0.7,10.8,-1.0,-1.0,241.05200127913466,3415.612698770565,3415.612698770565,293.7021664260259,0.07830789594803629,3.6640951046218313,89.60000000000002,0.32380220819882927
1306893641.79,1.3509423,7.0072815,350.9514548,0.7,10.3,-1.0,-1.0,249.51004119703668,3794.373681186121,3794.373681186121,295.4457426948568,0.07646685578411869,3.7355512433855083,92.10000000000002,0.32425846366689576
1306893642.22,1.3513625,7.0076003,372.5065736,1.0,10.3,-1.0,-1.0,249.62686142451486,3931.547991290007,3931.547991290007,297.22609633742553,0.07704059914257297,3.7914997089059645,93.8,0.3247539142355747
1306893642.64,1.3517805,7.007919,394.356968,1.2,10.1,-1.0,-1.0,254.96780066157436,4510.472734800762,4510.472734800762,298.0113926238613,0.07513354359256055,3.8561919853707236,92.9,0.32528626331693955
1306893643.06,1.3522054,7.0082443,416.5682548,1.4,9.9,44.9,-1.0,259.83156158995274,5207.1253829226125,5207.1253829226125,299.6969346330677,0.07503401837659213,3.816112256127931,93.3,0.32580988536418365
1306893643.48,1.3526333,7.0085734,438.5826912,1.6,9.7,44.9,-1.0,262.2511400368231,5741.974617398787,5741.974617398787,298.5983065381579,0.07729577394022197,3.8305589745623356,94.0,0.32630020688649336
1306893643.9,1.3530706,7.008911,460.4330856,1.8,9.5,44.9,-1.0,268.6135228846606,6551.609209675088,6551.609209675088,299.8665613876788,0.07805656775849021,3.7941249946971016,91.3,0.3267714667290131
1306893644.33,1.3535198,7.0092593,481.9882044,2.0,9.3,44.9,-1.0,269.7974471637372,7242.840947383656,7242.840947383656,301.553251411424,0.076812792942776,3.7976578388300073,90.39999999999999,0.3272545922758197
1306893644.75,1.3539718,7.0096108,502.6574964,2.3,9.3,45.1,-1.0,278.44890920006134,7776.988400257247,7776.988400257247,300.92962427050975,0.07781652923781236,3.795510074059836,91.7,0.3277456793274382
1306893645.18,1.3544442,7.0099792,523.0643212,2.6,9.3,45.1,-1.0,284.52365556956596,8157.410964195225,8157.410964195225,301.8175884266154,0.07844966402569745,3.829162298041666,90.30000000000001,0.3282396753904304
1306893645.62,1.3549279,7.0103572,542.7821696,2.9,9.3,45.1,-1.0,284.8008340856497,8441.48103230571,8441.48103230571,301.667949720786,0.07755442685284807,3.845202526629274,89.30000000000001,0.32873497285324754
1306893646.04,1.3553995,7.0107263,560.8924064,3.2,9.3,45.3,-1.0,291.1348610903845,8824.466234643949,8824.466234643949,300.55989043797507,0.07787674724177861,3.7295285612545257,87.70000000000002,0.3292248350579719
1306893646.47,1.3558906,7.0111109,578.740176,3.5,9.1,45.4,-1.0,296.12215819352394,9308.673659006374,9308.673659006374,300.2131729570374,0.07695248813638203,3.7338126995975296,85.4,0.3297060467815065
1306893646.89,1.3563866,7.0114993,596.29267,3.8,9.3,45.5,-1.0,306.2339364285638,9841.882420004706,9841.882420004706,301.43809913782144,0.07628675929925721,3.6841127563478304,86.89999999999999,0.33017723007109523
1306893647.31,1.3568788,7.0118846,613.7467388,4.1,9.5,45.6,-1.0,303.8737653444564,10389.781418513436,10389.781418513436,300.8264727098457,0.07667611585499026,3.756806571126317,87.10000000000001,0.3306373131857059
1306893647.73,1.3573849,7.0122803,632.1522512,4.3,9.7,45.7,-1.0,312.44991698549666,11501.730775160177,11501.730775160177,299.97124670469213,0.07611465159442446,3.7807831349568293,87.70000000000002,0.3310889754779194
1306893648.15,1.3578957,7.0126784,651.3779736,4.6,9.9,45.9,-1.0,314.95696006404097,12012.955521222353,12012.955521222353,299.9007420160544,0.07544847676462116,3.7354610375783377,90.90000000000002,0.3315345135356622
1306893648.58,1.3584342,7.0130957,672.4737748,4.7,10.1,46.0,-1.0,323.62140773402564,13199.050637027529,13199.050637027529,297.1596723261984,0.0769032158822553,3.799983330824421,89.60000000000001,0.3319789798523726
1306893649.0,1.3589568,7.0134981,693.7664264,4.8,10.1,46.2,-1.0,320.5524892055308,14269.602987484779,14269.602987484779,298.47743084164273,0.07664353019054791,3.781674827114566,89.60000000000001,0.33242490067476976
